game,team,difficulty,formation,lineup
Hatayspor vs. Alanyaspor - Sunday October 9 - 2022,Hatayspor,hard,4-3-3,KARDESLER;ALICI;VRANJES;OKSUZ;KANAK;BOUDJEMAA;ERGUN;AABID;KAABI;YILDIRIM;LOBZHANIDZE
Hatayspor vs. Alanyaspor - Sunday October 9 - 2022,Alanyaspor,hard,4-3-3,RUNARSSON;PEREIRA;BAYIR;AKSOY;BALKOVEC;DOUMBIA;GUNES;BEKIROGLU;KARACA;KOKA;CANDEIAS
Gaziantep FK vs. Besiktas - Monday March 11 - 2024,Gaziantep FK,hard,4-1-4-1,NITA;ERSOY;NKOULOU;DJILOBODJI;M'BAKATA;OZCICEK;SORESCU;MONTEIRO;MAXIM;ESKIHELLAC;DRAGUS
Gaziantep FK vs. Besiktas - Monday March 11 - 2024,Besiktas,easy,4-1-4-1,GUNOK;BULUT;WORRALL;UYSAL;MASUAKU;MUSRATI;RASHICA;FERNANDES;ZAINUTDINOV;MUCI;KILICSOY
Sivasspor vs. Fatih Karagumruk - Saturday September 25 - 2021,Sivasspor,hard,4-3-3,YILDIRIM;OGUZ;GOUTAS;OSMANPASA;CIFTCI;FAJR;ARSLAN;FELIX;HENRIQUE;KAYODE;GRADEL
Sivasspor vs. Fatih Karagumruk - Saturday September 25 - 2021,Fatih Karagumruk,hard,3-4-3,VIVIANO;BEKAROGLU;BENATIA;ZUKANOVIC;MUSA;OZTUMER;UGUR;ERKIN;DURMAZ;FREI;PESIC
Istanbul Basaksehir vs. Galatasaray - Saturday November 12 - 2022,Basaksehir,easy,4-1-4-1,SENGEZER;CAICARA;DUARTE;NDAYISHIMIYE;KALDIRIM;BIGLIA;TRAORE;TEKDEMIR;OZCAN;CHOUIAR;KENY
Istanbul Basaksehir vs. Galatasaray - Saturday November 12 - 2022,Galatasaray,easy,4-2-3-1,MUSLERA;BOEY;NELSSON;BARDAKCI;TASDEMIR;TORREIRA;OLIVEIRA;RASHICA;MERTENS;AKTURKOGLU;ICARDI
Antalyaspor vs. Rizespor - Friday August 27 - 2021,Antalyaspor,hard,4-2-3-1,BOFFIN;BALCI;SARI;NALDO;VURAL;POLI;SAHIN;BAYRAKDAR;MILOSEVIC;MUKAIRU;WRIGHT
Antalyaspor vs. Rizespor - Friday August 27 - 2021,Rizespor,hard,4-2-3-1,AKKAN;BAIANO;GONUL;HOLMEN;SERTEL;DOKOVIC;PEHLIVAN;BOYD;SABO;POTUK;DABO
Antalyaspor vs. Sivasspor - Sunday March 6 - 2022,Antalyaspor,hard,4-2-3-1,BOFFIN;FLORANUS;SARI;NALDO;VURAL;OZMERT;FERNANDO;NDAO;MEHMEDI;SINIK;ADRIANO
Antalyaspor vs. Sivasspor - Sunday March 6 - 2022,Sivasspor,hard,4-3-3,VURAL;OGUZ;GOUTAS;OSMANPASA;CIFTCI;ARSLAN;COFIE;KESGIN;HENRIQUE;YATABARE;GRADEL
Giresunspor vs. Istanbul Basaksehir - Sunday May 15 - 2022,Giresunspor,hard,4-2-3-1,PIRI;YAVRU;PICINCIOL;PEREZ;BILAZER;TRAORE;FLAVIO;JUNIOR;CHIQUINHO;DIABATE;NAYIR
Giresunspor vs. Istanbul Basaksehir - Sunday May 15 - 2022,Basaksehir,easy,4-1-4-1,BABACAN;CAICARA;DUARTE;EPUREANU;LIMA;CIGERCI;TURUC;TEKDEMIR;OZCAN;TREZEGUET;GULBRANDSEN
Istanbul Basaksehir vs. Adana Demirspor - Monday November 1 - 2021,Basaksehir,easy,4-1-4-1,BABACAN;SAHINER;NDAYISHIMIYE;EPUREANU;KALDIRIM;CIGERCI;VISCA;TEKDEMIR;OZCAN;CHADLI;OKAKA
Istanbul Basaksehir vs. Adana Demirspor - Monday November 1 - 2021,Adana Demirspor,hard,4-2-3-1,MURIC;SVENSSON;AKAYDIN;DELI;RASSOUL;KURT;STAMBOULI;AKGUN;BJARNASON;VARGAS;ASSOMBALONGA
Kayserispor vs. Istanbulspor - Saturday August 13 - 2022,Kayserispor,hard,4-2-3-1,BAYAZIT;BULUT;HOSSEINI;KOLOVETSIOS;CAROLE;BERTOLACCI;CAMPANHARO;BASSAN;CARDOSO;SAZDAGI;GAVRANOVIC
Kayserispor vs. Istanbulspor - Saturday August 13 - 2022,Istanbulspor,hard,5-4-1,JENSEN;BERBER;ERDOGAN;YESIL;AKSU;YASAR;ABAZAJ;KABASAKAL;YAZGAN;TOPALLI;YILMAZ
Konyaspor vs. Istanbul Basaksehir - Monday August 15 - 2022,Konyaspor,hard,4-4-2,SEHIC;OGUZ;DEMIRBAG;CALVO;SITYA;MICHALAK;DIKMEN;HADZIAHMETOVIC;BYTYQI;RAHMANOVIC;DEMIR
Konyaspor vs. Istanbul Basaksehir - Monday August 15 - 2022,Basaksehir,easy,4-3-3,BABACAN;CAICARA;DUARTE;EPUREANU;LIMA;ALEKSIC;NDAYISHIMIYE;TEKDEMIR;TURUC;SZYSZ;CHOUIAR
Kayserispor vs. Kasimpasa - Saturday September 11 - 2021,Kayserispor,hard,4-4-1-1,JR.;CIVELEK;KOLOVETSIOS;SUBASI;CAROLE;BASSAN;AKDAG;ATTAMAH;THIAM;MENSAH;SAZDAGI
Kayserispor vs. Kasimpasa - Saturday September 11 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADERGJONAJ;BRUMA;SERBEST;ELMALI;SADIKU;TRAVNIK;HAJRADINOVIC;BOZOK;ERDOGAN;JORGENSEN
Rizespor vs. Adana Demirspor - Sunday February 6 - 2022,Rizespor,hard,4-4-2,GORGEN;GONUL;AY;HOLMEN;SERTEL;BOLDRIN;BAIANO;SABO;POTUK;HUMMET;POHJANPALO
Rizespor vs. Adana Demirspor - Sunday February 6 - 2022,Adana Demirspor,hard,4-4-2,MURIC;SVENSSON;SANUC;DELI;KANAK;AKGUN;INLER;STAMBOULI;VARGAS;BJARNASON;BALOTELLI
Istanbul Basaksehir vs. Trabzonspor - Tuesday June 6 - 2023,Basaksehir,easy,4-4-2,SENGEZER;OZBAYRAKLI;DUARTE;TOUBA;LIMA;TURUC;OZCAN;BIGLIA;JANUZAJ;KENY;FIGUEIREDO
Istanbul Basaksehir vs. Trabzonspor - Tuesday June 6 - 2023,Trabzonspor,easy,4-1-4-1,TEPE;ASAN;ALTIKARDES;TURKMEN;ELMALI;HASPOLAT;VISCA;ZAMAN;BARDHI;BOSLUK;BOZOK
Goztepe vs. Trabzonspor - Saturday October 23 - 2021,Goztepe,hard,3-4-1-2,EGRIBAYAT;ARSLANAGIC;NUKAN;DEMIRTAPA;PALULI;KAYAN;NWOBODO;BUREKOVIC;JAHOVIC;LOURENCY;NDIAYE
Goztepe vs. Trabzonspor - Saturday October 23 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;TOKOZ;IE;HUGO;DENSWIL;HAMSIK;OZDEMIR;SARI;OMUR;GERVINHO;DJANINY
Kayserispor vs. Alanyaspor - Monday November 6 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;SAZDAGI;HOSSEINI;ATTAMAH;CAROLE;YILMAZ;KARIMI;MORTE;CARDOSO;MANE;THIAM
Kayserispor vs. Alanyaspor - Monday November 6 - 2023,Alanyaspor,hard,5-4-1,TASKIRAN;HADERGJONAJ;AKSOY;BAYIR;ALITI;OZDEMIR;KARACA;NOVAIS;JANVIER;AYDIN;EDUARDO
Alanyaspor vs. Sivasspor - Tuesday January 31 - 2023,Alanyaspor,hard,3-4-3,RUNARSSON;RASSOUL;FER;BALKOVEC;PEREIRA;GUNES;DOUMBIA;FERHAT;KARACA;BEKIROGLU;KOKA
Alanyaspor vs. Sivasspor - Tuesday January 31 - 2023,Sivasspor,hard,4-1-4-1,VURAL;OKUMUS;GOUTAS;OSMANPASA;CIFTCI;COFIE;YESILYURT;ARSLAN;CHARISIS;GRADEL;YATABARE
Antalyaspor vs. Sivasspor - Wednesday January 24 - 2024,Antalyaspor,hard,4-1-4-1,LEITE;YESILYURT;SARI;OZTURK;VURAL;KALUZINSKI;LARSSON;SAFOURI;SARIC;BYTYQI;BUKSA
Antalyaspor vs. Sivasspor - Wednesday January 24 - 2024,Sivasspor,hard,3-4-3,VURAL;ALBAYRAK;APPINDANGOYE;CAMARA;PALULI;PARMAK;POUNGOURAS;CIFTCI;BASSAN;MANAJ;KOITA
Samsunspor vs. Sivasspor - Sunday January 14 - 2024,Samsunspor,hard,4-2-3-1,KOCUK;YAVRU;SATKA;OZTURK;DRONGELEN;TAIT;BENNASSER;KILINC;HOLSE;FOFANA;MOUANDILMADJI
Samsunspor vs. Sivasspor - Sunday January 14 - 2024,Sivasspor,hard,4-1-4-1,VURAL;OKUMUS;OSMANPASA;CAMARA;CIFTCI;PARMAK;ERDAL;ARSLAN;KOITA;BARROW;MANAJ
Adana Demirspor vs. Fenerbahce - Sunday August 15 - 2021,Adana Demirspor,hard,4-2-3-1,MURIC;SVENSSON;SANUC;RASSOUL;KANAK;INLER;KURT;AKINTOLA;BELHANDA;CASTRO;BALOTELLI
Adana Demirspor vs. Fenerbahce - Sunday August 15 - 2021,Fenerbahce,easy,3-4-3,BAYINDIR;TISSERAND;SZALAI;NOVAK;OSAYI-SAMUEL;ZAJC;GUSTAVO;KADIOGLU;KAHVECI;OZIL;SAMATTA
Altay vs. Giresunspor - Sunday May 8 - 2022,Altay,hard,4-5-1,TOPALOGLU;KARAYEL;BJORKANDER;THIAM;KARATAS;KAPPEL;YILDIRIM;POKO;THACIANO;RODRIGUEZ;RAYAN
Altay vs. Giresunspor - Sunday May 8 - 2022,Giresunspor,hard,4-2-3-1,PIRI;YAVRU;PICINCIOL;PEREZ;TASDEMIR;TRAORE;FLAVIO;DIABATE;CHIQUINHO;GUMUSKAYA;NAYIR
Fatih Karagumruk vs. Gaziantep FK - Saturday December 23 - 2023,Fatih Karagumruk,hard,4-2-3-1,BILGIN;VESELI;DRESEVIC;CECCHERINI;MERCAN;ROHDEN;SHUKUROV;KELES;EYSSERIC;LASAGNA;YALCIN
Fatih Karagumruk vs. Gaziantep FK - Saturday December 23 - 2023,Gaziantep FK,hard,3-4-3,NITA;KIZILDAG;NKOULOU;DJILOBODJI;ESKIHELLAC;JEVTOVIC;OZCICEK;M'BAKATA;MARKOVIC;GRADEL;DRAGUS
Sivasspor vs. Gaziantep FK - Saturday August 6 - 2022,Sivasspor,hard,4-2-3-1,YILDIRIM;PALULI;GOUTAS;OSMANPASA;CIFTCI;YALCIN;ULVESTAD;YESILYURT;KESGIN;GRADEL;YATABARE
Sivasspor vs. Gaziantep FK - Saturday August 6 - 2022,Gaziantep FK,hard,4-2-3-1,GUVENC;KITSIOU;ERSOY;DJILOBODJI;HANOUSEK;SOYALP;JEVTOVIC;MARKOVIC;MAXIM;ESKIHELLAC;FIGUEIREDO
Gaziantep FK vs. Trabzonspor - Sunday December 10 - 2023,Gaziantep FK,hard,4-2-3-1,NITA;ESKIHELLAC;NKOULOU;DJILOBODJI;MORAIS;BIKEL;OZCICEK;MARKOVIC;MAXIM;CAGLAYAN;DRAGUS
Gaziantep FK vs. Trabzonspor - Sunday December 10 - 2023,Trabzonspor,easy,4-1-4-1,CAKIR;LARSEN;MENDY;DENSWIL;ELMALI;OZDEMIR;VISCA;BAKASETAS;OMUR;TREZEGUET;ONUACHU
Gaziantep FK vs. Konyaspor - Sunday November 28 - 2021,Gaziantep FK,hard,3-5-2,GUVENC;ERSOY;CAULKER;DJILOBODJI;KITSIOU;NIYAZ;ERDOGAN;MAXIM;MENDYL;DICKO;DEMIR
Gaziantep FK vs. Konyaspor - Sunday November 28 - 2021,Konyaspor,hard,4-2-3-1,SEHIC;SKUBIC;DEMIRBAG;ANICIC;SITYA;DIKMEN;HADZIAHMETOVIC;GURLER;M'POKU;BYTYQI;CIKALLESHI
Trabzonspor vs. Altay - Sunday May 15 - 2022,Trabzonspor,easy,4-2-3-1,CAKIR;ASAN;KAPLAN;HUGO;KOYBASI;BAKASETAS;HAMSIK;VISCA;OMUR;NWAKAEME;CORNELIUS
Trabzonspor vs. Altay - Sunday May 15 - 2022,Altay,hard,3-5-2,TOPALOGLU;THIAM;OZTURK;BJORKANDER;KARAYEL;THACIANO;GULSELAM;POKO;KARATAS;KAPPEL;RODRIGUEZ
Fenerbahce vs. Trabzonspor - Saturday November 4 - 2023,Fenerbahce,easy,4-2-3-1,LIVAKOVIC;OSAYI-SAMUEL;AKAYDIN;OOSTERWOLDE;KADIOGLU;YUKSEK;ZAJC;KAHVECI;SZYMANSKI;TADIC;DZEKO
Fenerbahce vs. Trabzonspor - Saturday November 4 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;AYDIN;BANIYA;DENSWIL;ELMALI;OZDEMIR;MENDY;PEPE;OMUR;VISCA;ONUACHU
Kayserispor vs. Sivasspor - Sunday January 7 - 2024,Kayserispor,hard,4-3-3,BAYAZIT;SAZDAGI;ATTAMAH;KOCAMAN;KALDIRIM;KARIMI;YILMAZ;CARDOSO;MORTE;BAHOKEN;THIAM
Kayserispor vs. Sivasspor - Sunday January 7 - 2024,Sivasspor,hard,4-2-3-1,VURAL;OKUMUS;APPINDANGOYE;OSMANPASA;CIFTCI;CHARISIS;ARSLAN;KOITA;SAIZ;BARROW;MANAJ
Kasimpasa vs. Antalyaspor - Sunday May 12 - 2024,Kasimpasa,hard,4-1-4-1,GIANNIOTIS;GUL;POROZO;OZCAN;OUANNES;SADIKU;FALL;HAJRADINOVIC;KARA;NGOY;COSTA
Kasimpasa vs. Antalyaspor - Sunday May 12 - 2024,Antalyaspor,hard,4-4-2,LEITE;SARI;NALDO;TOPRAK;VURAL;YESILYURT;KALUZINSKI;SARIC;LARSSON;SAFOURI;ASSOMBALONGA
Hatayspor vs. Istanbulspor - Sunday April 14 - 2024,Hatayspor,hard,4-1-4-1,KARDESLER;ALICI;KILAMA;MAKSIMOVIC;GHOULAM;MASSANGA;RIVAS;DELE-BASHIRU;PEDRO;DERVISOGLU;STRANDBERG
Hatayspor vs. Istanbulspor - Sunday April 14 - 2024,Istanbulspor,hard,5-3-2,ARDA;SAMBISSA;YESIL;DELI;COLY;YASAR;LOSHAJ;VOROBJOVAS;JACKSON;MENDY;GULTEKIN
Konyaspor vs. Kayserispor - Sunday December 24 - 2023,Konyaspor,hard,4-2-3-1,BERNARDONI;YAZGILI;DEMIRBAG;CALVO;SITYA;DIKMEN;ULGUN;PRIP;CICALDAU;MORENO;CIKALLESHI
Konyaspor vs. Kayserispor - Sunday December 24 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;SAZDAGI;HOSSEINI;ATTAMAH;KALDIRIM;KARIMI;YILMAZ;MORTE;CARDOSO;CIVELEK;THIAM
Konyaspor vs. Gaziantep FK - Saturday October 15 - 2022,Konyaspor,hard,4-1-4-1,SEHIC;OGUZ;DEMIRBAG;DEMIRTAPA;SITYA;HADZIAHMETOVIC;MICHALAK;CEKICI;DIKMEN;BYTYQI;DEMIR
Konyaspor vs. Gaziantep FK - Saturday October 15 - 2022,Gaziantep FK,hard,3-4-3,GUVENC;KIZILDAG;JEVTOVIC;TOSCA;KITSIOU;SOYALP;PARMAK;SAGAL;FIGUEIREDO;MAXIM;PEKHART
Fenerbahce vs. Ankaragucu - Saturday April 15 - 2023,Fenerbahce,easy,4-4-2,EGRIBAYAT;OSAYI-SAMUEL;AKAYDIN;SZALAI;ALIOSKI;GULER;YUKSEK;ZAJC;ROSSI;VALENCIA;DURSUN
Fenerbahce vs. Ankaragucu - Saturday April 15 - 2023,Ankaragucu,hard,5-4-1,AKKAN;KITSIOU;MALCUIT;CANKAYA;MUJAKIC;HANOUSEK;ANTALYALI;ZAHID;DIACK;KILINC;SOWE
Adana Demirspor vs. Sivasspor - Sunday March 13 - 2022,Adana Demirspor,hard,4-2-3-1,MURIC;SVENSSON;AKAYDIN;SANUC;KANAK;KURT;STAMBOULI;AKGUN;BJARNASON;VARGAS;BALOTELLI
Adana Demirspor vs. Sivasspor - Sunday March 13 - 2022,Sivasspor,hard,4-1-4-1,VURAL;YESILYURT;GOUTAS;OSMANPASA;ERDAL;ARSLAN;HENRIQUE;ULVESTAD;FAJR;GRADEL;KAYODE
Altay vs. Rizespor - Friday February 11 - 2022,Altay,hard,4-3-3,LIS;UNLU;BJORKANDER;AKCA;OZKAYA;YILDIRIM;THACIANO;RODRIGUEZ;KAPPEL;KADAH;KARATAS
Altay vs. Rizespor - Friday February 11 - 2022,Rizespor,hard,4-1-4-1,CETIN;HOLMEN;AY;PONCK;SERTEL;BAIANO;SARI;BOLDRIN;FERNANDES;BOLASIE;POHJANPALO
Kayserispor vs. Besiktas - Sunday May 1 - 2022,Kayserispor,hard,4-2-3-1,JR.;BULUT;HOSSEINI;CETIN;CAROLE;ATTAMAH;KEMEN;CIVELEK;BERTOLACCI;THIAM;GAVRANOVIC
Kayserispor vs. Besiktas - Sunday May 1 - 2022,Besiktas,easy,3-4-3,DESTANOGLU;SAATCI;WELINTON;MONTERO;ROSIER;HUTCHINSON;ILKHAN;YILMAZ;GHEZZAL;LARIN;BATSHUAYI
Kasimpasa vs. Fatih Karagumruk - Friday February 16 - 2024,Kasimpasa,hard,4-1-4-1,YANAR;WINCK;OMERUO;POROZO;OZCAN;GUL;FALL;HAJRADINOVIC;KARA;CAGLAYAN;COSTA
Kasimpasa vs. Fatih Karagumruk - Friday February 16 - 2024,Fatih Karagumruk,hard,4-2-3-1,SIRIGU;SANGARE;BIRASCHI;DURSUN;MERCAN;KOURMPELIS;BERTOLACCI;MOR;EYSSERIC;MENDES;YALCIN
Fatih Karagumruk vs. Rizespor - Sunday January 28 - 2024,Fatih Karagumruk,hard,4-1-4-1,SIRIGU;BIRASCHI;DURSUN;CECCHERINI;MERCAN;BERTOLACCI;TEKLIC;EYSSERIC;ROHDEN;YALCIN;DURSUN
Fatih Karagumruk vs. Rizespor - Sunday January 28 - 2024,Rizespor,hard,4-2-3-1,AKKAN;SAHIN;MOCSI;TOPCU;NIELSEN;SHELVEY;PALA;SAUER;OLAWOYIN;ZEQIRI;GAICH
Istanbul Basaksehir vs. Kasimpasa - Sunday May 5 - 2024,Basaksehir,easy,4-1-4-1,SENGEZER;DUARTE;BA;OPOKU;DUBOIS;ERGUN;TURUC;SAHINER;PELKAS;PEREIRA;FIGUEIREDO
Istanbul Basaksehir vs. Kasimpasa - Sunday May 5 - 2024,Kasimpasa,hard,4-1-4-1,GIANNIOTIS;AYDIN;POROZO;OZCAN;OUANNES;GUL;CAGLAYAN;HAJRADINOVIC;KARA;NGOY;COSTA
Galatasaray vs. Kasimpasa - Saturday March 11 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BOEY;NELSSON;BARDAKCI;ADEKUGBE;TORREIRA;OLIVEIRA;AKGUN;MATA;AKTURKOGLU;ICARDI
Galatasaray vs. Kasimpasa - Saturday March 11 - 2023,Kasimpasa,hard,4-4-2,GUVENC;FABIANO;DONK;DJILOBODJI;OZCAN;FALL;TIRPAN;MALSA;HAJRADINOVIC;KOITA;CHOUIAR
Istanbulspor vs. Besiktas - Sunday February 25 - 2024,Istanbulspor,hard,3-4-3,ARDA;ERDOGAN;VOROBJOVAS;COLY;SAMBISSA;JACKSON;LOSHAJ;YASAR;MENDY;GULTEKIN;GEDIKLI
Istanbulspor vs. Besiktas - Sunday February 25 - 2024,Besiktas,easy,4-2-3-1,GUNOK;BULUT;UYSAL;COLLEY;MASUAKU;MUSRATI;FERNANDES;RASHICA;MUCI;TOSUN;KILICSOY
Giresunspor vs. Besiktas - Sunday April 17 - 2022,Giresunspor,hard,4-2-3-1,KOCUK;BILAZER;PICINCIOL;PEREZ;BEHICH;TRAORE;FLAVIO;SULEYMANOV;CHIQUINHO;JUNIOR;NAYIR
Giresunspor vs. Besiktas - Sunday April 17 - 2022,Besiktas,easy,3-4-3,DESTANOGLU;UYSAL;VIDA;MONTERO;ROSIER;SOUZA;BOZDOGAN;YILMAZ;GHEZZAL;TEIXEIRA;BATSHUAYI
Gaziantep FK vs. Fatih Karagumruk - Saturday January 8 - 2022,Gaziantep FK,hard,5-3-2,GUVENC;KITSIOU;ERSOY;TOSCA;PEHLIVAN;MENDYL;SOYALP;MERKEL;MAXIM;FIGUEIREDO;DEMIR
Gaziantep FK vs. Fatih Karagumruk - Saturday January 8 - 2022,Fatih Karagumruk,hard,4-3-3,VIVIANO;LUCKASSEN;BEKAROGLU;ZUKANOVIC;ERKIN;UGUR;BIGLIA;OZTUMER;TORUN;SALIBUR;BORINI
Pendikspor vs. Ankaragucu - Monday December 25 - 2023,Pendikspor,hard,4-2-3-1,OGUR;ASAN;SULUNGOZ;OZTURK;SEQUEIRA;LUSAMBA;MIDTSJO;KAYA;ROMERO;AKBUNAR;KOKA
Pendikspor vs. Ankaragucu - Monday December 25 - 2023,Ankaragucu,hard,4-2-3-1,GUNGORDU;CANKAYA;RADAKOVIC;MUJAKIC;HANOUSEK;GUNEREN;MOREIRA;MORUTAN;BEKIROGLU;CEPHAS;SOWE
Istanbulspor vs. Gaziantep FK - Monday January 9 - 2023,Istanbulspor,hard,4-2-3-1,JENSEN;DUHANEY;YESIL;ERDOGAN;AKSU;KABASAKAL;SARIKAYA;GULTEKIN;TOPALLI;ETHEMI;YILMAZ
Istanbulspor vs. Gaziantep FK - Monday January 9 - 2023,Gaziantep FK,hard,4-2-3-1,GUVENC;KITSIOU;ERSOY;DJILOBODJI;PEHLIVAN;JEVTOVIC;MERKEL;SAGAL;SOYALP;VELIU;FIGUEIREDO
Yeni Malatyaspor vs. Adana Demirspor - Friday March 4 - 2022,Yeni Malatyaspor,hard,4-1-4-1,OZBIR;ZEFFANE;HADDADI;CAMPI;HAFEZ;AZUBUIKE;ESKIHELLAC;NSHIMIRIMANA;CAGIRAN;CHOUIAR;DICKO
Yeni Malatyaspor vs. Adana Demirspor - Friday March 4 - 2022,Adana Demirspor,hard,4-2-3-1,MURIC;SVENSSON;AKAYDIN;SANUC;KANAK;INLER;STAMBOULI;AKGUN;BJARNASON;VARGAS;BALOTELLI
Trabzonspor vs. Antalyaspor - Friday August 11 - 2023,Trabzonspor,easy,4-1-4-1,CAKIR;LARSEN;BENKOVIC;DENSWIL;ELMALI;KOURMPELIS;VISCA;BAKASETAS;OMUR;TREZEGUET;BOZOK
Trabzonspor vs. Antalyaspor - Friday August 11 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;BALCI;OZTURK;TOPRAK;VURAL;RAKIP;KALUZINSKI;YESILYURT;LARSSON;BYTYQI;BUKSA
Sivasspor vs. Antalyaspor - Saturday August 26 - 2023,Sivasspor,hard,4-3-3,VURAL;PALULI;APPINDANGOYE;OSMANPASA;CIFTCI;CHARISIS;KONAK;SAIZ;BASSAN;N'JIE;RODRIGUES
Sivasspor vs. Antalyaspor - Saturday August 26 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;BALCI;SARI;TOPRAK;VURAL;FREDY;KALUZINSKI;YESILYURT;LARSSON;BYTYQI;ASSOMBALONGA
Giresunspor vs. Alanyaspor - Sunday April 2 - 2023,Giresunspor,hard,4-2-3-1,KAPLAN;BILAZER;ARIAS;PEREZ;ULUDAG;SAGLAM;MEJIA;JUNIOR;SAVICEVIC;SAINZ;BAJIC
Giresunspor vs. Alanyaspor - Sunday April 2 - 2023,Alanyaspor,hard,4-3-3,RUNARSSON;PEREIRA;BAYIR;RASSOUL;BALKOVEC;DOUMBIA;FER;GUNES;KARACA;KOULOURIS;CAVALEIRO
Rizespor vs. Kasimpasa - Saturday May 18 - 2024,Rizespor,hard,4-2-3-1,CETIN;SAHIN;MOCSI;YASAR;NIELSEN;SHELVEY;SARIKAYA;AKINTOLA;OLAWOYIN;ZEQIRI;GAICH
Rizespor vs. Kasimpasa - Saturday May 18 - 2024,Kasimpasa,hard,4-1-4-1,GIANNIOTIS;GUL;POROZO;CIFTPINAR;OUANNES;SADIKU;FALL;HAJRADINOVIC;KARA;NGOY;COSTA
Gaziantep FK vs. Besiktas - Sunday December 25 - 2022,Gaziantep FK,hard,4-2-3-1,GUVENC;KITSIOU;ERSOY;DJILOBODJI;HANOUSEK;JEVTOVIC;MERKEL;ESKIHELLAC;SOYALP;MAXIM;FIGUEIREDO
Gaziantep FK vs. Besiktas - Sunday December 25 - 2022,Besiktas,easy,4-2-3-1,GUNOK;ROSIER;WELINTON;SANUC;MERAS;UYSAL;HUTCHINSON;TOSUN;FERNANDES;N'KOUDOU;WEGHORST
Fenerbahce vs. Galatasaray - Sunday December 24 - 2023Intercontinental Derby,Fenerbahce,easy,4-2-3-1,LIVAKOVIC;OSAYI-SAMUEL;DJIKU;OOSTERWOLDE;KADIOGLU;CRESPO;KAHVECI;UNDER;SZYMANSKI;TADIC;DZEKO
Fenerbahce vs. Galatasaray - Sunday December 24 - 2023Intercontinental Derby,Galatasaray,easy,4-2-3-1,MUSLERA;BOEY;NELSSON;BARDAKCI;YILMAZ;DEMIRBAY;TORREIRA;ZIYECH;MERTENS;AKTURKOGLU;ICARDI
Kayserispor vs. Istanbul Basaksehir - Monday October 2 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;UZODIMMA;ATTAMAH;JEANVIER;CAROLE;YILMAZ;ACKAH;CIVELEK;MORTE;MANE;THIAM
Kayserispor vs. Istanbul Basaksehir - Monday October 2 - 2023,Basaksehir,easy,4-4-2,BABACAN;DUBOIS;BA;OPOKU;LIMA;KENY;TURUC;KARZEV;DENNIS;FIGUEIREDO;OZCAN
Fenerbahce vs. Hatayspor - Sunday February 20 - 2022,Fenerbahce,easy,4-3-3,BAYINDIR;TUFAN;AZIZ;TISSERAND;KURUKALIP;ZAJC;CRESPO;GULER;OSAYI-SAMUEL;DURSUN;ROSSI
Fenerbahce vs. Hatayspor - Sunday February 20 - 2022,Hatayspor,hard,4-2-3-1,MUNIR;COREKCI;SACKEY;OKSUZ;ADEKUGBE;ERGUN;RIBEIRO;LOBZHANIDZE;BENZIA;SAINT-LOUIS;KAABI
Fenerbahce vs. Trabzonspor - Thursday May 18 - 2023,Fenerbahce,easy,4-4-2,EGRIBAYAT;KADIOGLU;AKAYDIN;SZALAI;PETRONI;GULER;ARAO;ZAJC;ROSSI;BATSHUAYI;VALENCIA
Fenerbahce vs. Trabzonspor - Thursday May 18 - 2023,Trabzonspor,easy,5-3-2,CAKIR;VISCA;BARTRA;TURKMEN;ELMALI;LARSEN;HAMSIK;HASPOLAT;SIOPIS;BOZOK;OMUR
Gaziantep FK vs. Galatasaray - Saturday September 2 - 2023,Gaziantep FK,hard,4-1-4-1,SEN;ARTAN;ERSOY;DJILOBODJI;ESKIHELLAC;JEVTOVIC;GRADEL;SOYALP;BIKEL;MAXIM;RIASCOS
Gaziantep FK vs. Galatasaray - Saturday September 2 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BOEY;NELSSON;BARDAKCI;ANGELINO;DEMIRBAY;TORREIRA;TETE;MERTENS;AKTURKOGLU;ICARDI
Fenerbahce vs. Besiktas - Sunday December 19 - 2021,Fenerbahce,easy,3-4-3,OZER;AZIZ;MIN-JAE;NOVAK;OSAYI-SAMUEL;CRESPO;ZAJC;SZALAI;ROSSI;OZIL;BERISHA
Fenerbahce vs. Besiktas - Sunday December 19 - 2021,Besiktas,easy,4-3-3,DESTANOGLU;ROSIER;UYSAL;VIDA;YILMAZ;BOZDOGAN;PJANIC;SOUZA;GHEZZAL;BATSHUAYI;LARIN
Antalyaspor vs. Adana Demirspor - Saturday September 17 - 2022,Antalyaspor,hard,4-2-3-1,BOFFIN;BALCI;SARI;KUDRYASHOV;VURAL;FREDY;AYDOGDU;NDAO;ADRIANO;GHACHA;WRIGHT
