game,team,difficulty,formation,lineup
Galatasaray vs. Istanbulspor - Sunday December 25 - 2022,Galatasaray,easy,4-2-3-1,KOCUK;BOEY;NELSSON;BARDAKCI;KARATAS;TORREIRA;MIDTSJO;RASHICA;MERTENS;AKTURKOGLU;GOMIS
Galatasaray vs. Istanbulspor - Sunday December 25 - 2022,Istanbulspor,hard,4-1-4-1,JENSEN;DUHANEY;OLOGO;ERDOGAN;AKSU;KABASAKAL;TOPALLI;SARIKAYA;RROCA;ETHEMI;YILMAZ
Gaziantep FK vs. Pendikspor - Friday January 5 - 2024,Gaziantep FK,hard,3-4-3,NITA;KIZILDAG;NKOULOU;DJILOBODJI;ESKIHELLAC;JEVTOVIC;OZCICEK;M'BAKATA;MARKOVIC;MAXIM;DRAGUS
Gaziantep FK vs. Pendikspor - Friday January 5 - 2024,Pendikspor,hard,4-3-3,CANPOLAT;ASAN;SULUNGOZ;OZTURK;SEQUEIRA;MIDTSJO;LUSAMBA;KAYA;AKBUNAR;YARDIMCI;TASDEMIR
Kasimpasa vs. Giresunspor - Saturday August 21 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;HADERGJONAJ;BRUMA;SERBEST;OUANNES;SADIKU;EYSSERIC;ERDOGAN;HAJRADINOVIC;VARGA;JORGENSEN
Kasimpasa vs. Giresunspor - Saturday August 21 - 2021,Giresunspor,hard,4-1-4-1,KOCUK;YAVRU;DOUGLAS;PEREZ;TASDEMIR;PELUPESSY;JUNIOR;TRAORE;FLAVIO;DIABATE;BALDE
Kasimpasa vs. Trabzonspor - Saturday September 18 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;YILDIRIM;DONK;BRECKA;ELMALI;SADIKU;SERBEST;ERDOGAN;TRAVNIK;HAJRADINOVIC;BOZOK
Kasimpasa vs. Trabzonspor - Saturday September 18 - 2021,Trabzonspor,easy,4-2-3-1,CAKIR;PERES;IE;HUGO;DENSWIL;OZDEMIR;HAMSIK;OMUR;BAKASETAS;NWAKAEME;CORNELIUS
Pendikspor vs. Samsunspor - Sunday November 12 - 2023,Pendikspor,hard,4-2-3-1,CANPOLAT;OZGENC;WELINTON;RASSOUL;SEQUEIRA;LUSAMBA;AKDAG;DIABY;CEKICI;AKBUNAR;YARDIMCI
Pendikspor vs. Samsunspor - Sunday November 12 - 2023,Samsunspor,hard,4-2-3-1,KOCUK;TIRPAN;SATKA;DRONGELEN;GONUL;BENNASSER;TAIT;GUMUSKAYA;HOLSE;KILINC;KARA
Altay vs. Fenerbahce - Sunday August 29 - 2021,Altay,hard,5-4-1,LIS;KARAYEL;BJORKANDER;THIAM;OZTURK;AKCA;KAPPEL;POKO;PINARES;NADERI;BAMBA
Altay vs. Fenerbahce - Sunday August 29 - 2021,Fenerbahce,easy,3-4-3,BAYINDIR;TISSERAND;MIN-JAE;SZALAI;SANGARE;SOSA;GUSTAVO;KADIOGLU;OSAYI-SAMUEL;GUMUSKAYA;VALENCIA
Adana Demirspor vs. Kasimpasa - Friday November 26 - 2021,Adana Demirspor,hard,4-2-3-1,MURIC;SVENSSON;AKAYDIN;DELI;RASSOUL;KURT;STAMBOULI;AKINTOLA;AKGUN;VARGAS;ASSOMBALONGA
Adana Demirspor vs. Kasimpasa - Friday November 26 - 2021,Kasimpasa,hard,4-2-3-1,TEKIN;HADERGJONAJ;BRUMA;DONK;AYTAC;HASPOLAT;HAJRADINOVIC;ERDOGAN;BOZOK;VARGA;JORGENSEN
Fatih Karagumruk vs. Galatasaray - Sunday November 7 - 2021,Fatih Karagumruk,hard,4-2-3-1,VIVIANO;HEDENSTAD;BEKAROGLU;ZUKANOVIC;ERKIN;DURMAZ;BIGLIA;MUSA;BORINI;KARAMOH;PESIC
Fatih Karagumruk vs. Galatasaray - Sunday November 7 - 2021,Galatasaray,easy,4-3-3,MUSLERA;YEDLIN;NELSSON;MARCAO;BAYRAM;CICALDAU;KUTLU;KILINC;AKTURKOGLU;DERVISOGLU;BABEL
Giresunspor vs. Alanyaspor - Sunday January 23 - 2022,Giresunspor,hard,4-2-3-1,KOCUK;BILAZER;DIARRA;PEREZ;BEHICH;YAVRU;FLAVIO;SULEYMANOV;DIABATE;BALDE;NAYIR
Giresunspor vs. Alanyaspor - Sunday January 23 - 2022,Alanyaspor,hard,4-1-4-1,MARAFONA;JUANFRAN;BAYIR;AKSOY;BORJA;NOVAIS;KARACA;AKBABA;BEKIROGLU;PEREIRA;EDUARDO
Hatayspor vs. Konyaspor - Wednesday December 22 - 2021,Hatayspor,hard,4-2-3-1,MUNIR;POPOV;OKSUZ;KURUCUK;ADEKUGBE;SACKEY;RIBEIRO;BAS;MERT;KAABI;DIOUF
Hatayspor vs. Konyaspor - Wednesday December 22 - 2021,Konyaspor,hard,4-4-1-1,SEHIC;SKUBIC;CALIK;BARDAKCI;SITYA;GURLER;HADZIAHMETOVIC;M'POKU;BYTYQI;RAHMANOVIC;CIKALLESHI
Hatayspor vs. Galatasaray - Saturday November 11 - 2023,Hatayspor,hard,4-1-4-1,KARDESLER;ALICI;KILAMA;DEMIR;GHOULAM;MASSANGA;RIVAS;DELE-BASHIRU;BEYAZ;ZE;DADASOV
Hatayspor vs. Galatasaray - Saturday November 11 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BOEY;SANCHEZ;BARDAKCI;KARATAS;OLIVEIRA;TORREIRA;ZIYECH;AKTURKOGLU;ZAHA;ICARDI
Besiktas vs. Kayserispor - Sunday September 24 - 2023,Besiktas,easy,4-1-4-1,GUNOK;BULUT;BAILLY;COLLEY;MASUAKU;HADZIAHMETOVIC;GHEZZAL;UCAN;OXLADE-CHAMBERLAIN;TOSUN;ABOUBAKAR
Besiktas vs. Kayserispor - Sunday September 24 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;UZODIMMA;ATTAMAH;JEANVIER;CAROLE;ACKAH;SAZDAGI;YILMAZ;CIVELEK;MANE;THIAM
Trabzonspor vs. Kasimpasa - Monday October 10 - 2022,Trabzonspor,easy,4-3-3,CAKIR;LARSEN;BARTRA;HUGO;ELMALI;BAKASETAS;SIOPIS;HAMSIK;YAZICI;GOMEZ;TREZEGUET
Trabzonspor vs. Kasimpasa - Monday October 10 - 2022,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADERGJONAJ;BRUMA;CIFTPINAR;OUANNES;TIRPAN;FALL;HAJRADINOVIC;EYSSERIC;CELINA;BAHOKEN
Adana Demirspor vs. Altay - Sunday April 10 - 2022,Adana Demirspor,hard,4-2-3-1,MURIC;SVENSSON;AKAYDIN;SANUC;RASSOUL;INLER;STAMBOULI;AKGUN;BELHANDA;AKINTOLA;ASSOMBALONGA
Adana Demirspor vs. Altay - Sunday April 10 - 2022,Altay,hard,5-4-1,LIS;KARAYEL;THIAM;BJORKANDER;NADERI;KARATAS;ERDOGAN;GULSELAM;POKO;RODRIGUEZ;BAMBA
Hatayspor vs. Altay - Saturday April 30 - 2022,Hatayspor,hard,4-2-3-1,MUNIR;BAS;SACKEY;OKSUZ;ADEKUGBE;ERGUN;BOUDJEMAA;KAABI;SAINT-LOUIS;RIBEIRO;DIOUF
Hatayspor vs. Altay - Saturday April 30 - 2022,Altay,hard,3-5-2,LIS;THIAM;BJORKANDER;OZTURK;KARAYEL;YILDIRIM;GULSELAM;THACIANO;KARATAS;POKO;KAPPEL
Pendikspor vs. Istanbul Basaksehir - Sunday April 14 - 2024,Pendikspor,hard,4-2-3-1,CANPOLAT;KAYA;OZTURK;WELINTON;SEQUEIRA;NDIAYE;LUSAMBA;AKBUNAR;MIDTSJO;THIAM;NAYIR
Pendikspor vs. Istanbul Basaksehir - Sunday April 14 - 2024,Basaksehir,easy,4-2-3-1,SENGEZER;SAHINER;DUARTE;OPOKU;DUBOIS;OZCAN;KEMEN;TURUC;PELKAS;PEREIRA;FIGUEIREDO
Hatayspor vs. Adana Demirspor - Sunday September 3 - 2023,Hatayspor,hard,4-2-3-1,KARDESLER;COREKCI;KILAMA;BEKAROGLU;AKSOY;SAGLAM;ABURJANIA;BEYAZ;DELE-BASHIRU;FERNANDES;STRANDBERG
Hatayspor vs. Adana Demirspor - Sunday September 3 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;SVENSSON;GRAVILLON;GULER;RODRIGUES;AKBABA;STAMBOULI;SARI;BELHANDA;AKINTOLA;NDIAYE
Adana Demirspor vs. Hatayspor - Sunday November 7 - 2021,Adana Demirspor,hard,4-2-3-1,MURIC;SVENSSON;AKAYDIN;DELI;RASSOUL;KURT;STAMBOULI;AKGUN;VARGAS;AKINTOLA;BALOTELLI
Adana Demirspor vs. Hatayspor - Sunday November 7 - 2021,Hatayspor,hard,4-3-3,MUNIR;COREKCI;KURUCUK;OKSUZ;ADEKUGBE;TRAORE;RIBEIRO;BOUDJEMAA;LOBZHANIDZE;DIOUF;KAABI
Antalyaspor vs. Trabzonspor - Saturday August 20 - 2022,Antalyaspor,hard,4-2-3-1,BOFFIN;BALCI;SARI;KUDRYASHOV;VURAL;FERNANDO;FREDY;NDAO;ADRIANO;LARSSON;WRIGHT
Antalyaspor vs. Trabzonspor - Saturday August 20 - 2022,Trabzonspor,easy,4-1-4-1,CAKIR;LARSEN;DENSWIL;HUGO;ELMALI;HASPOLAT;DJANINY;TOKOZ;BAKASETAS;TREZEGUET;CORNELIUS
Antalyaspor vs. Kayserispor - Sunday April 24 - 2022,Antalyaspor,hard,4-2-3-1,BOFFIN;FLORANUS;NALDO;KUDRYASHOV;VURAL;OZMERT;FERNANDO;NDAO;ADRIANO;SINIK;WRIGHT
Antalyaspor vs. Kayserispor - Sunday April 24 - 2022,Kayserispor,hard,4-2-3-1,JR.;BULUT;HOSSEINI;CETIN;CAROLE;ATTAMAH;KEMEN;CIVELEK;BERTOLACCI;THIAM;GAVRANOVIC
Fenerbahce vs. Sivasspor - Sunday September 12 - 2021,Fenerbahce,easy,3-4-3,BAYINDIR;TISSERAND;MIN-JAE;AZIZ;OSAYI-SAMUEL;GUSTAVO;ZAJC;GUMUSKAYA;OZIL;ROSSI;BERISHA
Fenerbahce vs. Sivasspor - Sunday September 12 - 2021,Sivasspor,hard,4-2-3-1,YILDIRIM;OGUZ;GOUTAS;OSMANPASA;CIFTCI;COFIE;ARSLAN;HENRIQUE;FAJR;GRADEL;YATABARE
Rizespor vs. Konyaspor - Saturday April 9 - 2022,Rizespor,hard,4-2-3-1,AKKAN;GONUL;PONCK;HOLMEN;ALBAYRAK;BAIANO;FERNANDES;BOYD;SABO;BOLASIE;CISSE
Rizespor vs. Konyaspor - Saturday April 9 - 2022,Konyaspor,hard,4-2-3-1,SEHIC;SKUBIC;DEMIRBAG;BARDAKCI;SITYA;ULGUN;HADZIAHMETOVIC;AMILTON;CEKICI;BYTYQI;CIKALLESHI
Alanyaspor vs. Ankaragucu - Tuesday January 9 - 2024,Alanyaspor,hard,4-2-3-1,TASKIRAN;HADERGJONAJ;LIMA;ALITI;BALKOVEC;RICHARD;FER;AYDIN;JANVIER;OZDEMIR;KARACA
Alanyaspor vs. Ankaragucu - Tuesday January 9 - 2024,Ankaragucu,hard,4-2-3-1,GUNGORDU;KITSIOU;RADAKOVIC;MUJAKIC;HANOUSEK;GUNEREN;MOREIRA;MORUTAN;BEKIROGLU;CHATZIGIOVANNIS;MACHEDA
Hatayspor vs. Istanbul Basaksehir - Monday November 7 - 2022,Hatayspor,hard,4-2-3-1,KARDESLER;COREKCI;VRANJES;OKSUZ;ADEKUGBE;ERGUN;AABID;KAABI;RIBEIRO;KANAK;YILDIRIM
Hatayspor vs. Istanbul Basaksehir - Monday November 7 - 2022,Basaksehir,easy,4-1-4-1,BABACAN;SAHINER;DUARTE;TOUBA;KALDIRIM;NDAYISHIMIYE;TURUC;ALEKSIC;OZCAN;CHOUIAR;OKAKA
Alanyaspor vs. Konyaspor - Tuesday May 16 - 2023,Alanyaspor,hard,4-2-3-1,RUNARSSON;PEREIRA;BAYIR;FEDDAL;BALKOVEC;LUSAMBA;GUNES;CANDEIAS;KARACA;AYDIN;KOULOURIS
Alanyaspor vs. Konyaspor - Tuesday May 16 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;KARAYEL;DEMIRBAG;CALVO;SITYA;DIKMEN;BOUCHALAKIS;MICHALAK;POZUELO;MORENO;MADATOV
Gaziantep FK vs. Goztepe - Saturday April 23 - 2022,Gaziantep FK,hard,3-5-2,GUVENC;DJILOBODJI;ERSOY;TOSCA;KITSIOU;SOYALP;VETRIH;MAXIM;SAGAL;CIHAN;DEMIR
Gaziantep FK vs. Goztepe - Saturday April 23 - 2022,Goztepe,hard,4-1-4-1,OZCIMEN;PALULI;ARSLANAGIC;DEMIRTAPA;EMIR;CANKAYA;AKBUNAR;KAYAN;TIJANIC;LOURENCY;SANTO
Adana Demirspor vs. Fatih Karagumruk - Monday March 4 - 2024,Adana Demirspor,hard,4-2-3-1,MAQOMEDOVIC;ATAL;GRAVILLON;GULER;MOHAMMADI;MICHUT;MAESTRO;ERDOGAN;AKBABA;MENDOZA;BALOTELLI
Adana Demirspor vs. Fatih Karagumruk - Monday March 4 - 2024,Fatih Karagumruk,hard,4-2-3-1,SIRIGU;SANGARE;BIRASCHI;DURSUN;MERCAN;FEGHOULI;KOURMPELIS;MOR;EYSSERIC;KELES;ALVES
Antalyaspor vs. Kayserispor - Saturday March 11 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;BALCI;SARI;UZUNHAN;VURAL;AKYOL;FERNANDO;NDAO;FREDY;LARSSON;WRIGHT
Antalyaspor vs. Kayserispor - Saturday March 11 - 2023,Kayserispor,hard,3-5-2,BAYAZIT;KOLOVETSIOS;KOCAMAN;UZODIMMA;SAZDAGI;KARIMI;CAMPANHARO;KEMEN;MANE;THIAM;CARDOSO
Konyaspor vs. Fenerbahce - Saturday October 30 - 2021,Konyaspor,hard,4-4-2,SEHIC;SKUBIC;CALIK;BARDAKCI;SITYA;GURLER;DIKMEN;ULGUN;BYTYQI;CIKALLESHI;CEKICI
Konyaspor vs. Fenerbahce - Saturday October 30 - 2021,Fenerbahce,easy,3-4-1-2,BAYINDIR;TISSERAND;MIN-JAE;SZALAI;SANGARE;ZAJC;GUSTAVO;KADIOGLU;PELKAS;ROSSI;VALENCIA
Ankaragucu vs. Hatayspor - Sunday October 30 - 2022,Ankaragucu,hard,4-2-3-1,AKKAN;MALCUIT;RADAKOVIC;MUJAKIC;GURELER;ANTALYALI;CIGERCI;BERIDZE;MOREIRA;JESE;SOWE
Ankaragucu vs. Hatayspor - Sunday October 30 - 2022,Hatayspor,hard,4-3-3,KARDESLER;ALICI;VRANJES;OKSUZ;ADEKUGBE;BOUDJEMAA;ERGUN;AABID;KAABI;LUIS;LOBZHANIDZE
Adana Demirspor vs. Ankaragucu - Saturday January 14 - 2023,Adana Demirspor,hard,3-4-3,OZBIR;MANEV;STAMBOULI;GULER;SVENSSON;INLER;NDIAYE;AKINTOLA;AKBABA;BJARNASON;ONYEKURU
Adana Demirspor vs. Ankaragucu - Saturday January 14 - 2023,Ankaragucu,hard,4-1-4-1,GUNGORDU;MALCUIT;RADAKOVIC;MUJAKIC;MARLON;DIACK;KILINC;ANTALYALI;CIGERCI;BERIDZE;SOWE
Umraniyespor vs. Sivasspor - Sunday May 7 - 2023,Umraniyespor,hard,4-4-2,OZDEMIR;GHEORGHE;GLUMAC;EPUREANU;AYIK;GERALDO;SACKEY;GOKSU;SEKIDIKA;NAYIR;KAYODE
Umraniyespor vs. Sivasspor - Sunday May 7 - 2023,Sivasspor,hard,4-3-3,YILDIRIM;PALULI;GOUTAS;OSMANPASA;CIFTCI;CHARISIS;ULVESTAD;SAIZ;YESILYURT;YATABARE;GRADEL
Gaziantep FK vs. Antalyaspor - Saturday October 21 - 2023,Gaziantep FK,hard,5-4-1,NITA;ESKIHELLAC;KIZILDAG;NKOULOU;DJILOBODJI;MORAIS;MARKOVIC;SOYALP;JEVTOVIC;MAXIM;DRAGUS
Gaziantep FK vs. Antalyaspor - Saturday October 21 - 2023,Antalyaspor,hard,3-4-3,LEITE;SARI;OZTURK;TOPRAK;BALCI;SARIC;RAKIP;YESILYURT;STREEK;LARSSON;BUKSA
Istanbul Basaksehir vs. Galatasaray - Saturday September 23 - 2023,Basaksehir,easy,4-1-4-1,BABACAN;DUBOIS;DUARTE;BA;LIMA;KARZEV;GURLER;ALEKSIC;OZCAN;DENNIS;PIATEK
Istanbul Basaksehir vs. Galatasaray - Saturday September 23 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BOEY;SANCHEZ;BARDAKCI;KARATAS;OLIVEIRA;TORREIRA;TETE;ZIYECH;YILMAZ;ICARDI
Sivasspor vs. Altay - Sunday March 20 - 2022,Sivasspor,hard,4-3-3,VURAL;OGUZ;GOUTAS;OSMANPASA;ERDAL;ARSLAN;ULVESTAD;FAJR;YILMAZ;KAYODE;GRADEL
Sivasspor vs. Altay - Sunday March 20 - 2022,Altay,hard,4-1-4-1,LIS;KARAYEL;OZTURK;AKCA;NADERI;THACIANO;KAPPEL;POKO;PINARES;RODRIGUEZ;PAIXAO
Kasimpasa vs. Istanbul Basaksehir - Saturday April 30 - 2022,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADERGJONAJ;DONK;BRECKA;ELMALI;HASPOLAT;FALL;HAJRADINOVIC;EYSSERIC;MABIL;MULEKA
Kasimpasa vs. Istanbul Basaksehir - Saturday April 30 - 2022,Basaksehir,easy,4-2-3-1,BABACAN;CAICARA;DUARTE;EPUREANU;LIMA;TEKDEMIR;CIGERCI;TURUC;OZCAN;TREZEGUET;GULBRANDSEN
Istanbul Basaksehir vs. Kasimpasa - Monday August 8 - 2022,Basaksehir,easy,4-3-3,BABACAN;CAICARA;DUARTE;EPUREANU;LIMA;ALEKSIC;NDAYISHIMIYE;TEKDEMIR;GURLER;SZYSZ;CHOUIAR
Istanbul Basaksehir vs. Kasimpasa - Monday August 8 - 2022,Kasimpasa,hard,4-1-4-1,TASKIRAN;HADERGJONAJ;BRUMA;YEMISCI;PETRETTA;KARA;FALL;HAJRADINOVIC;EYSSERIC;OUANNES;BAHOKEN
Kayserispor vs. Antalyaspor - Sunday December 5 - 2021,Kayserispor,hard,4-1-4-1,JR.;BULUT;HOSSEINI;KOLOVETSIOS;CAROLE;CAMPANHARO;BASSAN;AKDAG;KEMEN;THIAM;GAVRANOVIC
Kayserispor vs. Antalyaspor - Sunday December 5 - 2021,Antalyaspor,hard,3-4-3,BOFFIN;SARI;OZTURK;KUDRYASHOV;BALCI;POLI;FREDY;VURAL;AMILTON;SINIK;MUKAIRU
Ankaragucu vs. Gaziantep FK - Saturday April 13 - 2024,Ankaragucu,hard,4-2-3-1,GUNGORDU;KITSIOU;RADAKOVIC;MUJAKIC;KARATAS;GUNEREN;CIGERCI;MORUTAN;BEKIROGLU;BASSOGOG;SOWE
Ankaragucu vs. Gaziantep FK - Saturday April 13 - 2024,Gaziantep FK,hard,4-1-4-1,NITA;SORESCU;KIZILDAG;NKOULOU;M'BAKATA;JEVTOVIC;ESKIHELLAC;OZCICEK;MAXIM;GRADEL;DRAGUS
Galatasaray vs. Rizespor - Friday March 8 - 2024,Galatasaray,easy,4-2-3-1,MUSLERA;AYHAN;NELSSON;KUTLU;KOHN;TORREIRA;DEMIRBAY;YILMAZ;MERTENS;AKTURKOGLU;ICARDI
Galatasaray vs. Rizespor - Friday March 8 - 2024,Rizespor,hard,4-2-3-1,AKKAN;SAHIN;ALIQULOV;TOPCU;NIELSEN;SARIKAYA;SHELVEY;OLAWOYIN;VARESANOVIC;AKINTOLA;MINCHEV
Altay vs. Hatayspor - Friday December 10 - 2021,Altay,hard,4-2-3-1,LIS;UNLU;OZTURK;AKCA;NADERI;GULSELAM;THIAM;KAPPEL;PINARES;RODRIGUEZ;BAMBA
Altay vs. Hatayspor - Friday December 10 - 2021,Hatayspor,hard,3-4-3,MUNIR;KURUCUK;OKSUZ;FALETTE;COREKCI;SACKEY;RIBEIRO;ADEKUGBE;SAINT-LOUIS;KAMARA;DIOUF
Kasimpasa vs. Konyaspor - Sunday April 23 - 2023,Kasimpasa,hard,4-2-3-1,GUVENC;FABIANO;DONK;SERBEST;OUANNES;TIRPAN;KARA;ESKIHELLAC;EYSSERIC;FALL;BAHOKEN
Kasimpasa vs. Konyaspor - Sunday April 23 - 2023,Konyaspor,hard,4-4-2,SEHIC;OGUZ;YAZGILI;CALVO;SITYA;MURIC;DIKMEN;BOUCHALAKIS;MORENO;DIOUF;POZUELO
Alanyaspor vs. Yeni Malatyaspor - Sunday May 1 - 2022,Alanyaspor,hard,4-1-4-1,KARAGOZ;JUANFRAN;BAYIR;MILUNOVIC;BORJA;NOVAIS;CANDEIAS;AKBABA;BEKIROGLU;AYDIN;EDUARDO
Alanyaspor vs. Yeni Malatyaspor - Sunday May 1 - 2022,Yeni Malatyaspor,hard,4-3-3,DAMLU;OZER;BASDAS;AWUKU;YAMAN;NSHIMIRIMANA;ULAS;CAGIRAN;DICKO;TETTEH;ALTINTAS
Alanyaspor vs. Ankaragucu - Friday September 9 - 2022,Alanyaspor,hard,4-2-3-1,RUNARSSON;PEREIRA;AKSOY;BAYIR;BALKOVEC;GUNES;DOUMBIA;KARACA;BEKIROGLU;AYDIN;EDUARDO
Alanyaspor vs. Ankaragucu - Friday September 9 - 2022,Ankaragucu,hard,4-2-3-1,GUNGORDU;CEYLAN;CANKAYA;MUJAKIC;GURELER;ANTALYALI;CIGERCI;ARIYIBI;MOREIRA;BERIDZE;SOWE
Hatayspor vs. Trabzonspor - Saturday January 28 - 2023,Hatayspor,hard,4-3-2-1,KARDESLER;COREKCI;BEKAROGLU;YILMAZ;ADEKUGBE;BOUDJEMAA;CAGIRAN;ERGUN;LOBZHANIDZE;KANAK;YILDIRIM
Hatayspor vs. Trabzonspor - Saturday January 28 - 2023,Trabzonspor,easy,4-1-4-1,CAKIR;PERES;BARTRA;HUGO;ELMALI;SIOPIS;BAKASETAS;YAZICI;BARDHI;DJANINY;GOMEZ
Adana Demirspor vs. Trabzonspor - Monday September 12 - 2022,Adana Demirspor,hard,4-2-3-1,OZBIR;SVENSSON;AKAYDIN;RAKITSKIY;RODRIGUES;NDIAYE;STAMBOULI;SARI;AKBABA;ONYEKURU;BELHANDA
Adana Demirspor vs. Trabzonspor - Monday September 12 - 2022,Trabzonspor,easy,4-2-3-1,CAKIR;LARSEN;BARTRA;HUGO;ELMALI;BAKASETAS;GBAMIN;TREZEGUET;BOZOK;BARDHI;GOMEZ
Umraniyespor vs. Antalyaspor - Sunday August 14 - 2022,Umraniyespor,hard,4-1-4-1,KIRINTILI;GOKSU;SANTOS;GLUMAC;LENJANI;GURBULAK;GERALDO;MRSIC;AVOUNOU;AYIK;BETTAIEB
Umraniyespor vs. Antalyaspor - Sunday August 14 - 2022,Antalyaspor,hard,4-2-3-1,BOFFIN;BALCI;TOPRAK;KUDRYASHOV;VURAL;FERNANDO;AYDOGDU;NDAO;ADRIANO;GHACHA;WRIGHT
Istanbulspor vs. Konyaspor - Sunday January 14 - 2024,Istanbulspor,hard,4-3-3,ARDA;ERDOGAN;YESIL;DELI;TEMEL;SARIKAYA;VOROBJOVAS;LOSHAJ;NDAO;ETHEMI;JACKSON
Istanbulspor vs. Konyaspor - Sunday January 14 - 2024,Konyaspor,hard,4-2-3-1,ERTAS;OGUZ;MERT;YAZGILI;SITYA;DIKMEN;NZONZI;PRIP;ULGUN;MORENO;CIKALLESHI
Alanyaspor vs. Rizespor - Sunday April 3 - 2022,Alanyaspor,hard,4-3-3,MARAFONA;JUANFRAN;BAYIR;AKSOY;BORJA;AKBABA;NOVAIS;BEKIROGLU;KARACA;CANDEIAS;BINGOL
Alanyaspor vs. Rizespor - Sunday April 3 - 2022,Rizespor,hard,4-2-3-1,AKKAN;GONUL;HOLMEN;PONCK;SERTEL;PHIRI;FERNANDES;BOYD;SABO;POTUK;POHJANPALO
Konyaspor vs. Galatasaray - Sunday May 26 - 2024,Konyaspor,hard,4-2-3-1,SLOWIK;YAZGILI;DEMIRBAG;HADEBE;SITYA;DIKMEN;NZONZI;NDAO;ULGUN;ETHEMI;CIKALLESHI
Konyaspor vs. Galatasaray - Sunday May 26 - 2024,Galatasaray,easy,4-2-3-1,MUSLERA;AYHAN;SANCHEZ;BARDAKCI;KOHN;TORREIRA;KUTLU;YILMAZ;MERTENS;AKTURKOGLU;ICARDI
Yeni Malatyaspor vs. Rizespor - Sunday May 8 - 2022,Yeni Malatyaspor,hard,4-3-3,DAMLU;SARIKAYA;BASDAS;CAMPI;AWUKU;CAGIRAN;NSHIMIRIMANA;MUJDE;OSMAN;TETTEH;ALTINTAS
Yeni Malatyaspor vs. Rizespor - Sunday May 8 - 2022,Rizespor,hard,4-2-3-1,AKKAN;GONUL;PONCK;TOPCU;ALBAYRAK;PHIRI;SABO;SARI;HUMMET;UMAR;CISSE
Alanyaspor vs. Gaziantep FK - Saturday October 29 - 2022,Alanyaspor,hard,4-3-3,RUNARSSON;PEREIRA;BAYIR;AKSOY;BALKOVEC;DOUMBIA;FER;GUNES;KARACA;KOKA;FERHAT
Alanyaspor vs. Gaziantep FK - Saturday October 29 - 2022,Gaziantep FK,hard,3-4-3,GUVENC;KIZILDAG;DJILOBODJI;TOSCA;ARTAN;SOYALP;JEVTOVIC;SAGAL;MARKOVIC;MAXIM;FIGUEIREDO
Umraniyespor vs. Kayserispor - Sunday October 9 - 2022,Umraniyespor,hard,4-1-4-1,OZDEMIR;GOKSU;SANTOS;GLUMAC;LENJANI;SACKEY;GERALDO;YILMAZ;AVOUNOU;AYIK;NAYIR
Umraniyespor vs. Kayserispor - Sunday October 9 - 2022,Kayserispor,hard,4-1-4-1,BAYAZIT;BULUT;HOSSEINI;KOLOVETSIOS;CAROLE;CAMPANHARO;CIVELEK;KEMEN;MENSAH;CARDOSO;GAVRANOVIC
Istanbulspor vs. Ankaragucu - Saturday October 8 - 2022,Istanbulspor,hard,3-4-3,JENSEN;ERDOGAN;YESIL;MEHREMIC;BERBER;RROCA;SARIKAYA;AKSU;TOPALLI;ETHEMI;YILMAZ
Istanbulspor vs. Ankaragucu - Saturday October 8 - 2022,Ankaragucu,hard,4-1-4-1,AKKAN;CEYLAN;RADAKOVIC;MUJAKIC;GURELER;CIGERCI;KILINC;ANTALYALI;MOREIRA;BERIDZE;SOWE
Samsunspor vs. Ankaragucu - Sunday March 10 - 2024,Samsunspor,hard,4-2-3-1,KOCUK;YAVRU;SATKA;OZTURK;GONUL;CELIK;TAIT;HOLSE;NTCHAM;MUJA;KARA
Samsunspor vs. Ankaragucu - Sunday March 10 - 2024,Ankaragucu,hard,4-1-4-1,GUNGORDU;KITSIOU;RADAKOVIC;CETIN;MUJAKIC;CIGERCI;BASSOGOG;SAPONARA;MOREIRA;CHATZIGIOVANNIS;MACHEDA
Kayserispor vs. Alanyaspor - Saturday May 20 - 2023,Kayserispor,hard,3-4-3,GONEN;ATTAMAH;HOSSEINI;KOLOVETSIOS;BASSAN;KEMEN;UZODIMMA;CIVELEK;CARDOSO;MANE;THIAM
Kayserispor vs. Alanyaspor - Saturday May 20 - 2023,Alanyaspor,hard,3-4-3,RUNARSSON;AKSOY;BAYIR;FEDDAL;CANDEIAS;FER;DOUMBIA;OZDEMIR;KARACA;AYDIN;YARDIMCI
Adana Demirspor vs. Hatayspor - Saturday January 27 - 2024,Adana Demirspor,hard,4-2-3-1,MAQOMEDOVIC;COKCALIS;GULER;GRAVILLON;DURSUN;STAMBOULI;MICHUT;AKINTOLA;AKBABA;ERDOGAN;NANI
