game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_substitutions,source_match_id
Galatasaray vs. Trabzonspor - Saturday August 19 - 2023,Trabzonspor,easy,4-1-4-1,CAKIR;ELMALI;DENSWIL;BENKOVIC;STRYGER;KOURBELIS;TREZEGUET;BARDHI;BAKASETAS;OMUR;BOZOK,1;18;24;32;19;21;27;8;11;10;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;1;0;0;0,0;0;1;0;0;1;1;0;0;1;0,4126786
Hatayspor vs. Kasimpasa - Saturday August 19 - 2023,Hatayspor,hard,4-3-3,KARDESLER;AKSOY;BEKAROGLU;KILAMA;COREKCI;DELE-BASHIRU;ABURJANIA;SAGLAM;STRANDBERG;YILDIRIM;FERNANDES,1;57;86;3;2;17;29;5;10;99;77,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;1,4126784
Hatayspor vs. Kasimpasa - Saturday August 19 - 2023,Kasimpasa,hard,4-2-3-1,GIANNIOTIS;AKSU;OZCAN;OMERUO;WINCK;GUL;KARA;GOMIS;HAJRADINOVIC;BEN OUANES;FALL,1;3;58;4;2;6;35;97;10;12;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,4126784
Rizespor vs. Alanyaspor - Saturday August 19 - 2023,Alanyaspor,hard,4-3-3,TASKIRAN;OZDEMIR;ALITI;BAYIR;AUGUSTO;JANVIER;RICHARD;NOVAIS;CARLOS EDUARDO;ANDERSON SILVA;KARACA,1;88;5;4;27;17;25;10;28;33;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;1;0;0;0;0,0;0;0;0;1;1;0;1;0;1;0,4126793
Rizespor vs. Alanyaspor - Saturday August 19 - 2023,Rizespor,hard,4-2-3-1,AKKAN;PEHLIVAN;YASAR;TOPCU;SAHIN;PALA;OLAWOYIN;KESER;VARESANOVIC;ZEQIRI;JOHN MARY,23;3;16;53;37;54;10;7;8;77;12,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,4126793
Basaksehir vs. Fatih Karagumruk - Sunday August 20 - 2023,Basaksehir,hard,4-2-3-1,SENGEZER;LIMA;DUARTE;IE;OZBAYRAKLI;KARZEV;OZCAN;PELKAS;ALEKSIC;GURLER;PIATEK,16;60;5;32;2;72;10;14;8;7;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,0;0;0;0;1;1;0;1;1;0;0,4126789
Basaksehir vs. Fatih Karagumruk - Sunday August 20 - 2023,Fatih Karagumruk,hard,4-3-3,DITURO;MERCAN;DRESEVIC;CECCHERINI;VESELI;UGUR;FEGHOULI;ROHDEN;MENDES;LASAGNA;KELES,1;18;5;26;3;77;8;6;20;15;7,0;0;0;0;0;1;0;0;1;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;1;0;1;1;1;1,4126789
Besiktas vs. Pendikspor - Sunday August 20 - 2023,Besiktas,easy,4-3-3,GUNOK;MASUAKU;COLLEY;AMARTEY;ROSIER;HADZIAHMETOVIC;FERNANDES;UCAN;MULEKA;ABOUBAKAR;BULUT,34;26;6;12;24;19;83;8;40;10;4,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;1,0;0;0;0;1;1;0;1;1;1;0,4126791
Besiktas vs. Pendikspor - Sunday August 20 - 2023,Pendikspor,hard,4-1-4-1,CANPOLAT;SEQUEIRA;RASSOUL;WELINTON;ASAN;AKDAG;AKBUNAR;KAYA;VUKOVIC;DIABY;EZE,1;6;14;23;61;24;11;58;4;21;90,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;0;0;0;1;0;0,0;0;0;0;0;1;1;1;0;1;1,4126791
Gaziantep FK vs. Sivasspor - Sunday August 20 - 2023,Gaziantep FK,hard,4-3-3,SEN;KHACEF;DJILOBODJI;KIZILDAG;M'BAKATA;STANKOVSKI;JEVTOVIC;SOYALP;ESKIHELLAC;GRADEL;MARKOVIC,19;24;3;4;22;80;8;5;11;10;50,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;1;1;1;0;1;1;0;0;0;0,0;0;0;0;0;1;0;1;0;1;1,4126788
Gaziantep FK vs. Sivasspor - Sunday August 20 - 2023,Sivasspor,hard,4-3-3,VURAL;CIFTCI;CAMARA;OSMANPASA;OKUMUS;SAIZ;KONAK;CHARISIS;RODRIGUES;N'JIE;BASSAN,35;3;14;88;23;24;72;8;11;10;17,0;0;0;1;0;1;0;0;1;0;0,0;0;0;0;1;0;0;0;0;1;1,0;0;0;1;0;0;0;1;1;0;0,0;0;0;0;1;1;1;0;0;1;1,4126788
Ankaragucu vs. Adana Demirspor - Monday August 21 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;RODRIGUES;GULER;GRAVILLON;SVENSSON;STAMBOULI;TOKOZ;ERDOGAN;AKBABA;AKINTOLA;NIANG,25;77;4;5;22;90;26;32;8;11;9,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;1,4126792
Ankaragucu vs. Adana Demirspor - Monday August 21 - 2023,Ankaragucu,hard,4-1-4-1,GIKIEWICZ;MUJAKIC;CETIN;RADAKOVIC;BILAZER;CIGERCI;CEPHAS;BEKIROGLU;DJOKANOVIC;KITSIOU;SOWE,1;18;45;26;77;30;29;10;16;70;22,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;1;0;0;0;1;1;1;0;1,4126792
Samsunspor vs. Fenerbahce - Monday August 21 - 2023,Fenerbahce,easy,4-3-3,EGRIBAYAT;OOSTERWOLDE;DJIKU;AZIZ;KADIOGLU;YANDAS;YUKSEK;FRED;TADIC;DZEKO;UNDER,70;24;6;4;7;8;80;35;10;9;20,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;1;0;1;0;1;1,4126787
Samsunspor vs. Fenerbahce - Monday August 21 - 2023,Samsunspor,hard,3-1-4-2,KOCUK;OZTURK;RICK VAN DRONGELEN;YAVRU;ANTALYALI;BOLA;NTCHAM;KILINC;SCHINDLER;LAURA;FOFANA,1;5;4;18;48;16;10;11;17;27;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;1;0;0;1,4126787
Konyaspor vs. Gaziantep FK - Friday August 25 - 2023,Gaziantep FK,hard,4-1-4-1,SEN;KHACEF;DJILOBODJI;ERSOY;M'BAKATA;JEVTOVIC;MAXIM;SOYALP;BIKEL;ESKIHELLAC;RIASCOS,19;24;3;15;22;8;44;5;12;11;94,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;1;0;0;1;1;1;0,4126820
Konyaspor vs. Gaziantep FK - Friday August 25 - 2023,Konyaspor,hard,4-2-3-1,BERNARDONI;GUILHERME;CALVO;YAZGILI;OGUZ;PAZ;DIKMEN;MORENO;CICALDAU;PRIP;CIKALLESHI,61;12;15;5;22;23;6;70;8;11;17,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;1;1,4126820
Kasimpasa vs. Pendikspor - Saturday August 26 - 2023,Kasimpasa,hard,4-2-3-1,GIANNIOTIS;AKSU;OZCAN;OMERUO;WINCK;GUL;KARA;GOMIS;HAJRADINOVIC;BEN OUANES;FALL,1;3;58;4;2;6;35;97;10;12;7,0;0;0;0;1;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;0;0,1;0;0;0;0;0;1;0;1;0;0,0;1;0;0;0;1;0;1;0;0;0,4126813
Kasimpasa vs. Pendikspor - Saturday August 26 - 2023,Pendikspor,hard,4-2-3-1,CANPOLAT;SEQUEIRA;RASSOUL;WELINTON;ASAN;LUSAMBA;VUKOVIC;AKBUNAR;ROMERO;THURAM;EZE,1;6;14;23;61;66;4;11;10;34;90,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;2;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;1,4126813
Sivasspor vs. Antalyaspor - Saturday August 26 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;VURAL;TOPRAK;SARI;BALCI;FREDY;KALUZINSKI;BYTYQI;LARSSON;YESILYURT;ASSOMBALONGA,1;11;21;89;7;16;18;77;10;17;97,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;1;1;0;1;1,4126819
Sivasspor vs. Antalyaspor - Saturday August 26 - 2023,Sivasspor,hard,4-3-3,VURAL;CIFTCI;OSMANPASA;APPINDANGOYE;PALULI;SAIZ;KONAK;CHARISIS;RODRIGUES;N'JIE;BASSAN,35;3;88;4;99;24;72;8;11;10;17,0;0;0;0;0;0;0;0;1;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;0,0;0;0;0;0;1;1;0;1;0;1,4126819
Trabzonspor vs. Rizespor - Saturday August 26 - 2023,Rizespor,hard,4-2-3-1,AKKAN;PEHLIVAN;TOPCU;MOCSI;SAHIN;PALA;OLAWOYIN;ZEQIRI;VARESANOVIC;SAUER;KESER,23;3;53;4;37;54;10;77;8;11;7,0;0;0;1;0;0;0;0;0;0;2,0;1;1;0;0;0;0;1;0;1;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,4126817
Trabzonspor vs. Rizespor - Saturday August 26 - 2023,Trabzonspor,easy,4-3-3,CAKIR;ELMALI;BANIYA;BENKOVIC;STRYGER;BARDHI;KOURBELIS;BAKASETAS;VISCA;BOZOK;TEKLIC,1;18;2;32;19;8;21;11;7;9;91,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;1;0;1;1;1,4126817
Alanyaspor vs. Hatayspor - Sunday August 27 - 2023,Alanyaspor,hard,4-3-3,TASKIRAN;OZDEMIR;ALITI;BAYIR;AUGUSTO;NOVAIS;RICHARD;JANVIER;BINGOL;CARLOS EDUARDO;KARACA,1;88;5;4;27;10;25;17;75;28;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;1;1;0,4126814
Alanyaspor vs. Hatayspor - Sunday August 27 - 2023,Hatayspor,hard,4-3-3,KARDESLER;AKSOY;BEKAROGLU;KILAMA;COREKCI;SAGLAM;ABURJANIA;HODZIC;DELE-BASHIRU;YILDIRIM;STRANDBERG,1;57;86;3;2;5;29;18;17;99;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;0;1;1;1;0;1;1,4126814
Fatih Karagumruk vs. Ankaragucu - Sunday August 27 - 2023,Ankaragucu,hard,4-2-3-1,GIKIEWICZ;MUJAKIC;CETIN;RADAKOVIC;BILAZER;CIGERCI;DJOKANOVIC;CEPHAS;BEKIROGLU;MORUTAN;SOWE,1;18;45;26;77;30;16;29;10;80;22,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;1;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;1;1;0;0;1,4126816
Fatih Karagumruk vs. Ankaragucu - Sunday August 27 - 2023,Fatih Karagumruk,hard,4-2-3-1,DITURO;MERCAN;DRESEVIC;CECCHERINI;VESELI;FEGHOULI;UGUR;MENDES;ROHDEN;KELES;LASAGNA,1;18;5;26;3;8;77;20;6;7;15,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,0;0;0;1;0;1;1;1;0;1;0,4126816
Kayserispor vs. Samsunspor - Sunday August 27 - 2023,Kayserispor,hard,4-1-4-1,BAYAZIT;CAROLE;ATTAMAH;KOLOVETSIOS;UZODIMMA;ACKAH;THIAM;CARDOSO;KARIMI;CIVELEK;SAZDAGI,25;23;3;4;17;89;9;7;6;28;11,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;1;0;1;1,4126811
Kayserispor vs. Samsunspor - Sunday August 27 - 2023,Samsunspor,hard,3-1-4-2,KOCUK;OZTURK;RICK VAN DRONGELEN;YAVRU;ANTALYALI;BOLA;NTCHAM;KILINC;SCHINDLER;MOUANDILMADJI;FOFANA,1;5;4;18;48;16;10;11;17;9;7,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;1;0;0;1;0,4126811
Kasimpasa vs. Trabzonspor - Friday September 1 - 2023,Kasimpasa,hard,4-2-3-1,GIANNIOTIS;AKSU;OZCAN;OMERUO;WINCK;GUL;KARA;CETINKAYA;HAJRADINOVIC;BEN OUANES;FALL,1;3;58;4;2;6;35;11;10;12;7,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,0;1;0;0;0;1;0;1;0;1;0,4126823
Kasimpasa vs. Trabzonspor - Friday September 1 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;STRYGER;BANIYA;BENKOVIC;AYDIN;HASPOLAT;BAKASETAS;BARDHI;OMUR;VISCA;DESTAN,1;19;2;32;50;34;11;8;10;7;94,0;0;0;1;0;0;0;2;0;0;1,0;0;0;0;0;0;0;0;2;1;0,1;0;0;0;1;1;0;0;0;0;0,0;0;0;0;0;1;0;1;1;1;1,4126823
Rizespor vs. Fatih Karagumruk - Friday September 1 - 2023,Fatih Karagumruk,hard,4-2-3-1,DITURO;MERCAN;DRESEVIC;CECCHERINI;VESELI;FEGHOULI;UGUR;MENDES;ROHDEN;KELES;LASAGNA,1;18;5;26;3;8;77;20;6;7;15,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;1;0;1;1;1;0;1;0,4126830
Rizespor vs. Fatih Karagumruk - Friday September 1 - 2023,Rizespor,hard,4-2-3-1,AKKAN;PEHLIVAN;TOPCU;MOCSI;SAHIN;PALA;OLAWOYIN;ZEQIRI;VARESANOVIC;SAUER;KESER,23;3;53;4;37;54;10;77;8;11;7,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;1;0;0;0;0;0,1;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;1;0,4126830
