game,team,difficulty,formation,lineup
Istanbulspor vs. Trabzonspor - Friday August 5 - 2022,Istanbulspor,hard,5-4-1,JENSEN;ERDOGAN;YESIL;AKSU;YASAR;BERBER;YAZGAN;KABASAKAL;TOPALLI;ABAZAJ;YILMAZ
Istanbulspor vs. Galatasaray - Tuesday May 16 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;KARATAS;DUBOIS;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Istanbulspor vs. Galatasaray - Tuesday May 16 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;YESIL;ERDOGAN;AKSU;DUHANEY;BA;ERGUN;SARIKAYA;RROCA;ETHEMI;EZE
Sivasspor vs. Kasimpasa - Tuesday May 16 - 2023,Kasimpasa,hard,4-2-3-1,GUVENC;DJILOBODJI;DONK;MALSA;KARA;HADERGJONAJ;EYSSERIC;BEN OUANES;CHOUIAR;FALL;KOITA
Sivasspor vs. Kasimpasa - Tuesday May 16 - 2023,Sivasspor,hard,4-1-4-1,YILDIRIM;CAMARA;GOUTAS;CIFTCI;OKUMUS;ULVESTAD;CHARISIS;SAIZ;GRADEL;N'JIE;CAICEDO
Ankaragucu vs. Antalyaspor - Wednesday May 17 - 2023,Ankaragucu,hard,3-4-2-1,AKKAN;MUJAKIC;CANKAYA;KIZILDAG;HANOUSEK;MALCUIT;DJOKANOVIC;ANTALYALI;ZAHID;KILINC;SOWE
Ankaragucu vs. Antalyaspor - Wednesday May 17 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;TOPRAK;SARI;FLORANUS;VURAL;RAKIP;FERNANDO;FREDY;LARSSON;SINIK;YILDIRIM
Basaksehir vs. Umraniyespor - Wednesday May 17 - 2023,Basaksehir,hard,4-1-4-1,SENGEZER;IE;LIMA;OZBAYRAKLI;SAHINER;TEKDEMIR;OZCAN;ALEKSIC;GURLER;JANUZAJ;FIGUEIREDO
Basaksehir vs. Umraniyespor - Wednesday May 17 - 2023,Umraniyespor,hard,4-1-4-1,OZDEMIR;GLUMAC;EPUREANU;LENJANI;POPOV;YILMAZ;GOKSU;MRSIC;SEKIDIKA;AYIK;NAYIR
Fatih Karagumruk vs. Adana Demirspor - Wednesday May 17 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;RODRIGUES;SVENSSON;NDIAYE;INLER;MOREL;BELHANDA;AKINTOLA;SARI;NDIAYE
Fatih Karagumruk vs. Adana Demirspor - Wednesday May 17 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;BANIYA;BIRASCHI;MERCAN;OZDOEV;SHUKUROV;FEGHOULI;LOBJANIDZE;DIAGNE;BORINI
Fenerbahce vs. Trabzonspor - Thursday May 18 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;SZALAI;LUAN PERES;AKAYDIN;KADIOGLU;ARAO;ZAJC;ROSSI;GULER;BATSHUAYI;VALENCIA
Fenerbahce vs. Trabzonspor - Thursday May 18 - 2023,Trabzonspor,easy,3-1-4-2,CAKIR;TURKMEN;BARTRA;ELMALI;STRYGER;SIOPIS;HASPOLAT;HAMSIK;OMUR;VISCA;BOZOK
Galatasaray vs. Sivasspor - Saturday May 20 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;KARATAS;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Galatasaray vs. Sivasspor - Saturday May 20 - 2023,Sivasspor,hard,4-1-4-1,VURAL;OSMANPASA;YALCIN;CAMARA;APPINDANGOYE;OKUMUS;COFIE;ARSLAN;GRADEL;N'JIE;CAICEDO
Kasimpasa vs. Istanbulspor - Saturday May 20 - 2023,Istanbulspor,hard,4-4-2,JENSEN;YESIL;DELI;AKSU;DUHANEY;BA;SARIKAYA;ETHEMI;LOKILO;GULTEKIN;EZE
Kasimpasa vs. Istanbulspor - Saturday May 20 - 2023,Kasimpasa,hard,4-1-4-1,CANPOLAT;DJILOBODJI;DONK;OZCAN;MALSA;HADERGJONAJ;HAJRADINOVIC;EYSSERIC;BEN OUANES;FALL;KOITA
Kayserispor vs. Alanyaspor - Saturday May 20 - 2023,Alanyaspor,hard,3-4-3,RUNARSSON;FEDDAL;BAYIR;AKSOY;DOUMBIA;FER;OZDEMIR;KARACA;AYDIN;CANDEIAS;YARDIMCI
Kayserispor vs. Alanyaspor - Saturday May 20 - 2023,Kayserispor,hard,3-4-3,GONEN;KOLOVETSIOS;HOSSEINI;ATTAMAH;UZODIMMA;KEMEN;CARDOSO;MANE;CIVELEK;BASSAN;THIAM
Adana Demirspor vs. Besiktas - Sunday May 21 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;RODRIGUES;COKCALIS;NDIAYE;STAMBOULI;MOREL;BELHANDA;AKINTOLA;SARI;NDIAYE
Adana Demirspor vs. Besiktas - Sunday May 21 - 2023,Besiktas,easy,4-2-3-1,GUNOK;COLLEY;SAISS;MASUAKU;ROSIER;HADZIAHMETOVIC;UCAN;FERNANDES;REDMOND;ABOUBAKAR;TOSUN
Antalyaspor vs. Basaksehir - Sunday May 21 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;SARI;TOPRAK;SERTEL;BALCI;FERNANDO;RAKIP;FREDY;LARSSON;NDAO;WRIGHT
Antalyaspor vs. Basaksehir - Sunday May 21 - 2023,Basaksehir,hard,4-1-4-1,SENGEZER;DUARTE;TOUBA;ERKIN;OZBAYRAKLI;SAHINER;BIGLIA;OZCAN;TURUC;JANUZAJ;KENY
Umraniyespor vs. Ankaragucu - Sunday May 21 - 2023,Ankaragucu,hard,3-4-3,AKKAN;MUJAKIC;KIZILDAG;HANOUSEK;KITSIOU;MALCUIT;DJOKANOVIC;ANTALYALI;BERIDZE;MILSON;SOWE
Umraniyespor vs. Ankaragucu - Sunday May 21 - 2023,Umraniyespor,hard,4-1-4-1,OZER;EPUREANU;GLUMAC;ESER;POPOV;SACKEY;GOKSU;SEKIDIKA;GHEORGHE;AYIK;NAYIR
Trabzonspor vs. Fatih Karagumruk - Monday May 22 - 2023,Fatih Karagumruk,hard,4-1-4-1,SEN;DRESEVIC;RODRIGUES;BIRASCHI;MERCAN;OZDOEV;SHUKUROV;BERTOLACCI;LOBJANIDZE;DIAGNE;BORINI
Trabzonspor vs. Fatih Karagumruk - Monday May 22 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;BARTRA;TURKMEN;BOSLUK;STRYGER;SIOPIS;OMUR;BAKASETAS;TREZEGUET;VISCA;GOMEZ
Alanyaspor vs. Kasimpasa - Tuesday May 30 - 2023,Alanyaspor,hard,3-4-3,KARAGOZ;AKSOY;FEDDAL;BAYIR;FER;DOUMBIA;OZDEMIR;KARACA;AYDIN;CANDEIAS;YARDIMCI
Alanyaspor vs. Kasimpasa - Tuesday May 30 - 2023,Kasimpasa,hard,4-2-3-1,CANPOLAT;DJILOBODJI;DONK;OZCAN;MALSA;KARA;HADERGJONAJ;EYSSERIC;BEN OUANES;FALL;BAHOKEN
Ankaragucu vs. Galatasaray - Tuesday May 30 - 2023,Ankaragucu,hard,4-1-4-1,AKKAN;MUJAKIC;KIZILDAG;KALDIRIM;MALCUIT;DIACK;DJOKANOVIC;ANTALYALI;ZAHID;MILSON;SOWE
Ankaragucu vs. Galatasaray - Tuesday May 30 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;KARATAS;BOEY;TORREIRA;OLIVEIRA;AKTURKOGLU;RASHICA;MERTENS;ICARDI
Fatih Karagumruk vs. Kayserispor - Tuesday May 30 - 2023,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;DRESEVIC;BANIYA;BIRASCHI;MERCAN;OZDOEV;BERTOLACCI;FEGHOULI;FREI;LOBJANIDZE;DIAGNE
Fatih Karagumruk vs. Kayserispor - Tuesday May 30 - 2023,Kayserispor,hard,4-2-3-1,BAYAZIT;KOLOVETSIOS;ATTAMAH;KOCAMAN;SAZDAGI;ACKAH;KEMEN;KARIMI;CARDOSO;MANE;THIAM
Fenerbahce vs. Antalyaspor - Tuesday May 30 - 2023,Antalyaspor,hard,5-4-1,LEITE;UZUNHAN;SARI;VURAL;BALCI;FERNANDO;RAKIP;FREDY;LARSSON;SINIK;WRIGHT
Fenerbahce vs. Antalyaspor - Tuesday May 30 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;SZALAI;AKAYDIN;LUAN PERES;KADIOGLU;ARAO;ZAJC;KAHVECI;GULER;BATSHUAYI;VALENCIA
Giresunspor vs. Trabzonspor - Tuesday May 30 - 2023,Giresunspor,hard,4-1-4-1,KAPLAN;SEVEN;ARIAS;ULUDAG;BILAZER;CAMPUZANO;MEJIA;SAGLAM;SAINZ;SERGINHO;BAJIC
Giresunspor vs. Trabzonspor - Tuesday May 30 - 2023,Trabzonspor,easy,4-2-3-1,CAKIR;BARTRA;TURKMEN;ELMALI;STRYGER;SIOPIS;BARDHI;BAKASETAS;TREZEGUET;VISCA;BOZOK
Istanbulspor vs. Adana Demirspor - Tuesday May 30 - 2023,Adana Demirspor,hard,4-2-3-1,KARACIC;GULER;RODRIGUES;COKCALIS;MOREL;NDIAYE;SOYALP;AKBABA;ERDOGAN;AKINTOLA;GULBRANDSEN
Istanbulspor vs. Adana Demirspor - Tuesday May 30 - 2023,Istanbulspor,hard,4-1-4-1,JENSEN;DELI;YESIL;YASAR;DUHANEY;BA;ERGUN;RROCA;TOPALLI;LOKILO;GURI
Sivasspor vs. Konyaspor - Tuesday May 30 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;KARAYEL;DIKMEN;BOUCHALAKIS;POZUELO;MICHALAK;MORENO;EMRELI
Sivasspor vs. Konyaspor - Tuesday May 30 - 2023,Sivasspor,hard,4-1-4-1,VURAL;OSMANPASA;GOUTAS;CIFTCI;YESILYURT;PALULI;ULVESTAD;ARSLAN;CHARISIS;SAIZ;JAMES
Adana Demirspor vs. Basaksehir - Saturday June 3 - 2023,Adana Demirspor,hard,4-2-3-1,OZBIR;GULER;RODRIGUES;COKCALIS;NDIAYE;STAMBOULI;MOREL;BELHANDA;SARI;AKINTOLA;GULBRANDSEN
Adana Demirspor vs. Basaksehir - Saturday June 3 - 2023,Basaksehir,hard,4-4-2,DILMEN;WU;TOUBA;ERKIN;OZBAYRAKLI;OZCAN;AYDOGMUS;GURLER;TURUC;KENY;FIGUEIREDO
Kasimpasa vs. Besiktas - Saturday June 3 - 2023,Besiktas,easy,4-2-3-1,GUNOK;WELINTON;MASUAKU;ROSIER;UYSAL;HADZIAHMETOVIC;FERNANDES;UCAN;ABOUBAKAR;TOSUN;MULEKA
Kasimpasa vs. Besiktas - Saturday June 3 - 2023,Kasimpasa,hard,4-2-3-1,CANPOLAT;DJILOBODJI;DONK;OZCAN;MALSA;KARA;HADERGJONAJ;EYSSERIC;HAJRADINOVIC;BEN OUANES;FALL
Kayserispor vs. Ankaragucu - Saturday June 3 - 2023,Ankaragucu,hard,3-4-2-1,AKKAN;CANKAYA;MUJAKIC;HANOUSEK;KITSIOU;MALCUIT;DJOKANOVIC;ANTALYALI;MILSON;KILINC;SOWE
Kayserispor vs. Ankaragucu - Saturday June 3 - 2023,Kayserispor,hard,4-4-2,BAYAZIT;KOLOVETSIOS;ATTAMAH;HOSSEINI;UZODIMMA;SAZDAGI;GEZEK;KEMEN;MANE;THIAM;GAVRANOVIC
Konyaspor vs. Fatih Karagumruk - Saturday June 3 - 2023,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;RODRIGUES;BANIYA;BIRASCHI;MERCAN;OZDOEV;LAWRENCE NICHOLAS;FEGHOULI;LOBJANIDZE;FREI;DIAGNE
Konyaspor vs. Fatih Karagumruk - Saturday June 3 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;CALVO;DEMIRBAG;GUILHERME;OGUZ;DIKMEN;BOUCHALAKIS;POZUELO;MICHALAK;MORENO;DIOUF
Trabzonspor vs. Alanyaspor - Saturday June 3 - 2023,Alanyaspor,hard,4-2-3-1,KARAGOZ;AKSOY;BAYIR;ERCIYAS;DOUMBIA;FER;GUNES;OZDEMIR;AYDIN;CANDEIAS;YARDIMCI
Trabzonspor vs. Alanyaspor - Saturday June 3 - 2023,Trabzonspor,easy,4-1-4-1,TEPE;ALTIKARDES;TURKMEN;ELMALI;STRYGER;SIOPIS;HAMSIK;BAKASETAS;TREZEGUET;VISCA;BOZOK
Umraniyespor vs. Giresunspor - Saturday June 3 - 2023,Giresunspor,hard,4-2-3-1,KAPLAN;ARIAS;SEVEN;GENC;BILAZER;CAMPUZANO;SAVICEVIC;SAGLAM;DAVAS;SAINZ;BAJIC
Umraniyespor vs. Giresunspor - Saturday June 3 - 2023,Umraniyespor,hard,3-5-2,OZER;EPUREANU;ESER;GLUMAC;LENJANI;POPOV;SACKEY;GURBULAK;GOKSU;NAYIR;KAYODE
Galatasaray vs. Fenerbahce - Sunday June 4 - 2023,Fenerbahce,easy,4-1-3-2,EGRIBAYAT;SZALAI;LUAN PERES;AKAYDIN;KADIOGLU;ARAO;ZAJC;GULER;ROSSI;VALENCIA;BATSHUAYI
Galatasaray vs. Fenerbahce - Sunday June 4 - 2023,Galatasaray,easy,4-2-3-1,MUSLERA;BARDAKCI;NELSSON;KARATAS;BOEY;TORREIRA;KUTLU;ZANIOLO;AKTURKOGLU;YILMAZ;ICARDI
Basaksehir vs. Trabzonspor - Tuesday June 6 - 2023,Basaksehir,hard,4-4-2,SENGEZER;TOUBA;DUARTE;LIMA;OZBAYRAKLI;BIGLIA;OZCAN;JANUZAJ;TURUC;FIGUEIREDO;KENY
Basaksehir vs. Trabzonspor - Tuesday June 6 - 2023,Trabzonspor,easy,4-1-4-1,TEPE;TURKMEN;ALTIKARDES;BOSLUK;ELMALI;ASAN;HASPOLAT;ZAMAN;BARDHI;VISCA;BOZOK
Fatih Karagumruk vs. Kasimpasa - Tuesday June 6 - 2023,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;DRESEVIC;BANIYA;BIRASCHI;MERCAN;OZDOEV;SHUKUROV;BERTOLACCI;FREI;LOBJANIDZE;DIAGNE
Fatih Karagumruk vs. Kasimpasa - Tuesday June 6 - 2023,Kasimpasa,hard,4-2-3-1,TASKIRAN;DONK;OZCAN;FABIANO;MALSA;KARA;EYSSERIC;CHOUIAR;BEN OUANES;FALL;BAHOKEN
Sivasspor vs. Kayserispor - Tuesday June 6 - 2023,Kayserispor,hard,3-1-4-2,BAYAZIT;HOSSEINI;KOCAMAN;ATTAMAH;SAZDAGI;UZODIMMA;KEMEN;CIVELEK;MANE;PARLAK;SARIARSLAN
Sivasspor vs. Kayserispor - Tuesday June 6 - 2023,Sivasspor,hard,4-1-4-1,YILDIRIM;CAMARA;OSMANPASA;YALCIN;CIFTCI;YESILYURT;PALULI;ULVESTAD;CHARISIS;GOKAY;JAMES
Ankaragucu vs. Adana Demirspor - Wednesday June 7 - 2023,Adana Demirspor,hard,4-4-2,KARAKUS;MANEV;CETIN;DURSUN;RODRIGUES;COKCALIS;INLER;AKBABA;BELHANDA;ERDOGAN;NONGOH
Ankaragucu vs. Adana Demirspor - Wednesday June 7 - 2023,Ankaragucu,hard,3-4-3,KAYA;KIZILDAG;RADAKOVIC;KALDIRIM;UZUM;KITSIOU;MALCUIT;DJOKANOVIC;CHATZIGIOVANNIS;BERIDZE;TORE
Besiktas vs. Konyaspor - Wednesday June 7 - 2023,Besiktas,easy,4-2-3-1,GUNOK;COLLEY;WELINTON;MERAS;ROSIER;HADZIAHMETOVIC;UCAN;FERNANDES;ABOUBAKAR;MULEKA;TOSUN
Besiktas vs. Konyaspor - Wednesday June 7 - 2023,Konyaspor,hard,4-2-3-1,SEHIC;DEMIRBAG;YAZGILI;GUILHERME;OGUZ;ULGUN;DIKMEN;POZUELO;MORENO;MICHALAK;DIOUF
Giresunspor vs. Antalyaspor - Wednesday June 7 - 2023,Antalyaspor,hard,4-2-3-1,LEITE;UZUNHAN;GERXHALIU;VURAL;BALCI;RAKIP;FERNANDO;LARSSON;NAKAJIMA;GHACHA;WRIGHT
Giresunspor vs. Antalyaspor - Wednesday June 7 - 2023,Giresunspor,hard,4-2-3-1,KAPLAN;SEVEN;ARIAS;GENC;BILAZER;CAMPUZANO;SAVICEVIC;SAGLAM;DAVAS;SAINZ;BAJIC
Istanbulspor vs. Umraniyespor - Wednesday June 7 - 2023,Istanbulspor,hard,4-2-3-1,JENSEN;DELI;ERDOGAN;YASAR;DUHANEY;ERGUN;RROCA;LOSHAJ;TOPALLI;LOKILO;GULTEKIN
Istanbulspor vs. Umraniyespor - Wednesday June 7 - 2023,Umraniyespor,hard,5-3-2,OZER;SAITOGLU;ESER;LENJANI;ARICI;POPOV;YILMAZ;SANLITURK;MERTOGLU;AYIK;NAYIR
