game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Mersin Idmanyurdu vs. Eskisehirspor - Friday August 31 - 2012,Eskisehirspor,hard,4-2-3-1,BOFFIN;DEDE;DIEGO ANGELO;CETIN;AKAMINKO;SARI;GUVEN;TELLO;POTUK;ZENGIN;KAMARA,25;4;3;76;30;88;8;14;6;10;15,0;0;0;0;0;0;0;0;0;1;2,0;0;0;0;0;0;1;2;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;0;1;1;0,2243981
Mersin Idmanyurdu vs. Eskisehirspor - Friday August 31 - 2012,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;KECELI;BOUM;STEPANOV;YANIK;BAYRAKTAR;BEN YAHIA;CULIO;ERDOGAN;OZOKWO;NOBRE,12;23;3;5;87;55;13;10;33;7;11,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,2243981
Elazigspor vs. Kasimpasa - Saturday September 1 - 2012,Elazigspor,hard,4-3-3,IVESA;ZEEGELAAR;BAYRAK;FABIO BILICA;ALKASI;SAHIN;ERTUGRUL;BADUR;YEDEK;TUM;FAUBERT,1;90;61;58;22;10;20;26;11;18;81,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;2;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;1;0;0;0,2244008
Elazigspor vs. Kasimpasa - Saturday September 1 - 2012,Kasimpasa,hard,4-3-3,ISAKSSON;KAPLAN;AYHAN;SUME;DERELI;OZMERT;ERNST;SARMOV;DJALMA;UCHE;HURMACI,15;5;2;49;61;70;24;8;30;9;18,0;0;0;0;0;0;0;0;0;3;0,0;0;0;0;0;0;0;0;3;0;0,1;1;0;0;0;0;2;0;0;0;0,1;1;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,2244008
Istanbul Buyuksehir Belediyespor vs. Antalyaspor - Saturday September 1 - 2012,Antalyaspor,hard,4-2-3-1,NDJOCK;MINEV;BARIS;GUNGOR;ARSLAN;JANDA;INCEMAN;TITA;BASSAN;PROMISE;DIARRA,33;14;24;3;51;22;8;10;11;20;26,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,1;1;0;0;0;1;1;0;1;0;0,1;1;0;0;0;1;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,2244009
Istanbul Buyuksehir Belediyespor vs. Antalyaspor - Saturday September 1 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,EDUARDO;EKSIOGLU;ARAT;DEPE;GERALDES;HASPOLATLI;TEKDEMIR;VISCA;HOLMEN;TOM;WEBO,1;17;2;3;18;20;5;13;23;88;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;1;0;1;0,2244009
Kardemir Dc Karabukspor vs. Besiktas - Saturday September 1 - 2012,Besiktas,easy,4-2-3-1,MCGREGOR;BORAL;SIVOK;TORAMAN;HILBERT;UYSAL;KAVLAK;SAHAN;FERNANDES;HOLOSKO;KARADENIZ,23;25;6;5;13;20;8;10;4;37;34,0;1;0;0;0;0;0;0;2;0;0,0;0;0;0;0;0;1;0;0;0;2,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2244004
Kardemir Dc Karabukspor vs. Besiktas - Saturday September 1 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,TOMIC;DOGAN;JAHIC;MABIALA;UCAR;TEBER;KAGAN SOYLEMEZGILLER;SHELTON;LUALUA;CERNAT;YILDIZ,19;86;81;25;3;30;6;21;32;10;58,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;1;0;0;0;0;0,0;1;0;0;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,2244004
Kayserispor vs. Akhisar Belediyespor - Saturday September 1 - 2012,Akhisar Belediyespor,hard,4-2-3-1,DAGLAROGLU;ATAN;DEMIROK;DUYMUS;EREN;YUCE;ASAN;VURAL;VARDAR;CEBE;BRUNO MEZENGA,18;4;15;5;34;6;21;22;11;20;80,0;0;0;0;0;0;0;0;2;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,2244017
Kayserispor vs. Akhisar Belediyespor - Saturday September 1 - 2012,Kayserispor,hard,4-2-3-1,TASKIRAN;AKDARI;GUNGOR;ZURAB KHIZANISHVILI;STEINSSON;RIVEROS;YOKUSLU;BAYRAM;CLEYTON;MOUCHE;BOBO,1;27;5;6;2;16;30;38;19;17;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;1;0;1;1;0,2244017
Galatasaray vs. Bursaspor - Sunday September 2 - 2012,Bursaspor,hard,4-2-3-1,CARSON;ASLANTAS;ERDOGAN;OZTURK;CHRETIEN;N'DIAYE;CAGIRAN;WEDERSON;BATALLA;SESTAK;PINTO,17;42;16;38;20;8;35;6;10;9;11,0;0;1;0;0;0;2;0;0;0;0,0;0;0;0;0;0;0;0;2;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;1;0,2244016
Galatasaray vs. Bursaspor - Sunday September 2 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;KAYA;NOUNKEU;EBOUE;COLAK;INAN;FELIPE MELO;ALTINTOP;ELMANDER;BULUT,25;22;26;13;27;52;8;10;4;9;19,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,2244016
Gaziantepspor vs. Trabzonspor - Sunday September 2 - 2012,Gaziantepspor,hard,4-5-1,KARCEMARSKAS;CAN;KECOJEVIC;BINYA;KURTULUS;DAG;HAS;IBRICIC;GULLE;OZBAYRAKTAR;TOSUN,1;3;50;28;16;47;8;10;61;15;23,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;1;0;0;0;0;0;2;0;0;1,0;1;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;1;0;0;0;1,2244010
