game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Fenerbahce vs. Antalyaspor - Monday October 29 - 2012,Antalyaspor,hard,4-2-3-1,ARIKAN;TEBER;NIZAM;BARIS;ARSLAN;DAGASAN;DURUER;TITA;AISSATI;PROMISE;DIARRA,1;15;7;24;51;4;21;10;6;20;26,0;0;0;1;0;0;0;0;0;0;2,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;1;0;0;1,2243946
Fenerbahce vs. Antalyaspor - Monday October 29 - 2012,Fenerbahce,easy,4-4-2,DEMIREL;KALDIRIM;IRTEGUN;KESIMAL;GONUL;ERKIN;CRISTIAN;SAHIN;KRASIC;SOW;KUYT,1;3;4;53;77;88;16;21;27;7;11,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;1;0;0,2243946
Istanbul Buyuksehir Belediyespor vs. Galatasaray - Friday November 2 - 2012,Galatasaray,easy,4-4-2,MUSLERA;RIERA;CRIS;NOUNKEU;EBOUE;AMRABAT;KURTULUS;INAN;ALTINTOP;YILMAZ;BULUT,25;11;3;13;27;53;35;8;4;17;19,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;0;2;0,0;0;1;0;0;0;0;0;1;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;1,2243932
Istanbul Buyuksehir Belediyespor vs. Galatasaray - Friday November 2 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,EDUARDO;EKSIOGLU;DEPE;ZAYATTE;GERALDES;HASPOLATLI;INANC;DOKA MADUREIRA;HOLMEN;BAHADIR;WEBO,1;17;3;86;18;20;6;22;23;19;9,0;0;0;1;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;0;0;0,0;1;0;0;0;0;0;0;0;1;0,0;1;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;1;0,2243932
Akhisar Belediyespor vs. Fenerbahce - Saturday November 3 - 2012,Akhisar Belediyespor,hard,4-2-3-1,DAGLAROGLU;ATAN;SONKO;DEMIROK;EREN;ALADAG;ASAN;VARDAR;TASDEMIR;OZER;BRUNO MEZENGA,18;4;19;15;34;14;21;11;10;7;80,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;1;1,0;0;1;0;0;0;0;1;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;1;0;0;0,2243933
Akhisar Belediyespor vs. Fenerbahce - Saturday November 3 - 2012,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;IRTEGUN;KESIMAL;GONUL;TOPAL;SAHIN;STOCH;CRISTIAN;KUYT;SOW,1;3;4;53;77;5;21;9;16;11;7,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;0;0;0;0;1;1;0,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,2243933
Eskisehirspor vs. Gaziantepspor - Saturday November 3 - 2012,Eskisehirspor,hard,4-2-3-1,BOFFIN;DEDE;DIEGO ANGELO;CETIN;SARI;GUCER;POTUK;ZENGIN;TELLO;KAMARA;ATES,25;4;3;76;88;50;6;10;14;15;20,0;0;0;1;0;0;1;0;0;0;2,0;0;0;0;1;0;0;1;1;0;1,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;1;0;0;1;0;1;0,2243944
Eskisehirspor vs. Gaziantepspor - Saturday November 3 - 2012,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;CAN;KECOJEVIC;BINYA;KURTULUS;HAS;MEDUNJANIN;TOSUN;IBRICIC;DAG;DEMIR,1;3;50;28;16;8;4;23;10;47;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,2243944
Kayserispor vs. Kardemir Dc Karabukspor - Saturday November 3 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,TOMIC;SERIC;MABIALA;JAHIC;OZDIN;INCEDEMIR;KAGAN SOYLEMEZGILLER;OZEK;CERNAT;OZGENC;LUALUA,19;20;25;81;61;4;6;9;10;2;32,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;1;1;0;0;0;0,0;1;1;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;0;0;0;0,2243934
Kayserispor vs. Kardemir Dc Karabukspor - Saturday November 3 - 2012,Kayserispor,hard,4-2-3-1,TASKIRAN;FATHI;ZURAB KHIZANISHVILI;GUNGOR;STEINSSON;RIVEROS;DURAK;BEKDEMIR;CLEYTON;YILMAZ;BOBO,1;3;6;5;2;16;8;28;19;7;9,0;0;0;0;0;0;0;0;0;1;2,0;0;0;0;0;1;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;1;0;0;1;0;1;0,2243934
Besiktas vs. Mersin Idmanyurdu - Sunday November 4 - 2012,Besiktas,easy,4-2-3-1,MCGREGOR;BORAL;GULUM;SIVOK;HILBERT;UYSAL;OZYAKUP;SAHAN;FERNANDES;HOLOSKO;ALMEIDA,23;25;22;6;13;20;15;10;4;37;9,0;0;0;0;0;0;1;0;0;1;1,0;1;0;0;0;0;1;0;0;0;0,1;0;1;0;1;0;2;0;0;0;0,1;0;1;0;1;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,2243943
Besiktas vs. Mersin Idmanyurdu - Sunday November 4 - 2012,Mersin Idmanyurdu,hard,4-2-3-1,SEHIC;IVAN;BOUM;TOSCALI;KECELI;BAYRAKTAR;CEYLAN;CULIO;BEN YAHIA;OZOKWO;NOBRE,12;6;3;25;23;55;4;10;13;7;11,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,2243943
Genclerbirligi vs. Elazigspor - Sunday November 4 - 2012,Elazigspor,hard,4-2-3-1,IVESA;ZEEGELAAR;BAYRAK;FABIO BILICA;ALKASI;BADUR;FAUBERT;KARABULUT;YEDEK;EMRECIKSIN;TUM,1;90;61;58;22;26;81;21;11;8;18,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;2;0;0;0,1;0;1;0;0;0;1;1;0;0;0,1;0;1;0;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,2243939
Genclerbirligi vs. Elazigspor - Sunday November 4 - 2012,Genclerbirligi,hard,4-2-3-1,KOSE;TOSIC;DEMIR;KULUSIC;KURTULUS;ILERI;CAN;ZEC;AZOFEIFA;MERIC;LEKIC,1;3;4;6;16;24;40;10;8;17;9,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,1;0;0;0;0;1;0;1;1;0;0,0;0;0;0;0;1;0;1;1;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;1;0;0;0;0;1,2243939
Orduspor vs. Sivasspor - Sunday November 4 - 2012,Orduspor,hard,4-4-2,FORNEZZI;TURAN;GARCIA;CAMDALI;GARCIA;BARRAL;CINAZ;CALISKAN;UMBIDES;KABZE;STANCU,32;89;14;8;15;23;6;11;22;10;9,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;0;1;0;0;1;0,0;0;0;0;1;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,2243940
Orduspor vs. Sivasspor - Sunday November 4 - 2012,Sivasspor,hard,4-2-3-1,KOCA;ERDAL;RAJNOCH;NAVRATIL;KAVUK;BEKMEZCI;KAYA;GROSICKI;KILIC;NAS;ENERAMO,29;5;33;21;67;8;20;10;11;6;14,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,2243940
Antalyaspor vs. Trabzonspor - Monday November 5 - 2012,Antalyaspor,hard,4-2-3-1,ARIKAN;TEBER;NIZAM;BARIS;ARSLAN;DAGASAN;INCEMAN;TITA;AISSATI;PROMISE;DIARRA,1;15;7;24;51;4;8;10;6;20;26,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;1;0;1;0;0;0,0;0;0;0;0;1;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,2243941
Antalyaspor vs. Trabzonspor - Monday November 5 - 2012,Trabzonspor,easy,4-2-3-1,KIVRAK;EMERSON CONCEICAO;KACAR;BAMBA;CELUSTKA;ZOKORA;AYDOGDU;ADIN;MIERZEJEWSKI;OZTEKIN;JANKO,1;86;23;6;28;15;14;92;10;11;83,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;1;1,0;0;0;1;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,2243941
Bursaspor vs. Kasimpasa - Monday November 5 - 2012,Bursaspor,hard,4-2-3-1,CARSON;ASLANTAS;OZTURK;ERDOGAN;CHRETIEN;N'DIAYE;BELLUSCHI;WEDERSON;BATALLA;YILDIRIM;PINTO,17;42;38;16;20;8;5;6;10;55;11,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;0;1;0,0;0;1;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,2243942
Bursaspor vs. Kasimpasa - Monday November 5 - 2012,Kasimpasa,hard,4-2-3-1,ISAKSSON;KAPLAN;SUME;AYHAN;DERELI;ERNST;SERAS;HURMACI;OZMERT;DJALMA;UCHE,15;5;49;2;61;24;20;18;70;30;9,0;0;0;0;0;0;0;2;0;0;0,0;0;0;0;0;0;0;0;0;1;0,1;0;0;0;0;1;0;1;1;0;0,1;0;0;0;0;1;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;1;0;0,2243942
Besiktas vs. Bursaspor - Friday November 9 - 2012,Besiktas,easy,4-2-3-1,MCGREGOR;BORAL;GULUM;SIVOK;HILBERT;UYSAL;KAVLAK;SAHAN;FERNANDES;HOLOSKO;ALMEIDA,23;25;22;6;13;20;8;10;4;37;9,0;0;0;0;0;0;0;1;0;1;1,0;0;0;0;0;0;1;0;0;1;1,0;0;0;1;1;0;0;0;1;0;1,0;0;0;1;1;0;0;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;0,2243970
Besiktas vs. Bursaspor - Friday November 9 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;OZTURK;AZIZ;CHRETIEN;N'DIAYE;BELLUSCHI;KIRAZ;BATALLA;SANLI;SESTAK,17;6;38;23;20;8;5;39;10;4;9,0;0;1;0;0;0;0;0;1;0;1,0;0;0;0;0;0;0;1;0;2;0,1;0;0;0;1;0;0;1;0;0;0,1;0;0;0;1;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;1;0,2243970
Sivasspor vs. Eskisehirspor - Friday November 9 - 2012,Eskisehirspor,hard,4-2-3-1,BOFFIN;DEDE;DIEGO ANGELO;CETIN;AKAMINKO;GUCER;POTUK;ZENGIN;TELLO;KAMARA;ATES,25;4;3;76;30;50;6;10;14;15;20,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;1;0;0,0;0;0;0;1;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;1;0,2243971
Sivasspor vs. Eskisehirspor - Friday November 9 - 2012,Sivasspor,hard,4-2-3-1,BORJAN;ERDAL;NAVRATIL;RAJNOCH;KAVUK;KOCAK;NAS;CHAHECHOUHE;KILIC;GROSICKI;ENERAMO,18;5;21;33;67;66;6;92;11;10;14,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,2243971
Kardemir Dc Karabukspor vs. Istanbul Buyuksehir Belediyespor - Saturday November 10 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,EDUARDO;EKSIOGLU;TEKDEMIR;ZAYATTE;GERALDES;HASPOLATLI;INANC;SOKULLU;HOLMEN;BAHADIR;WEBO,1;17;5;86;18;20;6;14;23;19;9,0;0;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;0;1;0;0;0,0;0;0;1;1;1;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;1;0,2243960
Kardemir Dc Karabukspor vs. Istanbul Buyuksehir Belediyespor - Saturday November 10 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,TOMIC;SERIC;DEUMI;MABIALA;OZGENC;INCEDEMIR;KAGAN SOYLEMEZGILLER;PARLAK;CERNAT;OZEK;YILDIZ,19;20;12;25;2;4;6;23;10;9;58,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;1,0;0;0;0;1;0;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,2243960
Kasimpasa vs. Antalyaspor - Saturday November 10 - 2012,Antalyaspor,hard,4-2-3-1,ARIKAN;TEBER;NIZAM;BARIS;ARSLAN;INCEMAN;DAGASAN;TITA;AISSATI;PROMISE;DIARRA,1;15;7;24;51;8;4;10;6;20;26,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;1;0;1;0;0;1;0;1;0;0,0;1;0;1;0;0;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,2243935
Kasimpasa vs. Antalyaspor - Saturday November 10 - 2012,Kasimpasa,hard,4-3-3,ISAKSSON;KAPLAN;SUME;AYHAN;DERELI;OZMERT;ERNST;SERAS;DJALMA;UCHE;HURMACI,15;5;49;2;61;70;24;20;30;9;18,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;2;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,2243935
Trabzonspor vs. Akhisar Belediyespor - Saturday November 10 - 2012,Akhisar Belediyespor,hard,4-2-3-1,DAGLAROGLU;ATAN;YALCIN;SONKO;EREN;ALADAG;ASAN;VARDAR;TASDEMIR;OZER;BRUNO MEZENGA,18;4;3;19;34;14;21;11;10;7;80,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;0,2243968
Trabzonspor vs. Akhisar Belediyespor - Saturday November 10 - 2012,Trabzonspor,easy,4-2-3-1,KIVRAK;EMERSON CONCEICAO;YUMLU;KACAR;BALCI;ZOKORA;COLMAN;ALTINTOP;MIERZEJEWSKI;SAPARA;JANKO,1;86;22;23;30;15;20;21;10;27;83,0;1;0;0;0;0;0;0;2;0;0,0;0;0;0;0;0;0;1;0;0;1,0;1;0;0;1;0;0;0;1;0;1,0;1;0;0;1;0;0;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;1;0,2243968
Elazigspor vs. Kayserispor - Sunday November 11 - 2012,Elazigspor,hard,4-1-4-1,IVESA;ZEEGELAAR;BAYRAK;FABIO BILICA;ALKASI;BADUR;KARABULUT;FAUBERT;YEDEK;EMRECIKSIN;TUM,1;90;61;58;22;26;21;81;11;8;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;2;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,2243959
Elazigspor vs. Kayserispor - Sunday November 11 - 2012,Kayserispor,hard,4-3-3,TASKIRAN;FATHI;ZURAB KHIZANISHVILI;GUNGOR;STEINSSON;DURAK;CLEYTON;RIVEROS;BEKDEMIR;BOBO;YILMAZ,1;3;6;5;2;8;19;16;28;9;7,0;0;0;0;0;0;1;0;0;2;1,0;0;0;0;0;2;1;0;0;0;1,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,2243959
Fenerbahce vs. Orduspor - Sunday November 11 - 2012,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;YOBO;IRTEGUN;GONUL;TOPAL;MEIRELES;STOCH;CRISTIAN;KUYT;SOW,1;3;6;4;77;5;14;9;16;11;7,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;1;1;0;0;1,2243961
Fenerbahce vs. Orduspor - Sunday November 11 - 2012,Orduspor,hard,4-4-2,FORNEZZI;TURAN;GARCIA;CAMDALI;GARCIA;MONJE;CINAZ;CALISKAN;UMBIDES;STANCU;KABZE,32;89;14;8;15;26;6;11;22;9;10,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;1;0;0;0;1;0;0;0;0;0,0;1;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;1,2243961
Gaziantepspor vs. Genclerbirligi - Sunday November 11 - 2012,Gaziantepspor,hard,4-5-1,BEZGIN;DAG;TOKAK;BINYA;KURTULUS;TOSUN;PEHLIVAN;IBRICIC;MEDUNJANIN;SOSA;OZBAYRAKTAR,91;47;13;28;16;23;55;10;4;18;15,0;0;0;0;0;0;0;0;0;0;1,0;1;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;1;0;0,2243958
Gaziantepspor vs. Genclerbirligi - Sunday November 11 - 2012,Genclerbirligi,hard,4-2-3-1,KARABULUT;TOSIC;SEDEF;DEMIR;KURTULUS;CAN;PETROVIC;ZEC;AZOFEIFA;MERIC;LEKIC,58;3;59;4;16;40;11;10;8;17;9,0;1;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;0;1;0;1;1,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;1;1;0;1,2243958
Mersin Idmanyurdu vs. Galatasaray - Sunday November 11 - 2012,Galatasaray,easy,4-4-2,MUSLERA;RIERA;CRIS;NOUNKEU;EBOUE;COLAK;KURTULUS;INAN;ALTINTOP;YILMAZ;BULUT,25;11;3;13;27;52;35;8;4;17;19,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;1;0;0,2243969
Mersin Idmanyurdu vs. Galatasaray - Sunday November 11 - 2012,Mersin Idmanyurdu,hard,4-1-4-1,SEHIC;IVAN;YANIK;STEPANOV;KECELI;BAYRAKTAR;KELES;BEN YAHIA;CULIO;OZOKWO;NOBRE,12;6;87;5;23;55;9;13;10;7;11,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,2243969
Galatasaray vs. Kardemir Dc Karabukspor - Friday November 16 - 2012,Galatasaray,easy,4-4-2,MUSLERA;BALTA;CRIS;NOUNKEU;EBOUE;COLAK;INAN;FELIPE MELO;ALTINTOP;YILMAZ;BULUT,25;22;3;13;27;52;8;10;4;17;19,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;1;0;0;1;0;0;0;0,0;0;0;1;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2243984
Galatasaray vs. Kardemir Dc Karabukspor - Friday November 16 - 2012,Kardemir Dc Karabukspor,hard,4-2-3-1,TOMIC;DOGAN;DEUMI;MABIALA;OZGENC;INCEDEMIR;HIKMET;OZEK;LUALUA;PARLAK;YILDIZ,19;86;12;25;2;4;5;9;32;23;58,0;0;0;0;0;0;0;1;0;1;1,0;0;0;0;0;0;0;0;1;1;0,0;0;0;0;1;1;0;0;1;0;0,0;0;0;0;1;1;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;1,2243984
Eskisehirspor vs. Fenerbahce - Saturday November 17 - 2012,Eskisehirspor,hard,4-1-4-1,BOFFIN;DEDE;DIEGO ANGELO;CETIN;SARI;GUCER;ZENGIN;POTUK;TELLO;KAMARA;ATES,25;4;3;76;88;50;10;6;14;15;20,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,2243947
Eskisehirspor vs. Fenerbahce - Saturday November 17 - 2012,Fenerbahce,easy,4-2-3-1,DEMIREL;KALDIRIM;IRTEGUN;YOBO;GONUL;TOPAL;MEIRELES;ERKIN;CRISTIAN;KUYT;SOW,1;3;4;6;77;5;14;88;16;11;7,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;1;0;0;0;1;0;0,2243947
Istanbul Buyuksehir Belediyespor vs. Elazigspor - Saturday November 17 - 2012,Elazigspor,hard,4-4-2,IVESA;AK;BAYRAK;FABIO BILICA;ALKASI;YEDEK;ERTUGRUL;BADUR;FAUBERT;TUM;ZAKI,1;4;61;58;22;11;20;26;81;18;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;1,2243972
Istanbul Buyuksehir Belediyespor vs. Elazigspor - Saturday November 17 - 2012,Istanbul Buyuksehir Belediyespor,hard,4-2-3-1,EDUARDO;EKSIOGLU;ARAT;DEPE;GERALDES;HASPOLATLI;TEKDEMIR;DOKA MADUREIRA;HOLMEN;SOKULLU;WEBO,1;17;2;3;18;20;5;22;23;14;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;1;0;0;0;0;0,0;1;1;1;0;0;0;0;0;0;0,0;1;1;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,2243972
Akhisar Belediyespor vs. Kasimpasa - Sunday November 18 - 2012,Akhisar Belediyespor,hard,4-2-3-1,DAGLAROGLU;ATAN;SONKO;DEMIROK;EREN;ALADAG;ASAN;VARDAR;TASDEMIR;OZER;YILMAZ,18;4;19;15;34;14;21;11;10;7;61,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;1;0;0;1,2243962
Akhisar Belediyespor vs. Kasimpasa - Sunday November 18 - 2012,Kasimpasa,hard,4-2-3-1,ISAKSSON;EKER;SUME;AYHAN;DERELI;ERNST;SERAS;HURMACI;OZMERT;DJALMA;UCHE,15;4;49;2;61;24;20;18;70;30;9,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;1;0;0;0;1,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;1,2243962
Antalyaspor vs. Besiktas - Sunday November 18 - 2012,Antalyaspor,hard,4-2-3-1,ARIKAN;TEBER;BARIS;GUNGOR;TANDOGAN;DAGASAN;INCEMAN;TITA;AISSATI;PROMISE;DIARRA,1;15;24;3;2;4;8;10;6;20;26,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;1;0;1;0;1,0;1;1;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,2243982
Antalyaspor vs. Besiktas - Sunday November 18 - 2012,Besiktas,easy,4-2-3-1,MCGREGOR;BORAL;GULUM;TORAMAN;AKGUN;UYSAL;OZYAKUP;SAHAN;FERNANDES;HOLOSKO;ALMEIDA,23;25;22;5;28;20;15;10;4;37;9,0;0;0;0;0;0;0;1;1;0;3,0;0;0;0;1;0;1;0;1;1;1,1;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,2243982
Bursaspor vs. Mersin Idmanyurdu - Sunday November 18 - 2012,Bursaspor,hard,4-2-3-1,CARSON;WEDERSON;OZTURK;AZIZ;CHRETIEN;N'DIAYE;BELLUSCHI;KIRAZ;BATALLA;SANLI;SESTAK,17;6;38;23;20;8;5;39;10;4;9,0;0;0;0;0;1;1;1;0;0;0,0;0;0;0;0;0;1;0;2;0;0,0;0;1;1;0;0;0;0;0;0;1,0;0;1;1;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,2243983
Bursaspor vs. Mersin Idmanyurdu - Sunday November 18 - 2012,Mersin Idmanyurdu,hard,4-1-4-1,SEHIC;IVAN;BOUM;YANIK;KECELI;BAYRAKTAR;KELES;BEN YAHIA;CULIO;OZOKWO;NOBRE,12;6;3;87;23;55;9;13;10;7;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;0;1;1;0,0;1;1;0;0;0;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,2243983
