game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_substitutions,source_match_id
Giresunspor vs. Galatasaray - Monday August 16 - 2021,Giresunspor,hard,4-1-4-1,KOCUK;TUT;PEREZ;DOUGLAS;YAVRU;PELUPESSY;SERGINHO;FLAVIO;SANKHARE;BILAZER;BALDE,34;3;25;23;5;6;7;24;13;77;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;0,3612833
Sivasspor vs. Konyaspor - Monday August 16 - 2021,Konyaspor,hard,4-1-4-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;HADZIAHMETOVIC;BYTYQI;MPOKU;DIKMEN;CEKICI;CIKALLESHI,13;12;42;6;89;18;7;40;14;23;17,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,1;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,3612838
Sivasspor vs. Konyaspor - Monday August 16 - 2021,Sivasspor,hard,4-1-4-1,VURAL;CIFTCI;OSMANPASA;ALTINAY;OGUZ;COFIE;GRADEL;FAJR;ARSLAN;KAYODE;JAMES,35;3;88;21;77;5;7;76;37;8;90,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;1,3612838
Yeni Malatyaspor vs. Trabzonspor - Monday August 16 - 2021,Trabzonspor,easy,4-3-3,CAKIR;KOYBASI;VITOR HUGO;IE;BRUNO PERES;HAMSIK;OZDEMIR;BAKASETAS;NWAKAEME;DJANINY;GERVINHO,1;23;13;32;33;17;5;11;9;21;27,0;0;0;0;0;1;0;1;1;1;1,0;0;0;0;0;1;0;0;1;2;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;1;0;1;1;1;1,3612836
Yeni Malatyaspor vs. Trabzonspor - Monday August 16 - 2021,Yeni Malatyaspor,hard,3-5-2,OZBIR;KAYA;HADDADI;WALLACE;KARIM HAFEZ;CAGIRAN;MALLAN;AABID;ESKIHELLAC;TETTEH;BUYUK,25;26;5;13;45;6;14;8;7;30;10,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;1;1;1;0;1;1;0,3612836
Kayserispor vs. Adana Demirspor - Friday August 20 - 2021,Adana Demirspor,hard,4-2-3-1,MURIC;KANAK;RASSOUL;SANUC;SVENSSON;INLER;KURT;CASTRO;BELHANDA;AKINTOLA;BALOTELLI,49;6;95;2;22;88;8;19;10;11;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;1;0;0;0;0;1;0,0;0;1;0;0;1;0;1;1;1;0,3612848
Kayserispor vs. Adana Demirspor - Friday August 20 - 2021,Kayserispor,hard,4-2-3-1,SILVIU LUNG JR;CAROLE;KOLOVETSIOS;DEMIROK;CIVELEK;AKDAG;ATTAMAH;MANE;SAZDAGI;BASSAN;PARLAK,33;21;4;15;28;24;3;20;11;17;23,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;1;1;0;1;1;0;1,3612848
Alanyaspor vs. Altay Sk - Saturday August 21 - 2021,Alanyaspor,hard,3-4-2-1,KIRINTILI;MEVLJA;AKSOY;MILUNOVIC;BORJA;ILDIZ;GUNES;CANDEIAS;BEKIROGLU;KARACA;DIEDHIOU,1;25;20;19;31;8;6;21;11;7;14,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;1;2,0;0;0;1;0;1;1;1;1;0;0,3612847
Alanyaspor vs. Altay Sk - Saturday August 21 - 2021,Altay Sk,hard,5-4-1,LIS;NADERI;THIAM;OZTURK;AKCA;KARAYEL;RODRIGUEZ;POKO;PINARES;KAPPEL;BAMBA,1;2;29;38;28;90;10;17;21;7;11,0;0;1;0;0;0;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;1;0;1,3612847
Gaziantep FK vs. Besiktas - Saturday August 21 - 2021,Besiktas,easy,4-1-4-1,DESTANOGLU;N'SAKALA;VIDA;WELINTON;ROSIER;SOUZA;N'KOUDOU;UCAN;HUTCHINSON;GHEZZAL;KARAMAN,30;21;24;23;2;5;7;8;13;18;28,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;0;1;1;1,3612843
Gaziantep FK vs. Besiktas - Saturday August 21 - 2021,Gaziantep FK,hard,3-1-4-2,GUVENC;DJILOBODJI;TOSCA;ERSOY;JEFFERSON;MENDYL;NIYAZ;MERKEL;KITSIOU;DICKO;FIGUEIREDO,1;3;6;15;8;27;20;52;70;94;25,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;0;0;0;0,0;0;0;0;0;1;1;1;0;1;1,3612843
Kasimpasa vs. Giresunspor - Saturday August 21 - 2021,Giresunspor,hard,4-1-4-1,KOCUK;TASDEMIR;PEREZ;DOUGLAS;YAVRU;PELUPESSY;DIABATE;FLAVIO;TRAORE;SERGINHO;BALDE,34;26;25;23;5;6;18;24;8;7;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;1;0;0;0,0;0;0;0;0;0;1;0;1;0;1,3612844
Kasimpasa vs. Giresunspor - Saturday August 21 - 2021,Kasimpasa,hard,4-1-4-1,TASKIRAN;BEN OUANES;BRUMA;SERBEST;HADERGJONAJ;SADIKU;VARGA;EYSSERIC;HAJRADINOVIC;ERDOGAN;JØRGENSEN,1;12;5;15;94;6;21;13;10;11;14,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;1;0;1;0;0,0;1;0;0;0;0;0;1;0;1;1,3612844
Rizespor vs. Fatih Karagumruk - Saturday August 21 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;BENATIA;HEDENSTAD;BIGLIA;FREI;OZTUMER;TATLI;MUSA;PESIC,2;29;87;5;26;6;11;8;14;7;72,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;1;1;0;0,3612852
Rizespor vs. Fatih Karagumruk - Saturday August 21 - 2021,Rizespor,hard,4-2-3-1,AKKAN;SERTEL;HOLMEN;GONUL;FABRICIO BAIANO;PEHLIVAN;DJOKOVIC;POTUK;DABO;RONALDO MENDES;SABO,25;88;3;77;27;6;8;4;14;11;52,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;1;0;0;0;1;0;0;0;1;1,3612852
Fenerbahce vs. Antalyaspor - Sunday August 22 - 2021,Antalyaspor,hard,4-3-3,BOFFIN;VURAL;NALDO;SARI;BALCI;FREDY;SAHIN;POLI;AMILTON;WRIGHT;GHACHA,25;11;4;89;77;16;8;15;23;9;27,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;1;0;1,3612850
Fenerbahce vs. Antalyaspor - Sunday August 22 - 2021,Fenerbahce,easy,3-4-3,BAYINDIR;SZALAI;KIM;TISSERAND;KADIOGLU;SOSA;LUIZ GUSTAVO;SANGARE;GUMUSKAYA;SAMATTA;OSAYI-SAMUEL,1;41;3;32;16;5;20;30;23;15;21,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;1;1;0;0;1;0;1,3612850
Goztepe vs. Yeni Malatyaspor - Sunday August 22 - 2021,Goztepe,hard,4-2-3-1,EGRIBAYAT;EMIR;NUKAN;ARSLANAGIC;PALULI;NWOBODO;AYDOGDU;NDIAYE;SIMSEK;AKBUNAR;JAHOVIC,1;41;33;15;77;5;8;9;10;7;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;1;1;0;0;0;1;0;1;0;1,3612851
Goztepe vs. Yeni Malatyaspor - Sunday August 22 - 2021,Yeni Malatyaspor,hard,3-5-2,OZBIR;WALLACE;KAYA;HADDADI;KARIM HAFEZ;NSHIMIRIMANA;MALLAN;AABID;ESKIHELLAC;TETTEH;BUYUK,25;13;26;5;45;66;14;8;7;30;10,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;0;0;0;0;0,1;0;0;0;0;0;1;1;0;1;0,3612851
Konyaspor vs. Basaksehir - Sunday August 22 - 2021,Basaksehir,hard,4-2-3-1,BABACAN;LIMA;TAGIR;DUARTE;JUNIOR CAICARA;CIGERCI;NDAYISHIMIYE;ALEKSIC;ZULJ;TURUC;GULBRANDSEN,1;60;4;5;80;28;55;8;32;23;22,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;1;0;1;1,3612849
Konyaspor vs. Basaksehir - Sunday August 22 - 2021,Konyaspor,hard,4-1-4-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;HADZIAHMETOVIC;BYTYQI;MPOKU;DIKMEN;CEKICI;CIKALLESHI,13;12;42;6;89;18;7;40;14;23;17,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;1;1;1;0,3612849
Galatasaray vs. Hatayspor - Monday August 23 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;VAN AANHOLT;NELSSON;LUYINDAMA;BOEY;ANTALYALI;AKTURKOGLU;CICALDAU;KUTLU;FEGHOULI;DIAGNE,1;6;25;27;93;4;7;33;22;89;90,0;0;0;1;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;1;0;0;0;0;1;1;1;1;0,3612845
Galatasaray vs. Hatayspor - Monday August 23 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;ADEKUGBE;FALETTE;KURUCUK;COREKCI;BOUDJEMAA;RIBEIRO;SAINT-LOUIS;COLAK;LOBJANIDZE;DIOUF,1;23;6;22;12;8;7;95;10;11;92,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;1;1;1;1,3612845
Trabzonspor vs. Sivasspor - Monday August 23 - 2021,Sivasspor,hard,4-3-3,VURAL;CIFTCI;CAMARA;OSMANPASA;OGUZ;FAJR;AZUBUIKE;ARSLAN;GRADEL;YATABARE;KAYODE,35;3;14;88;77;76;24;37;7;9;8,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,1;0;0;0;0;0;1;0;0;0;0,0;0;0;0;1;0;1;1;1;1;0,3612846
Trabzonspor vs. Sivasspor - Monday August 23 - 2021,Trabzonspor,easy,4-3-3,CAKIR;KOYBASI;VITOR HUGO;IE;BRUNO PERES;HAMSIK;OZDEMIR;BAKASETAS;NWAKAEME;DJANINY;GERVINHO,1;23;13;32;33;17;5;11;9;21;27,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;1;0;0;0;0;1;1;0;0,0;0;0;0;0;0;1;0;1;1;1,3612846
Adana Demirspor vs. Konyaspor - Friday August 27 - 2021,Adana Demirspor,hard,4-1-4-1,MURIC;KANAK;SANUC;GULER;SVENSSON;STAMBOULI;ASSOMBALONGA;CASTRO;BELHANDA;SAHINTURK;BALOTELLI,49;6;2;4;22;90;7;19;10;70;9,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;1;1;1,3612859
Adana Demirspor vs. Konyaspor - Friday August 27 - 2021,Konyaspor,hard,4-1-4-1,SEHIC;GUILHERME;BARDAKCI;CALIK;SKUBIC;HADZIAHMETOVIC;BYTYQI;MPOKU;DIKMEN;CEKICI;CIKALLESHI,13;12;42;6;89;18;7;40;14;23;17,0;0;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;1;1;1;1;0,3612859
Antalyaspor vs. Rizespor - Friday August 27 - 2021,Antalyaspor,hard,4-2-3-1,BOFFIN;VURAL;NALDO;SARI;BALCI;POLI;SAHIN;MUKAIRU;MILOSEVIC;BAYRAKDAR;WRIGHT,25;11;4;89;77;15;8;12;10;41;9,0;0;0;0;0;0;0;0;0;0;3,0;0;0;1;0;0;0;0;0;0;1,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;1;0,3612857
Antalyaspor vs. Rizespor - Friday August 27 - 2021,Rizespor,hard,4-1-4-1,AKKAN;SERTEL;HOLMEN;GONUL;FABRICIO BAIANO;PEHLIVAN;POTUK;SABO;DJOKOVIC;BOYD;DABO,23;88;3;77;27;6;4;52;8;9;14,0;0;0;0;0;0;0;0;2;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;0;1,0;1;0;0;0;1;0;1;0;1;0,3612857
Basaksehir vs. Kayserispor - Saturday August 28 - 2021,Basaksehir,hard,4-1-4-1,BABACAN;LIMA;TAGIR;DUARTE;JUNIOR CAICARA;NDAYISHIMIYE;ALEKSIC;OZCAN;TEKDEMIR;VISCA;GULBRANDSEN,1;60;4;5;80;55;8;10;21;7;22,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;1,0;0;1;0;1;0;0;1;1;0;1,3612860
Basaksehir vs. Kayserispor - Saturday August 28 - 2021,Kayserispor,hard,4-2-3-1,SILVIU LUNG JR;CAROLE;KOLOVETSIOS;DEMIROK;CIVELEK;AKDAG;ATTAMAH;THIAM;MENSAH;BASSAN;SAZDAGI,33;21;4;15;28;24;3;26;43;17;11,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;1;1;1,3612860
Besiktas vs. Fatih Karagumruk - Saturday August 28 - 2021,Besiktas,easy,4-2-3-1,DESTANOGLU;YILMAZ;VIDA;WELINTON;ROSIER;SOUZA;UCAN;LARIN;ALEX TEIXEIRA;GHEZZAL;BATSHUAYI,30;3;24;23;2;5;8;17;90;18;9,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;2;0;0;0;0,0;1;0;1;0;0;0;1;1;0;1,3612855
Besiktas vs. Fatih Karagumruk - Saturday August 28 - 2021,Fatih Karagumruk,hard,4-1-4-1,VIVIANO;BALKOVEC;ZUKANOVIC;BENATIA;HEDENSTAD;BIGLIA;FREI;OZTUMER;DURMAZ;MUSA;PESIC,2;29;87;5;26;6;11;8;10;7;72,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;1;1;0;0,0;0;0;1;1;1;0;1;0;1;0,3612855
Hatayspor vs. Alanyaspor - Saturday August 28 - 2021,Alanyaspor,hard,3-4-3,KIRINTILI;MILUNOVIC;AKSOY;BINGOL;BORJA;FER;GUNES;MORENO;NOVAIS;DAVIDSON;CANDEIAS,1;19;20;75;31;4;6;24;18;91;21,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,3612862
Hatayspor vs. Alanyaspor - Saturday August 28 - 2021,Hatayspor,hard,4-2-3-1,EL KAJOUI;ADEKUGBE;FALETTE;KURUCUK;COREKCI;ERGUN;RIBEIRO;EL KAABI;TRAORE;LOBJANIDZE;DIOUF,1;23;6;22;12;4;7;25;17;11;92,0;0;0;0;0;0;1;1;1;1;0,0;0;0;0;0;0;0;0;1;1;1,0;1;0;1;0;0;0;0;1;0;1,0;0;1;0;0;1;1;1;0;1;0,3612862
Yeni Malatyaspor vs. Gaziantep FK - Saturday August 28 - 2021,Gaziantep FK,hard,3-5-2,GUVENC;TOSCA;DJILOBODJI;ERSOY;MENDYL;MERKEL;NIYAZ;JEFFERSON;KITSIOU;FIGUEIREDO;SAGAL,1;6;3;15;27;52;20;8;70;25;28,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;1;0;0;0;0,0;0;0;0;1;1;0;0;0;1;1,3612856
Yeni Malatyaspor vs. Gaziantep FK - Saturday August 28 - 2021,Yeni Malatyaspor,hard,3-5-2,DAMLU;KAYA;CIFTPINAR;WALLACE;HADDADI;NSHIMIRIMANA;MALLAN;AABID;ESKIHELLAC;TETTEH;BUYUK,22;26;16;13;5;66;14;8;7;30;10,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;1;0;0;1,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;1,3612856
Altay Sk vs. Fenerbahce - Sunday August 29 - 2021,Altay Sk,hard,5-4-1,LIS;AKCA;THIAM;BJORKANDER;OZTURK;KARAYEL;NADERI;POKO;PINARES;KAPPEL;BAMBA,1;28;29;4;38;90;2;17;21;7;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;1;1,3612861
Altay Sk vs. Fenerbahce - Sunday August 29 - 2021,Fenerbahce,easy,3-4-3,BAYINDIR;TISSERAND;SZALAI;KIM;KADIOGLU;SOSA;LUIZ GUSTAVO;SANGARE;GUMUSKAYA;VALENCIA;OSAYI-SAMUEL,1;32;41;3;16;5;20;30;23;13;21,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;1;0;0;1;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;1;0;0;0;0;1;1;1,3612861
Giresunspor vs. Trabzonspor - Sunday August 29 - 2021,Giresunspor,hard,4-1-4-1,KOCUK;BEHICH;PEREZ;DOUGLAS;YAVRU;PELUPESSY;TASDEMIR;FLAVIO;DIABATE;SERGINHO;NAYIR,34;16;25;23;5;6;26;24;18;7;17,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;1;0;0;1;1;0;0;1;0;1,3612853
Giresunspor vs. Trabzonspor - Sunday August 29 - 2021,Trabzonspor,easy,4-1-4-1,CAKIR;KOYBASI;VITOR HUGO;IE;ASAN;OZDEMIR;NWAKAEME;HAMSIK;BAKASETAS;OMUR;DJANINY,1;23;13;32;99;5;9;17;11;10;21,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;0;0;1;0;1,0;0;0;0;0;0;0;1;1;1;1,3612853
Kasimpasa vs. Galatasaray - Sunday August 29 - 2021,Galatasaray,easy,4-1-4-1,MUSLERA;VAN AANHOLT;NELSSON;LUYINDAMA;BOEY;KUTLU;AKTURKOGLU;CICALDAU;MORUTAN;YILMAZ;DIAGNE,1;6;25;27;93;22;7;33;21;53;90,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;1;1;1,3612854
Kasimpasa vs. Galatasaray - Sunday August 29 - 2021,Kasimpasa,hard,4-2-3-1,TASKIRAN;ELMALI;SERBEST;BRUMA;HADERGJONAJ;SADIKU;TRAVNIK;VARGA;HAJRADINOVIC;ERDOGAN;JØRGENSEN,1;18;15;5;94;6;7;21;10;11;14,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;2;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;1,3612854
