game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Bursaspor vs. Konyaspor - Monday August 16 - 2010,Konyaspor,hard,4-5-1,TOKGOZ;ABBAS;KERE;YAVUZ;ASLANTAS;DOCKAL;GUNGOR;EGE;TORAMAN;ACAR;GRAJCIAR,99;3;44;4;38;88;55;25;5;20;27,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,1037695
Buyuksehir Belediyespor vs. Kayserispor - Monday August 16 - 2010,Buyuksehir Belediyespor,hard,4-3-3,HASAGIC;EKSIOGLU;DEPE;YILMAZ;HASPOLATLI;KORKMAZ;TEKDEMIR;HOLMEN;AKIN;KOSE;ALIN,1;17;3;16;20;8;21;23;11;88;12,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,1037690
Buyuksehir Belediyespor vs. Kayserispor - Monday August 16 - 2010,Kayserispor,hard,4-4-2,HAMIDOU;KALDIRIM;ALEKSANDRE AMISULASHVILI;KESIMAL;CAKIR;TEBER;DURAK;TROISI;ANDRE MORITZ;BOYRAZ;CANGELE,16;3;5;4;15;6;8;7;19;11;10,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;1;0,0;0;1;0;1;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;1,1037690
Kayserispor vs. Kardemir Dc Karabukspor - Friday August 20 - 2010,Kardemir Dc Karabukspor,hard,4-5-1,TOMIC;SERIC;COGUM;DEUMI;ZENGIN;CEYLAN;HIKMET;CERNAT;TOZO;AKIN;EMENIKE,19;20;6;12;11;81;5;10;34;7;78,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,0;1;0;0;0;0;0;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,1037701
Kayserispor vs. Kardemir Dc Karabukspor - Friday August 20 - 2010,Kayserispor,hard,4-4-2,HAMIDOU;KALDIRIM;ALEKSANDRE AMISULASHVILI;KESIMAL;CAKIR;TEBER;DURAK;TROISI;ANDRE MORITZ;BOYRAZ;CANGELE,16;3;5;4;15;6;8;7;19;11;10,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;1,0;0;0;0;0;0;1;1;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;1,1037701
Konyaspor vs. Eskisehirspor - Friday August 20 - 2010,Eskisehirspor,hard,4-2-3-1,IVESA;YAMAN;COSKUN;NADAREVIC;ARSLAN;KAYA;PELE;TELLO;OZTURK;ZENGIN;JOHN,1;7;5;13;51;20;8;14;10;77;22,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,1037698
Konyaspor vs. Eskisehirspor - Friday August 20 - 2010,Konyaspor,hard,4-4-2,TOKGOZ;ABBAS;KERE;YAVUZ;GUNGOR;DOCKAL;TORAMAN;EGE;GRAJCIAR;YAGMUR;LIETAVA,99;3;44;4;55;88;5;25;27;12;39,0;0;0;0;1;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;0;0;1,0;0;0;0;0;0;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,1037698
Antalyaspor vs. Sivasspor - Saturday August 21 - 2010,Antalyaspor,hard,4-4-2,KESER;TUNCER;BARIS;RADELJIC;SEKMAN;TITA;PROMENT;ARSLAN;ZITOUNI;DJIEHOUA;ATES,18;28;24;27;6;86;12;58;11;29;10,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;1,0;0;0;0;1;0;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,1037703
Antalyaspor vs. Sivasspor - Saturday August 21 - 2010,Sivasspor,hard,4-2-3-1,RAMOVIC;BIKMAZ;BAYRAK;IVANOVS;DERELI;BEKMEZCI;NAS;YILMAZ;MBANANGOYE;ERIS;YILDIZ,12;88;6;4;61;8;7;18;13;10;9,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;1;1;1;0;0;0;0;1;1;0,0;1;1;1;0;0;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,1037703
Besiktas vs. Buyuksehir Belediyespor - Saturday August 21 - 2010,Besiktas,easy,4-2-3-1,GONEN;UZULMEZ;GULUM;FERRARI;GUVEN;ERNST;DELGADO;QUARESMA;KAHVECI;HILBERT;HOLOSKO,99;19;22;27;44;28;10;7;8;9;23,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,1037704
Besiktas vs. Buyuksehir Belediyespor - Saturday August 21 - 2010,Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;EKSIOGLU;DEPE;YILMAZ;SAHIN;KORKMAZ;TEKDEMIR;AKIN;HOLMEN;KOSE;ALIN,1;17;3;16;53;8;21;11;23;88;12,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;1;0;0,0;0;1;1;1;1;0;0;0;0;0,0;0;1;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;1;0;0;0;0;1,1037704
Galatasaray vs. Bursaspor - Sunday August 22 - 2010,Bursaspor,hard,4-5-1,IVANKOV;WEDERSON;ERDOGAN;STEPANOV;TANDOGAN;IPEK;ERGIC;BATALLA;CIMSIR;SEN;YILDIRIM,27;3;4;55;21;20;25;17;5;10;9,0;0;0;0;0;0;2;0;0;0;0,0;0;0;0;1;0;0;0;0;1;0,1;0;0;0;0;0;0;0;1;1;0,1;0;0;0;0;0;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,1037705
Galatasaray vs. Bursaspor - Sunday August 22 - 2010,Galatasaray,easy,4-3-3,CEYLAN;TURAN;CETIN;NEILL;SARIOGLU;AKMAN;SARP;OZBEK;KEWELL;BAROS;TURAN,86;4;76;2;55;18;16;8;99;15;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,0;0;0;0;0;1;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,1037705
Genclerbirligi vs. Gaziantepspor - Sunday August 22 - 2010,Gaziantepspor,hard,4-5-1,KARCEMARSKAS;IVAN;AYHAN;GUNGOR;SUME;ARI;KURTULUS;JORGINHO;ZURITA;ADIN;YILMAZ,1;6;2;4;3;7;16;11;8;29;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;0;1;0;1,1037699
Genclerbirligi vs. Gaziantepspor - Sunday August 22 - 2010,Genclerbirligi,hard,4-5-1,KULBILGE;KALKAN;CURRI;BOZ;SAM;MERIC;JEDINAK;HARBUZI;CAN;CALIK;ZEC,1;69;5;26;67;17;14;8;40;7;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,1037699
Manisaspor vs. Ankaragucu - Sunday August 22 - 2010,Ankaragucu,hard,4-4-2,ONGUN;KLUKOWSKI;TOSCALI;ZEWLAKOW;UCAR;CEK;GUCER;SAPARA;VAROL;SESTAK;AKAN,41;5;25;14;3;60;50;27;19;9;10,0;0;0;0;0;1;0;0;1;1;0,0;0;0;0;1;0;0;2;0;0;0,0;0;1;0;0;0;0;1;0;1;0,0;0;1;0;0;0;0;1;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,1037697
Manisaspor vs. Ankaragucu - Sunday August 22 - 2010,Manisaspor,hard,4-3-3,AVCIBAY;MOMHA;DIXON;OZSARAC;BARIS;OZGUR;INCEDEMIR;CALISKAN;PROMISE;KAHE;EMRECIKSIN,1;29;55;3;41;39;4;5;10;11;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,1037697
Kasimpasa vs. Bucaspor - Monday August 23 - 2010,Bucaspor,hard,4-4-2,FERNANDES;MULEMO;AK;TOMAS;COLGECEN;TASKIRAN;DAGASAN;BASDAG;LEKO;MENDY;MANUCHO,13;5;6;2;4;21;8;61;23;11;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,1037700
Kasimpasa vs. Bucaspor - Monday August 23 - 2010,Kasimpasa,hard,4-5-1,OZGEN;KAPLAN;LUIZ HENRIQUE;ONER;VARELA;DIMITROV;KELLER;KURTULUS;ACIL;AYGUNES;MARTIN,68;5;13;4;7;11;2;35;28;10;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,1037700
Trabzonspor vs. Fenerbahce - Monday August 23 - 2010,Fenerbahce,easy,4-4-2,GUNOK;SANTOS;FABIO BILICA;LUGANO;GONUL;HURMACI;CRISTIAN;BELOZOGLU;TOPUZ;NIANG;SENTURK,34;27;58;2;77;20;16;5;38;7;23,0;0;0;1;0;0;0;0;2;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;1,1037702
Trabzonspor vs. Fenerbahce - Monday August 23 - 2010,Trabzonspor,easy,4-3-3,KIVRAK;CALE;KORKMAZ;GLOWACKI;BALCI;COLMAN;GULSELAM;INAN;ALANZINHO;GUTIERREZ;YATTARA,35;3;16;4;30;20;6;8;25;9;61,0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;1;1;0;0;1,1;0;1;0;0;0;1;0;0;0;0,1;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;1;0;1,1037702
Ankaragucu vs. Kayserispor - Friday August 27 - 2010,Ankaragucu,hard,4-5-1,ONGUN;KLUKOWSKI;TOSCALI;ZEWLAKOW;UCAR;CEK;GUCER;SAPARA;RAJNOCH;VAROL;AKAN,41;5;25;14;3;60;50;27;17;19;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;1,1043703
Ankaragucu vs. Kayserispor - Friday August 27 - 2010,Kayserispor,hard,4-2-3-1,HAMIDOU;KALDIRIM;ALEKSANDRE AMISULASHVILI;KESIMAL;TURACI;TEBER;SANTANA;TROISI;ANDRE MORITZ;CANGELE;BOYRAZ,16;3;5;4;35;6;14;7;19;10;11,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,1043703
Gaziantepspor vs. Konyaspor - Friday August 27 - 2010,Gaziantepspor,hard,4-4-2,KARCEMARSKAS;IVAN;AYHAN;GUNGOR;SUME;ADIN;KURTULUS;CEYLAN;SOSA;YILMAZ;CESAR,1;6;2;4;3;29;16;5;18;10;99,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;1;1;1;0;1;0;0;0,0;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;0;0;1;0;0,1043710
Gaziantepspor vs. Konyaspor - Friday August 27 - 2010,Konyaspor,hard,4-5-1,TOKGOZ;ABBAS;KERE;YAVUZ;ASLANTAS;DOCKAL;TORAMAN;MONTANO;GUNGOR;ACAR;LIETAVA,99;3;44;4;38;88;5;11;55;20;39,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;2;0;0;0;0;1;0,1;0;1;1;0;0;0;1;0;1;1,1;0;1;1;0;0;0;1;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;1,1043710
Bucaspor vs. Genclerbirligi - Saturday August 28 - 2010,Bucaspor,hard,4-4-2,FERNANDES;MULEMO;AK;TOMAS;COLGECEN;TASKIRAN;DAGASAN;LEKO;AYDIN;MENDY;MANUCHO,13;5;6;2;4;21;8;23;7;11;9,0;0;1;0;1;0;0;0;0;0;1,0;0;0;0;0;1;0;1;1;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,1043704
Bucaspor vs. Genclerbirligi - Saturday August 28 - 2010,Genclerbirligi,hard,4-5-1,KULBILGE;KALKAN;CURRI;DEMIR;SAM;DELIBALTA;JEDINAK;HARBUZI;CAN;MEHMET;ZEC,1;69;5;4;67;13;14;8;40;9;10,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;1;0;0,0;0;0;1;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;1;0,1043704
Buyuksehir Belediyespor vs. Kasimpasa - Saturday August 28 - 2010,Buyuksehir Belediyespor,hard,4-4-2,HASAGIC;EKSIOGLU;TEKDEMIR;DEPE;SAHIN;SUZEN;KORKMAZ;HOLMEN;AKIN;KOSE;ALIN,1;17;21;3;53;81;8;23;11;88;12,0;0;0;0;0;0;0;0;1;0;1,0;1;0;0;0;0;0;0;0;1;1,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;1;0;0,1043707
Buyuksehir Belediyespor vs. Kasimpasa - Saturday August 28 - 2010,Kasimpasa,hard,4-4-2,SAHIN;KAPLAN;LUIZ HENRIQUE;ONER;KELLER;AYGUNES;ACIL;KURTULUS;VARELA;MARTIN;DIMITROV,1;5;13;4;2;10;28;35;7;9;11,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;1;0;0,0;0;0;1;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,1043707
Sivasspor vs. Bursaspor - Saturday August 28 - 2010,Bursaspor,hard,4-2-3-1,IVANKOV;WEDERSON;ERDOGAN;STEPANOV;TANDOGAN;CIMSIR;ERGIC;IPEK;BATALLA;SEN;NUNEZ,27;3;4;55;21;5;25;20;17;10;29,0;0;0;0;1;0;0;0;0;1;0,1;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,1043702
Sivasspor vs. Bursaspor - Saturday August 28 - 2010,Sivasspor,hard,4-2-3-1,RAMOVIC;BIKMAZ;BAYRAK;IVANOVS;DERELI;BEKMEZCI;NAS;YILMAZ;MBANANGOYE;ERIS;YILDIZ,12;88;6;4;61;8;7;18;13;10;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;1;1;0;0,0;0;1;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,1043702
Eskisehirspor vs. Galatasaray - Sunday August 29 - 2010,Eskisehirspor,hard,4-5-1,IVESA;YAMAN;COSKUN;VUCKO;ARSLAN;TELLO;KAYA;OZTURK;PELE;ESER;KARADENIZ,1;7;5;27;51;14;20;10;8;21;26,0;1;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;0;1,0;0;0;0;1;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;1;0,1043708
Eskisehirspor vs. Galatasaray - Sunday August 29 - 2010,Galatasaray,easy,4-3-3,CEYLAN;KURTULUS;CETIN;NEILL;TURAN;OZBEK;SARP;AKMAN;TURAN;BAROS;ELANO,86;23;76;2;4;8;16;18;10;15;9,0;0;1;0;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;1;1;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;0;0;0;1,1043708
Fenerbahce vs. Manisaspor - Sunday August 29 - 2010,Fenerbahce,easy,4-5-1,GUNOK;ERKIN;FABIO BILICA;LUGANO;ALKAN;STOCH;CRISTIAN;ALEX;BELOZOGLU;TOPUZ;NIANG,34;88;58;2;17;11;16;10;5;38;7,0;0;0;1;0;0;0;1;0;0;2,0;1;0;0;2;0;0;1;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,1043705
Fenerbahce vs. Manisaspor - Sunday August 29 - 2010,Manisaspor,hard,4-5-1,AVCIBAY;AYDIN;DIXON;TOK;COKMUS;SIMPSON;GUVEN;CALISKAN;YILMAZ;EMRECIKSIN;PROMISE,1;34;55;54;85;9;8;5;88;7;10,0;0;0;0;0;1;0;0;0;0;1,0;0;0;0;1;0;0;1;0;0;0,0;0;0;1;1;0;0;0;1;0;0,0;0;0;1;1;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,1043705
