game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_substitutions,source_match_id
Galatasaray vs. Samsunspor - Sunday August 11 - 2002,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;INCEEFE;SARR;DAVALA;SAS;BATISTA;LOUREIRO;GOKTAN;KARAN;ERDEM,1;67;23;20;22;11;4;10;7;9;6,0;0;0;0;0;0;0;1;0;2;1,0;1;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;1;0;0,0;1;0;0;0;1;0;1;0;0;0,951662
Galatasaray vs. Samsunspor - Sunday August 11 - 2002,Samsunspor,hard,5-3-2,SHORUNMU;ULUN;YELEK;JOVANOSKI;KOLOGLU;GUNGOR;KORKMAZ;AYDIN;SAGIR;SAGLAM;ERTAN,1;3;34;2;5;13;7;22;55;6;21,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;1;0;0;0;1;0;1;0,951662
Gaziantepspor vs. Denizlispor - Sunday August 11 - 2002,Denizlispor,hard,3-5-2,KUCUK;CIMEN;CETIN;KRATOCHVIL;HIETANEN;ERTUGRUL;KAHRAMAN;BOYRAZ;TANDOGAN;MARTIN;OZKAN,1;3;76;8;2;55;5;20;22;9;11,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;1;0;1;0;0;1;0,951660
Gaziantepspor vs. Denizlispor - Sunday August 11 - 2002,Gaziantepspor,hard,3-5-2,CATKIC;TORAMAN;BOUAZIZI;BOLUKBASI;BEKIROGLU;MARANGOZ;PREKO;ASLAN;OZKAN;VIOLA;TEKKE,1;19;13;47;11;6;4;7;39;9;61,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,951660
Goztepe vs. Elazigspor - Sunday August 11 - 2002,Elazigspor,hard,3-5-2,RICHARD KINGSON;BECEREN;MIRKOVIC;TURGUT;SARI;JARRO;NAMLI;KURNAZ;CAKMAK;MESZAROS;YANIK,78;6;2;71;3;13;14;5;22;9;28,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;1;0;0;1;1;0;0;0;0,951659
Goztepe vs. Elazigspor - Sunday August 11 - 2002,Goztepe,hard,3-5-2,ATAMAN;BEDIR;BOZACI;YAVAS;KOCABICAK;DEMIRCIOGLU;BAKI;YUNGUL;AKINCI;OUEJDIDE;AGACE,10;47;53;19;3;6;22;8;34;9;11,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;1;0;0;1;1,951659
Kocaelispor vs. Genclerbirligi - Sunday August 11 - 2002,Genclerbirligi,hard,3-5-2,TOKGOZ;BARIS;BOZKURT;EL SAKA;GURSEL;AHMED HASSAN;ZDEBEL;MBAYO;KOC;CIHAN;DAEMS,99;25;14;5;39;7;8;12;17;50;3,0;0;0;0;2;0;1;0;0;0;0,0;0;0;0;0;0;0;2;1;0;0,1;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,951661
Kocaelispor vs. Genclerbirligi - Sunday August 11 - 2002,Kocaelispor,hard,3-5-2,SAHIN;COLAK;BLATSIS;SARMAN;BILGEN;VERGUL;ARSLAN;OZTONGA;EREN;ALEKSANDROV;BORAL,77;5;16;4;61;21;57;3;34;10;20,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;1;0;1;0;0;1;0;0;1;0,0;0;1;0;1;1;0;0;0;0;0,951661
Denizlispor vs. Galatasaray - Friday August 16 - 2002,Denizlispor,hard,5-3-2,KUCUK;HIETANEN;CIMEN;CETIN;KRATOCHVIL;TANDOGAN;ERTUGRUL;KAHRAMAN;BOYRAZ;MARTIN;OZKAN,1;2;3;76;8;22;55;5;20;9;11,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;0;0;0;0,0;1;1;1;0;0;2;0;0;0;0,0;1;0;0;0;0;0;1;1;0;0,1118800
Denizlispor vs. Galatasaray - Friday August 16 - 2002,Galatasaray,easy,4-2-3-1,MONDRAGON;PENBE;INCEEFE;SARR;DAVALA;BATISTA;GOKTAN;SAS;LOUREIRO;HASPOLATLI;KARAN,1;67;23;20;22;4;7;11;10;19;9,0;0;0;1;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;1,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;1,1118800
Besiktas vs. Kocaelispor - Saturday August 17 - 2002,Besiktas,easy,4-5-1,CORDOBA;UZULMEZ;RONALDO GUIARO;ZAGO;DOGANTEZ;METIN;AMARAL;YALCIN;HAVUTCU;TUNA;PANCU,1;19;5;30;2;67;8;10;3;13;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;0;0;1;0;0;1;1;0,1118802
Besiktas vs. Kocaelispor - Saturday August 17 - 2002,Kocaelispor,hard,4-5-1,SAHIN;COLAK;SARMAN;KARAKAYIS;EREN;BORAL;VERGUL;YASAN;ARSLAN;ARSLANER;ALEKSANDROV,77;5;4;59;34;20;21;6;57;13;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;1;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;1,1118802
Elazigspor vs. Trabzonspor - Saturday August 17 - 2002,Elazigspor,hard,3-5-2,USAK;BECEREN;TURGUT;MIRKOVIC;GENC;KURNAZ;NAMLI;HATIPOGLU;YESILMESE;MESZAROS;YANIK,54;6;71;2;11;5;14;23;20;9;28,0;0;0;0;0;0;0;0;0;1;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;0,0;0;0;0;0;0;1;0;1;0;1,1118801
Elazigspor vs. Trabzonspor - Saturday August 17 - 2002,Trabzonspor,easy,4-5-1,PETKOVIC;SUNGUR;GURACAR;OZSOY;YALCINKAYA;LEE;UCUNCU;KARADENIZ;MEHMET AURELIO;DAS;YILMAZ,23;7;4;3;32;13;19;61;15;38;17,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;1;0;1;0;0;0,1118801
Genclerbirligi vs. Istanbulspor - Saturday August 17 - 2002,Genclerbirligi,hard,4-4-2,TOKGOZ;DAEMS;EL SAKA;TOPRAKTEPE;BARIS;GURSEL;AHMED HASSAN;ZDEBEL;KOC;CIHAN;MBAYO,99;3;5;2;25;39;7;8;17;50;12,0;0;0;0;0;1;1;0;1;1;0,0;1;0;0;0;0;0;1;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,1118803
Genclerbirligi vs. Istanbulspor - Saturday August 17 - 2002,Istanbulspor,hard,4-4-2,BOUKAR;PETKOV;AKBAS;OKECHUKWU;HUSEYINOGLU;BAYAR;KOCABAL;SAHIN;SAIDOU;YOZGATLI;ISLER,12;6;98;5;52;26;23;21;20;66;10,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;1;1;0;0;0;0,1118803
Malatyaspor vs. Gaziantepspor - Saturday August 17 - 2002,Gaziantepspor,hard,3-5-2,CATKIC;AKICI;BOUAZIZI;TORAMAN;ROMASHCHENKO;KOPRULU;ASLAN;TEMEL;OZBAY;PREKO;TEKKE,1;20;13;19;22;26;7;18;66;4;61,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;0;1,1118804
Malatyaspor vs. Gaziantepspor - Saturday August 17 - 2002,Malatyaspor,hard,3-5-2,MILOSEVSKI;KORKMAZ;OZER;SEYHAN;BAYAZIT;ABDELAZIZ;YAVAS;ONUR;BENSOL;ULUSOY;ESER,1;44;16;28;7;14;10;46;99;9;11,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;1,0;0;1;0;0;1;1;0;0;0;0,1118804
Samsunspor vs. Bursaspor - Saturday August 17 - 2002,Bursaspor,hard,3-5-2,KELEMEN;BULAT;OZBEY;KILIC;DAMLA;JUNIOR;VARESANOVIC;SEVEN;SEN;SOZKESEN;YILMAZ,1;5;6;52;3;99;8;7;11;21;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;1;1;0;1;0;0,1118805
Samsunspor vs. Bursaspor - Saturday August 17 - 2002,Samsunspor,hard,3-5-2,SHORUNMU;YELEK;JOVANOSKI;OZKOYLU;ULUN;GUNGOR;AYDIN;NAS;KORKMAZ;ERTAN;ISMAILOGLU,1;34;2;9;3;13;22;77;7;21;28,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;1;0;0,0;0;0;0;0;0;1;0;0;1;1,1118805
Adanaspor vs. Diyarbakirspor - Sunday August 18 - 2002,Adanaspor,hard,3-5-2,SAHIN;TIMKO;HONCA;OZTURK;EMILOV;DALCICEK;PACHOLA;OZATAK;YAVUZ;BALKAYA;ATES,1;4;5;17;25;6;27;2;21;11;10,0;0;0;0;0;0;0;0;0;0;2,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;2;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;1,1118807
Adanaspor vs. Diyarbakirspor - Sunday August 18 - 2002,Diyarbakirspor,hard,3-5-2,KARAGOL;MOURA;SAATCIOGLU;DUMAN;KOCAK;BAHADIR;KOLGU;DIDA;YIGIT;RRAKLLI;AKYUZ,28;33;5;21;99;15;11;20;22;9;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;1;1;1;0;0;0;1;0;0;0,0;0;1;1;0;1;0;0;0;0;0,1118807
Altay Sk vs. Goztepe - Sunday August 18 - 2002,Altay Sk,hard,3-5-2,DAGDELEN;ATAN;ZENGIN;CAGIRAN;KARAKOC;OZTURK;VIDUSLU;KALOGLU;GULTEKIN;KUDAY;AKIN,1;4;7;5;33;9;45;11;22;20;55,0;1;0;0;0;0;0;1;0;1;1,0;0;1;0;0;1;0;0;0;0;0,0;0;0;1;0;0;1;0;1;0;0,0;0;0;0;0;0;0;0;1;1;1,1118808
Altay Sk vs. Goztepe - Sunday August 18 - 2002,Goztepe,hard,3-5-2,ATAMAN;BEDIR;BOZACI;YAVAS;DEMIRCIOGLU;BAKI;AGACE;YUNGUL;AKINCI;KALENGA;BIRYOL,10;47;53;19;6;22;11;8;34;14;15,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;2;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;1;0;1;0;0;0,1118808
Fenerbahce vs. Ankaragucu - Sunday August 18 - 2002,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;DURSUN;TASDEMIR;OZLEM;BAIDOO;CARABAS;KELES;AHINFUL,22;3;4;78;2;76;5;7;8;10;15,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;0;2;0;0,0;0;0;0;1;1;0;1;0;0;0,1118806
Fenerbahce vs. Ankaragucu - Sunday August 18 - 2002,Fenerbahce,easy,3-4-3,RECBER;DOGAN;TEMIZKANOGLU;AKYEL;ERCAN;STEVIC;ORTEGA;JOHNSON;REVIVO;WASHINGTON;AKIN,1;4;3;22;18;32;23;28;10;21;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;0;0;0,0;1;0;1;0;1;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,1118806
Goztepe vs. Adanaspor - Saturday August 24 - 2002,Adanaspor,hard,4-4-2,SAHIN;UNAL;HONCA;OZTURK;TIMKO;YAVUZ;PACHOLA;DALCICEK;OZATAK;BALKAYA;ATES,1;19;5;17;4;21;27;6;2;11;10,0;0;0;0;0;0;0;0;0;0;2,0;0;0;0;0;0;1;0;0;1;0,0;0;1;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,1118809
Goztepe vs. Adanaspor - Saturday August 24 - 2002,Goztepe,hard,3-5-2,KORK;YAVAS;COLGECEN;KOK;KOCABICAK;BOZACI;AGACE;YUNGUL;AKINCI;DJEBAILI;BIRYOL,99;19;21;5;3;53;11;8;34;7;15,0;1;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,1118809
Istanbulspor vs. Besiktas - Saturday August 24 - 2002,Besiktas,easy,4-4-2,CORDOBA;UZULMEZ;RONALDO GUIARO;ZAGO;DOGANTEZ;YILDIRIM;AMARAL;YALCIN;GUNEY;DURSUN;PANCU,1;19;5;30;2;4;8;10;16;7;9,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,1118810
Istanbulspor vs. Besiktas - Saturday August 24 - 2002,Istanbulspor,hard,4-5-1,GUNGOR;PETKOV;AKBAS;OKECHUKWU;HUSEYINOGLU;BAYAR;SAIDOU;SAHIN;ONATLI;KOCABAL;ISLER,61;6;98;5;52;26;20;21;35;23;10,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;1;1;0;1;0;0;0;1,0;0;0;0;1;1;0;0;1;0;0,1118810
Kocaelispor vs. Samsunspor - Saturday August 24 - 2002,Kocaelispor,hard,4-4-2,SAHIN;COLAK;SARMAN;KARAKAYIS;ARSLANER;BORAL;ARSLAN;YASAN;EREN;ALEKSANDROV;LAZAROV,77;5;4;59;13;20;57;6;34;10;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;1;1;0;1;0;0;0;0;0;0,1118812
Kocaelispor vs. Samsunspor - Saturday August 24 - 2002,Samsunspor,hard,3-5-2,SHORUNMU;YELEK;JOVANOSKI;OZKOYLU;ULUN;NAS;SAGIR;GUNGOR;KORKMAZ;SAGLAM;AYDIN,1;34;2;9;3;77;55;13;7;6;22,0;0;0;1;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;0;1;1,0;1;1;0;1;0;0;0;0;0;1,0;0;0;0;0;1;1;0;0;0;1,1118812
Trabzonspor vs. Altay Sk - Saturday August 24 - 2002,Altay Sk,hard,5-3-2,DAGDELEN;KIRTOGLU;CAGIRAN;ATAN;ZENGIN;GULTEKIN;AKIN;VIDUSLU;KARAKOC;OZTURK;KUDAY,1;8;5;4;7;22;55;45;33;9;20,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;1;1,0;0;0;0;0;1;1;0;0;0;1,1118811
Trabzonspor vs. Altay Sk - Saturday August 24 - 2002,Trabzonspor,easy,3-5-2,PETKOVIC;OZSOY;GURACAR;CIMSIR;LEE;UCUNCU;KAHRAMAN;MEHMET AURELIO;KARADENIZ;YILMAZ;DAS,23;3;4;5;13;19;20;15;61;17;38,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;0;1;0;0,1118811
Ankaragucu vs. Elazigspor - Sunday August 25 - 2002,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;DURSUN;OZLEM;TASDEMIR;BAIDOO;KELES;NICULESCU;AHINFUL,22;3;4;78;2;5;76;7;10;26;15,0;0;0;0;0;0;1;0;0;1;1,0;0;0;0;0;1;1;0;1;0;0,0;1;0;1;0;1;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;1,1118814
Ankaragucu vs. Elazigspor - Sunday August 25 - 2002,Elazigspor,hard,4-4-2,USAK;TURGUT;BECEREN;MIRKOVIC;YESILMESE;GENC;KURNAZ;NAMLI;HATIPOGLU;MESZAROS;YANIK,54;71;6;2;20;11;5;14;23;9;28,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;1;0,0;1;0;0;1;0;0;1;0;0;0,1118814
Denizlispor vs. Malatyaspor - Sunday August 25 - 2002,Denizlispor,hard,3-5-2,HEINEN;CIMEN;CETIN;KRATOCHVIL;KECELI;GULPINAR;KAHRAMAN;KARTOP;TANDOGAN;MARTIN;OZKAN,17;3;76;8;28;60;5;6;22;9;11,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;1;0;0;1;1;0;0,1118816
Denizlispor vs. Malatyaspor - Sunday August 25 - 2002,Malatyaspor,hard,3-5-2,MILOSEVSKI;SEYHAN;KORKMAZ;SAHIN;BAYAZIT;OZER;YAVAS;ABDELAZIZ;STANKOV;ULUSOY;ESER,1;28;44;65;7;16;10;14;3;9;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;1;0,0;0;0;1;0;1;0;0;1;0;0,1118816
Diyarbakirspor vs. Genclerbirligi - Sunday August 25 - 2002,Diyarbakirspor,hard,3-5-2,KARAGOL;KAMBUROGLU;ERDOGAN;DUMAN;KOCAK;YUCETAS;KOLGU;DIDA;OZTURK;COULIBALY;AKYUZ,28;74;4;21;99;10;11;20;2;14;18,0;0;0;0;0;0;1;0;0;0;0,0;1;0;0;0;0;0;0;0;1;0,0;1;0;1;0;1;0;0;0;0;0,0;0;0;0;1;0;0;0;0;1;1,1118815
Diyarbakirspor vs. Genclerbirligi - Sunday August 25 - 2002,Genclerbirligi,hard,3-5-2,TOKGOZ;BARIS;BOZKURT;EL SAKA;DAEMS;AHMED HASSAN;BALCI;ZDEBEL;GURSEL;CIHAN;MBAYO,99;25;14;5;3;7;30;8;39;50;12,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;1;0;0;1;0;0,1118815
Galatasaray vs. Bursaspor - Sunday August 25 - 2002,Bursaspor,hard,3-5-2,KELEMEN;OZBEY;BULAT;KILIC;SEVEN;ER;SEN;JUNIOR;UYSAL;SOZKESEN;YILMAZ,1;6;5;52;7;14;11;99;35;21;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,1118813
Galatasaray vs. Bursaspor - Sunday August 25 - 2002,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;INCEEFE;KORKMAZ;DAVALA;AKMAN;BATISTA;LOUREIRO;SAS;KARAN;ERDEM,1;67;23;3;22;18;4;10;11;9;6,0;0;0;0;0;0;0;0;0;0;2,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;1;0,1118813
Besiktas vs. Diyarbakirspor - Friday August 30 - 2002,Besiktas,easy,4-4-2,CORDOBA;YILDIRIM;RONALDO GUIARO;ZAGO;DOGANTEZ;TOPRAKTEPE;AMARAL;METIN;TUNA;DURSUN;PANCU,1;4;5;30;2;41;8;67;13;7;9,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;1;0;0,1118818
Besiktas vs. Diyarbakirspor - Friday August 30 - 2002,Diyarbakirspor,hard,3-5-2,DIALLO;ERDOGAN;SAATCIOGLU;KAMBUROGLU;KOCAK;KOLGU;HACIOGLU;YUCETAS;OZTURK;RRAKLLI;COULIBALY,76;4;5;74;99;11;53;10;2;9;14,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;1,1118818
Adanaspor vs. Trabzonspor - Saturday August 31 - 2002,Adanaspor,hard,4-4-2,SAHIN;EMILOV;HONCA;TIMKO;OZATAK;YAVUZ;DALCICEK;PACHOLA;OZTURK;BALKAYA;ATES,1;25;5;4;2;21;6;27;17;11;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;1;0;0,0;0;0;0;1;0;0;1;0;1;0,1118821
Adanaspor vs. Trabzonspor - Saturday August 31 - 2002,Trabzonspor,easy,3-5-2,PETKOVIC;GURACAR;DIENG;OZSOY;LEE;UCUNCU;OZGUR;MEHMET AURELIO;KARADENIZ;YILMAZ;BUSHI,23;4;16;3;13;19;11;15;61;17;14,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,0;0;0;1;1;0;0;0;0;1;0,1118821
Altay Sk vs. Ankaragucu - Saturday August 31 - 2002,Altay Sk,hard,4-4-2,DAGDELEN;CHAMENI;ATAN;CAGIRAN;GULTEKIN;KARAKOC;VIDUSLU;ZENGIN;AKIN;OZTURK;INAL,1;18;4;5;22;33;45;7;55;9;10,0;0;0;0;0;0;0;0;1;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;1;0,1118819
Altay Sk vs. Ankaragucu - Saturday August 31 - 2002,Ankaragucu,hard,3-5-2,OZGULTEKIN;BARIS;KUTLU;OZSARAC;CARABAS;OZLEM;TASDEMIR;BAIDOO;KELES;NICULESCU;AHINFUL,22;3;4;78;8;5;76;7;10;26;15,0;0;0;0;0;1;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;2,0;0;1;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;1;1;0,1118819
Bursaspor vs. Kocaelispor - Saturday August 31 - 2002,Bursaspor,hard,3-5-2,KELEMEN;BULAT;OZBEY;KILIC;UYSAL;JUNIOR;SEVEN;SERTKAYA;SEN;SOZKESEN;YILMAZ,1;5;6;52;35;99;7;23;11;21;10,0;0;0;0;0;1;0;0;0;0;3,0;0;0;0;0;0;1;1;0;1;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;1;0;0;1,1118822
