game,team,difficulty,formation,lineup,lineup_numbers
Malatyaspor vs. Elazigspor - Sunday November 2 - 2003,Malatyaspor,hard,3-5-2,TUNCAY;SEYHAN;KORKMAZ;BENSOL;KOCAK;MKHALELE;PACHOLA;ABDELAZIZ;YAVAS;ULUSOY;AKAGUNDUZ,48;28;44;99;77;30;33;14;10;9;6
Rizespor vs. Konyaspor - Sunday November 2 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNDOSTU;TEMIZKANOGLU;TURKMEN;KARACA;GUNEY;YILMAZ;YESILKAYA;CELIK;BIRYOL;AKSOY,1;4;9;33;16;12;6;20;2;8;14
Rizespor vs. Konyaspor - Sunday November 2 - 2003,Rizespor,hard,3-5-2,YIGITER;CAGIRAN;AVCI;DUYMUS;OZDEMIR;VURUR;OZTURK;ASKAROGLU;AZER;SOZKESEN;CHUKWU,1;6;5;49;10;23;9;43;81;11;87
Trabzonspor vs. Bursaspor - Friday November 7 - 2003,Bursaspor,hard,4-4-2,KULBILGE;MIU;DAMLA;JUNIOR;TUNA;BULUT;ER;FRASINEANU;SERTKAYA;GANEA;YILMAZ,22;3;30;6;18;19;5;20;21;9;10
Trabzonspor vs. Bursaspor - Friday November 7 - 2003,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;D'HAENE;CORA;EREN;ROMASHCHENKO;CIMSIR;EGE;KARADENIZ;TEKKE;AHINFUL,1;8;24;18;34;22;5;25;61;9;29
Adanaspor vs. Akcaabat Sebatspor - Saturday November 8 - 2003,Adanaspor,hard,4-4-2,SAHIN;UNAL;KOSE;YANYALI;YAVUZ;BEKIROGLU;DALCICEK;OZTURK;YUCETAS;MESZAROS;ATES,1;19;53;3;21;79;8;34;6;15;10
Adanaspor vs. Akcaabat Sebatspor - Saturday November 8 - 2003,Akcaabat Sebatspor,hard,3-5-2,OZEL;GEZMIS;YILMAZ;BAYRAK;UZUN;BILAZER;ZAJAC;TOKAC;DERELI;PARLAYAN;SUMIALA,1;5;28;21;18;20;15;22;27;52;17
Konyaspor vs. Samsunspor - Saturday November 8 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNDOSTU;TEMIZKANOGLU;TURKMEN;KARACA;GUNEY;YESILKAYA;YILMAZ;CELIK;BIRYOL;AKSOY,1;4;9;33;16;12;20;6;2;8;14
Konyaspor vs. Samsunspor - Saturday November 8 - 2003,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;YAVAS;YELEK;CAN;SAGIR;KIRITA;TURHAN;NAS;AYDIN;ALTIN,1;19;27;28;17;8;21;7;6;22;20
Diyarbakirspor vs. Malatyaspor - Sunday November 9 - 2003,Diyarbakirspor,hard,4-4-2,KARAGOL;TUNC;SAATCIOGLU;BECEREN;YIGIT;DEMIRCIOGLU;BOZACI;GHODHBANE;JUPI;GUNER;HACIOGLU,21;3;5;4;22;34;6;17;20;9;53
Diyarbakirspor vs. Malatyaspor - Sunday November 9 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;BENSOL;KORKMAZ;SEYHAN;DUMAN;MKHALELE;ABDELAZIZ;PACHOLA;YAVAS;BIRLIK;AKAGUNDUZ,48;99;44;28;51;30;14;33;10;7;6
Elazigspor vs. Istanbulspor - Sunday November 9 - 2003,Elazigspor,hard,3-5-2,KONIG;DEBNAR;COL;GUR;OZALP;TURGUT;DELIORMAN;CZINEGE;ALTUN;YANIK;YAGMUR,1;99;60;45;6;71;7;33;53;11;24
Elazigspor vs. Istanbulspor - Sunday November 9 - 2003,Istanbulspor,hard,3-5-2,ZDRAVKOV;AKBAS;OKECHUKWU;DOGANTEZ;ALEKSANDROV;SAIDOU;YOZGATLI;BAYAR;KUS;BUSHI;BOLIC,1;98;5;3;10;20;66;26;36;21;9
Galatasaray vs. Ankaragucu - Sunday November 9 - 2003,Ankaragucu,hard,4-4-2,OZGULTEKIN;DURSUN;EL DESOUKI;OZLEM;OZSARAC;TURKMEHMET;DOGAN;YILDIRIM;EVREN;KELES;KARTAL,22;2;13;5;3;20;23;36;14;10;9
Galatasaray vs. Ankaragucu - Sunday November 9 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;PENBE;DE BOER;KORKMAZ;PRATES;SAS;PETRE;AKMAN;SARIOGLU;SUKUR;BRATU,1;67;5;3;29;11;24;18;55;10;15
Gaziantepspor vs. Denizlispor - Sunday November 9 - 2003,Denizlispor,hard,3-5-2,HAMIDOU;KRATOCHVIL;ATAN;KECELI;AKDENIZ;GULPINAR;BAYAZIT;KARTOP;KAHRAMAN;MARTIN;MULTAHARJU,16;77;6;28;17;60;7;3;5;9;22
Gaziantepspor vs. Denizlispor - Sunday November 9 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;BOUAZIZI;TORAMAN;BOLUKBASI;AYHAN;NAMLI;JOHNSON;OZBAY;JAZIRI;LAZAROV,1;6;13;19;7;72;10;15;66;20;11
Genclerbirligi vs. Besiktas - Sunday November 9 - 2003,Besiktas,easy,3-5-2,CORDOBA;RONALDO GUIARO;ASIK;ZAGO;UZULMEZ;HAVUTCU;METIN;GIUNTI;KOC;MANSIZ;PANCU,1;5;2;30;19;3;67;20;71;26;9
Genclerbirligi vs. Besiktas - Sunday November 9 - 2003,Genclerbirligi,hard,4-4-2,BOTONJIC;BARIS;BOZKURT;EL SAKA;TANDOGAN;DAEMS;BALCI;SKOKO;OZKAN;CIHAN;YOULA,16;25;14;5;22;3;30;15;8;50;11
Ankaragucu vs. Genclerbirligi - Saturday November 22 - 2003,Ankaragucu,hard,3-5-2,OZGULTEKIN;OZSARAC;EL DESOUKI;DURSUN;TURKMEHMET;OZLEM;DOGAN;YILDIRIM;SMEETS;KELES;KARTAL,22;3;13;2;20;5;23;36;99;10;9
Ankaragucu vs. Genclerbirligi - Saturday November 22 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BARIS;OZBEY;DAEMS;SKOKO;BALCI;OZKAN;TANDOGAN;CIHAN;YOULA,16;5;25;6;3;15;30;8;22;50;11
Besiktas vs. Konyaspor - Saturday November 22 - 2003,Besiktas,easy,3-5-2,KURSUNLU;ZAGO;RONALDO GUIARO;YILDIRIM;UZULMEZ;SULUN;YALCIN;HAVUTCU;KOC;DURSUN;PANCU,22;30;5;4;19;6;10;3;71;7;9
Besiktas vs. Konyaspor - Saturday November 22 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNEY;TEMIZKANOGLU;TURKMEN;KARACA;YESILKAYA;PEREIRA;DEMIR;CELIK;BIRYOL;AKSOY,1;12;9;33;16;20;15;25;2;8;14
Denizlispor vs. Galatasaray - Saturday November 22 - 2003,Denizlispor,hard,4-2-3-1,HAMIDOU;KECELI;ATAN;KRATOCHVIL;AKINCI;GULPINAR;KARTOP;AKDENIZ;BAYAZIT;MULTAHARJU;MARTIN,16;28;6;77;34;60;3;17;7;22;9
Denizlispor vs. Galatasaray - Saturday November 22 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;UNSAL;DE BOER;KORKMAZ;PRATES;SAS;BATISTA;AKMAN;SARIOGLU;SUKUR;BRATU,1;57;5;3;29;11;8;18;55;10;15
Malatyaspor vs. Gaziantepspor - Saturday November 22 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;JOHNSON;TORAMAN;BOLUKBASI;AYHAN;NAMLI;COLAK;OZBAY;OZER;LAZAROV,1;6;15;19;7;72;10;5;66;9;11
Malatyaspor vs. Gaziantepspor - Saturday November 22 - 2003,Malatyaspor,hard,3-5-2,TUNCAY;SEYHAN;KORKMAZ;BENSOL;KOCAK;MKHALELE;PACHOLA;ABDELAZIZ;ONCAN;ULUSOY;AKAGUNDUZ,48;28;44;99;77;30;33;14;11;9;6
Bursaspor vs. Akcaabat Sebatspor - Sunday November 23 - 2003,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;YILMAZ;UZUN;BILAZER;OZGUR;ZAJAC;DERELI;PARLAYAN;KARACA,13;5;21;28;18;20;7;15;27;52;11
Bursaspor vs. Akcaabat Sebatspor - Sunday November 23 - 2003,Bursaspor,hard,4-4-2,KULBILGE;DAMLA;GURACAR;JUNIOR;KILIC;FRASINEANU;SERTKAYA;ER;TUNA;GANEA;YILMAZ,22;30;4;6;17;20;21;5;18;9;10
Istanbulspor vs. Diyarbakirspor - Sunday November 23 - 2003,Diyarbakirspor,hard,3-5-2,KARAGOL;BECEREN;SAATCIOGLU;TUNC;DEMIRCIOGLU;BOZACI;JUPI;GHODHBANE;YIGIT;GUNER;HACIOGLU,21;4;5;3;34;6;20;17;22;9;53
Istanbulspor vs. Diyarbakirspor - Sunday November 23 - 2003,Istanbulspor,hard,5-4-1,ZDRAVKOV;BAYAR;DOGANTEZ;AKBAS;OKECHUKWU;BUYUK;ALEKSANDROV;SAIDOU;KUS;YOZGATLI;BALILI,1;26;3;98;5;34;10;20;36;66;17
Rizespor vs. Adanaspor - Sunday November 23 - 2003,Adanaspor,hard,4-5-1,KUCUKTAKA;UNAL;KOSE;OZTURK;YAVUZ;BEKIROGLU;YUCETAS;DALCICEK;OZATAK;LALIK;ATES,35;19;53;4;21;79;6;8;22;30;10
Rizespor vs. Adanaspor - Sunday November 23 - 2003,Rizespor,hard,4-4-2,YIGITER;CEPNI;DUYMUS;AVCI;CAGIRAN;OZTURK;ASKAROGLU;ALPUGAN;DEMIRAY;SOZKESEN;CHUKWU,1;99;49;5;6;9;43;74;7;11;87
Samsunspor vs. Fenerbahce - Sunday November 23 - 2003,Fenerbahce,easy,3-3-3-1,BILER;LUCIANO;CETIN;TOMAS;REBROV;SAHIN;GULDUREN;SANLI;MEHMET AURELIO;SENTURK;VAN HOOIJDONK,13;2;28;6;18;21;3;10;15;23;17
Samsunspor vs. Fenerbahce - Sunday November 23 - 2003,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;YAVAS;YELEK;CAN;SAGIR;KIRITA;TURHAN;NAS;ALTIN;AYKUT,1;19;27;28;17;8;21;7;6;20;10
Trabzonspor vs. Elazigspor - Sunday November 23 - 2003,Elazigspor,hard,3-5-2,KONIG;DEBNAR;COL;GUR;TURGUT;MARANGOZ;HATIPOGLU;DELIORMAN;KURNAZ;ALTUN;YANIK,1;99;60;45;71;27;23;7;5;53;11
Trabzonspor vs. Elazigspor - Sunday November 23 - 2003,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;D'HAENE;YAVUZ;EREN;ROMASHCHENKO;CIMSIR;UCUNCU;KARADENIZ;TEKKE;AHINFUL,1;8;24;38;34;22;5;19;61;9;29
Galatasaray vs. Malatyaspor - Friday November 28 - 2003,Galatasaray,easy,4-4-2,ERCETIN;PENBE;AK;TAMAS;PRATES;AKMAN;PETRE;GOKTAN;SARIOGLU;SUKUR;BRATU,12;67;4;30;29;18;24;7;55;10;15
Galatasaray vs. Malatyaspor - Friday November 28 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;KOCAK;KORKMAZ;SEYHAN;BENSOL;MKHALELE;PACHOLA;ABDELAZIZ;ONCAN;ULUSOY;AKAGUNDUZ,48;77;44;28;99;30;33;14;11;9;6
Akcaabat Sebatspor vs. Rizespor - Saturday November 29 - 2003,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;YILMAZ;UZUN;ZAJAC;OZGUR;BILAZER;DERELI;PARLAYAN;KAYNAK,13;5;21;28;18;15;7;20;27;52;38
Akcaabat Sebatspor vs. Rizespor - Saturday November 29 - 2003,Rizespor,hard,3-5-2,YIGITER;CAGIRAN;AVCI;KURKCU;VICTORIA;ASKAROGLU;DEMIRAY;SEDLAK;AZER;OZTURK;SOZKESEN,1;6;5;53;14;43;7;13;81;9;11
Diyarbakirspor vs. Trabzonspor - Saturday November 29 - 2003,Diyarbakirspor,hard,4-4-2,KARAGOL;TUNC;SAATCIOGLU;BECEREN;YIGIT;DEMIRCIOGLU;BOZACI;GHODHBANE;GUNER;BAKADAL;HACIOGLU,21;3;5;4;22;34;6;17;9;19;53
Diyarbakirspor vs. Trabzonspor - Saturday November 29 - 2003,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;YAVUZ;ASIL;CORA;ROMASHCHENKO;CIMSIR;EGE;KARADENIZ;TEKKE;YATTARA,1;8;38;6;18;22;5;25;61;9;11
Elazigspor vs. Bursaspor - Saturday November 29 - 2003,Bursaspor,hard,3-5-2,KULBILGE;MIU;GURACAR;JUNIOR;DAMLA;KILIC;SEN;SERTKAYA;TUNA;GANEA;YILMAZ,22;3;4;6;30;17;23;21;18;9;10
Elazigspor vs. Bursaspor - Saturday November 29 - 2003,Elazigspor,hard,3-5-2,KONIG;GUR;DEBNAR;KURNAZ;ALTUN;TURGUT;DELIORMAN;MARANGOZ;HATIPOGLU;YANIK;BIULA,1;45;99;5;53;71;7;27;23;11;17
Konyaspor vs. Ankaragucu - Saturday November 29 - 2003,Ankaragucu,hard,3-5-2,BAHADIR;BARIS;KUTLU;OZSARAC;DURSUN;OZLEM;KELES;YILDIRIM;EVREN;KARTAL;BULUT,1;45;4;3;2;5;10;36;14;9;38
Konyaspor vs. Ankaragucu - Saturday November 29 - 2003,Konyaspor,hard,3-5-2,BOUKAR;TEMIZKANOGLU;PEREIRA;TURKMEN;KARACA;DEMIR;AKSOY;YESILKAYA;GUNEY;ISLER;BIRYOL,1;9;15;33;16;25;14;20;12;10;8
Adanaspor vs. Samsunspor - Sunday November 30 - 2003,Adanaspor,hard,5-4-1,KUCUKTAKA;UNAL;OZTURK;YANYALI;KOSE;YAVUZ;DALCICEK;YUCETAS;OZATAK;LALIK;ATES,35;19;4;3;53;21;8;6;22;30;10
Adanaspor vs. Samsunspor - Sunday November 30 - 2003,Samsunspor,hard,3-5-2,SHORUNMU;YAVAS;ULUN;YELEK;SAGIR;KIRITA;TURHAN;NAS;CAN;ALTIN;AYKUT,1;27;3;28;8;21;7;6;17;20;10
Fenerbahce vs. Besiktas - Sunday November 30 - 2003,Besiktas,easy,3-5-2,CORDOBA;RONALDO GUIARO;ASIK;YILDIRIM;UZULMEZ;HAVUTCU;METIN;GIUNTI;KOC;MANSIZ;YALCIN,1;5;2;4;19;3;67;20;71;26;10
Fenerbahce vs. Besiktas - Sunday November 30 - 2003,Fenerbahce,easy,4-2-3-1,BILER;PETKOV;LUCIANO;TOMAS;GUNES;SAHIN;OZAT;SANLI;MEHMET AURELIO;AKIN;VAN HOOIJDONK,13;19;2;6;30;21;5;10;15;9;17
Gaziantepspor vs. Istanbulspor - Sunday November 30 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;TORAMAN;BOUAZIZI;JOHNSON;BOLUKBASI;GUNES;NAMLI;KARAKAYIS;OZBAY;OZER;LAZAROV,1;19;13;15;7;27;10;59;66;9;11
Gaziantepspor vs. Istanbulspor - Sunday November 30 - 2003,Istanbulspor,hard,3-5-2,ZDRAVKOV;AKBAS;OKECHUKWU;DOGANTEZ;BAYAR;SAIDOU;VIDUSLU;KUS;YOZGATLI;ALEKSANDROV;BALILI,1;98;5;3;26;20;19;36;66;10;17
Genclerbirligi vs. Denizlispor - Sunday November 30 - 2003,Denizlispor,hard,4-4-2,HAMIDOU;AKDENIZ;ATAN;KRATOCHVIL;AKINCI;KECELI;GULPINAR;BOYRAZ;MULTAHARJU;MARTIN;BAYAZIT,16;17;6;77;34;28;60;20;22;9;7
Genclerbirligi vs. Denizlispor - Sunday November 30 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;BARIS;AKIN;MERCIMEK;DAEMS;BALCI;MBAYO;SKOKO;TANDOGAN;CIHAN;OZKAN,16;25;7;23;3;30;12;15;22;50;8
Besiktas vs. Adanaspor - Friday December 5 - 2003,Adanaspor,hard,4-4-2,SAHIN;UNAL;YANYALI;OZTURK;YAVUZ;DALCICEK;OZATAK;YUCETAS;LALIK;BALKAYA;ATES,1;19;3;4;21;8;22;6;30;23;10
Besiktas vs. Adanaspor - Friday December 5 - 2003,Besiktas,easy,3-5-2,KURSUNLU;ZAGO;ASIK;YILDIRIM;UZULMEZ;AHMED HASSAN;HAVUTCU;METIN;KOC;PANCU;KALOGLU,22;30;2;4;19;77;3;67;71;9;11
Diyarbakirspor vs. Elazigspor - Saturday December 6 - 2003,Diyarbakirspor,hard,4-5-1,KARAGOL;TUNC;SAATCIOGLU;BECEREN;YIGIT;DEMIRCIOGLU;BOZACI;JUPI;GHODHBANE;HACIOGLU;GUNER,21;3;5;4;22;34;6;20;17;53;9
Diyarbakirspor vs. Elazigspor - Saturday December 6 - 2003,Elazigspor,hard,3-5-2,KONIG;COL;DEBNAR;GUR;TURGUT;KURNAZ;DELIORMAN;HATIPOGLU;KOPRULU;YANIK;YAGMUR,1;60;99;45;71;5;7;23;8;11;24
Istanbulspor vs. Galatasaray - Saturday December 6 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;UNSAL;AK;DE BOER;TAMAS;SAS;PETRE;PENBE;SARIOGLU;SUKUR;GOKTAN,1;57;4;5;30;11;24;67;55;10;7
Istanbulspor vs. Galatasaray - Saturday December 6 - 2003,Istanbulspor,hard,4-2-3-1,DAGLAROGLU;BAYAR;AKBAS;OKECHUKWU;DOGANTEZ;VIDUSLU;SAIDOU;YOZGATLI;ALEKSANDROV;KUS;BALILI,24;26;98;5;3;19;20;66;10;36;17
Samsunspor vs. Akcaabat Sebatspor - Saturday December 6 - 2003,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;YILMAZ;UZUN;BILAZER;OZGUR;ZAJAC;DERELI;PARLAYAN;KINALI,13;5;21;28;18;20;7;15;27;52;61
Samsunspor vs. Akcaabat Sebatspor - Saturday December 6 - 2003,Samsunspor,hard,4-4-2,SHORUNMU;ADALTO;YAVAS;YELEK;GUNGOR;SAGIR;KIRITA;TURHAN;CAN;ALTIN;AYKUT,1;19;27;28;13;8;21;7;17;20;10
Trabzonspor vs. Gaziantepspor - Saturday December 6 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;BOUAZIZI;TORAMAN;BOLUKBASI;AYHAN;NAMLI;JOHNSON;OZBAY;JAZIRI;LAZAROV,1;6;13;19;7;72;10;15;66;20;11
Trabzonspor vs. Gaziantepspor - Saturday December 6 - 2003,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;D'HAENE;YAVUZ;UCUNCU;ROMASHCHENKO;CIMSIR;EGE;KARADENIZ;TEKKE;YATTARA,1;8;24;38;19;22;5;25;61;9;11
Ankaragucu vs. Fenerbahce - Sunday December 7 - 2003,Ankaragucu,hard,4-4-2,BAHADIR;DURSUN;EL DESOUKI;BARIS;OZSARAC;TURKMEHMET;OZLEM;YILDIRIM;KELES;BULUT;KARTAL,1;2;13;45;3;20;5;36;10;38;9
Ankaragucu vs. Fenerbahce - Sunday December 7 - 2003,Fenerbahce,easy,4-4-2,DEMIREL;PETKOV;LUCIANO;TOMAS;GUNES;REBROV;SAHIN;OZAT;SIMSEK;VAN HOOIJDONK;SANLI,24;19;2;6;30;18;21;5;20;17;10
Denizlispor vs. Konyaspor - Sunday December 7 - 2003,Denizlispor,hard,4-4-2,HAMIDOU;KECELI;ATAN;KRATOCHVIL;AKINCI;AKDENIZ;GULPINAR;BOYRAZ;MULTAHARJU;MARTIN;BAYAZIT,16;28;6;77;34;17;60;20;22;9;7
Denizlispor vs. Konyaspor - Sunday December 7 - 2003,Konyaspor,hard,3-5-2,BOUKAR;GUNDOSTU;TEMIZKANOGLU;TURKMEN;KARACA;DEMIR;AKSOY;YESILKAYA;CELIK;ISLER;BIRYOL,1;4;9;33;16;25;14;20;2;10;8
Malatyaspor vs. Genclerbirligi - Sunday December 7 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BOZKURT;MERCIMEK;DAEMS;MBAYO;BALCI;OZKAN;TANDOGAN;CIHAN;YOULA,16;5;14;23;3;12;30;8;22;50;11
Malatyaspor vs. Genclerbirligi - Sunday December 7 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;KOCAK;KORKMAZ;SEYHAN;BENSOL;MKHALELE;ABDELAZIZ;YAVAS;BIRLIK;ULUSOY;AKAGUNDUZ,48;77;44;28;99;30;14;10;7;9;6
Rizespor vs. Bursaspor - Sunday December 7 - 2003,Bursaspor,hard,3-5-2,KULBILGE;MIU;KORKMAZ;KILIC;FRASINEANU;JUNIOR;DAMLA;SERTKAYA;TUNA;GANEA;YILMAZ,22;3;16;17;20;6;30;21;18;9;10
Rizespor vs. Bursaspor - Sunday December 7 - 2003,Rizespor,hard,3-5-2,YIGITER;AZER;AVCI;BESERLER;VICTORIA;ASKAROGLU;SONBAY;SEDLAK;CAGIRAN;OZTURK;CHUKWU,1;81;5;2;14;43;8;13;6;9;87
Akcaabat Sebatspor vs. Besiktas - Saturday December 13 - 2003,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;BAYRAK;YILMAZ;UZUN;ZAJAC;OZGUR;TOKAC;DERELI;KINALI;BILAZER,13;5;21;28;18;15;7;22;27;61;20
Akcaabat Sebatspor vs. Besiktas - Saturday December 13 - 2003,Besiktas,easy,3-4-1-2,CORDOBA;ZAGO;RONALDO GUIARO;HAVUTCU;METIN;GIUNTI;YILDIRIM;KOC;AHMED HASSAN;KALOGLU;TOPRAKTEPE,1;30;5;3;67;20;4;71;77;11;41
Fenerbahce vs. Denizlispor - Saturday December 13 - 2003,Denizlispor,hard,4-4-2,HAMIDOU;KECELI;ATAN;KRATOCHVIL;BAYER;AKDENIZ;GULPINAR;KARTOP;MULTAHARJU;MARTIN;BAYAZIT,16;28;6;77;14;17;60;3;22;9;7
Fenerbahce vs. Denizlispor - Saturday December 13 - 2003,Fenerbahce,easy,4-4-2,DEMIREL;PETKOV;LUCIANO;TOMAS;GUNES;REBROV;SAHIN;OZAT;SANLI;VAN HOOIJDONK;AKIN,24;19;2;6;30;18;21;5;10;17;9
Gaziantepspor vs. Elazigspor - Saturday December 13 - 2003,Elazigspor,hard,4-4-2,KONIG;OZALP;DEBNAR;KURNAZ;TURGUT;DELIORMAN;HATIPOGLU;MARANGOZ;CZINEGE;ALTUN;KOPRULU,1;6;99;5;71;7;23;27;33;53;8
Gaziantepspor vs. Elazigspor - Saturday December 13 - 2003,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;BOUAZIZI;TORAMAN;BOLUKBASI;JOHNSON;NAMLI;KARAKAYIS;OZBAY;JAZIRI;LAZAROV,1;6;13;19;7;15;10;59;66;20;11
Genclerbirligi vs. Istanbulspor - Saturday December 13 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BOZKURT;OZBEY;OZKAN;BARIS;MBAYO;SKOKO;BALCI;CIHAN;YOULA,16;5;14;6;8;25;12;15;30;50;11
Genclerbirligi vs. Istanbulspor - Saturday December 13 - 2003,Istanbulspor,hard,4-4-2,DAGLAROGLU;BAYAR;AKBAS;OKECHUKWU;DOGANTEZ;YOZGATLI;VIDUSLU;SAIDOU;KUS;ALEKSANDROV;BALILI,24;26;98;5;3;66;19;20;36;10;17
Adanaspor vs. Ankaragucu - Sunday December 14 - 2003,Adanaspor,hard,4-5-1,SAHIN;BEKIROGLU;KOSE;OZTURK;BUDAK;BEKIROGLU;YUCETAS;LALIK;DALCICEK;UNAL;ATES,1;5;53;4;44;79;6;30;8;19;10
Adanaspor vs. Ankaragucu - Sunday December 14 - 2003,Ankaragucu,hard,4-4-2,BAHADIR;DURSUN;KUTLU;BARIS;EL DESOUKI;TURKMEHMET;OZLEM;YILDIRIM;KELES;RAGAB;BULUT,1;2;4;45;13;20;5;36;10;19;38
Bursaspor vs. Diyarbakirspor - Sunday December 14 - 2003,Bursaspor,hard,4-4-2,KULBILGE;MIU;KORKMAZ;GURACAR;TUNA;DAMLA;JUNIOR;BULUT;SERTKAYA;YILMAZ;ESER,22;3;16;4;18;30;6;19;21;10;11
Bursaspor vs. Diyarbakirspor - Sunday December 14 - 2003,Diyarbakirspor,hard,4-4-2,KARAGOL;TUNC;BECEREN;STAVREVSKI;YIGIT;DEMIRCIOGLU;JUPI;GHODHBANE;BOZACI;GUNER;HACIOGLU,21;3;4;12;22;34;20;17;6;9;53
Galatasaray vs. Trabzonspor - Sunday December 14 - 2003,Galatasaray,easy,4-4-2,MONDRAGON;AK;DE BOER;KORKMAZ;SARIOGLU;ERCAN;PETRE;GOKTAN;HASPOLATLI;SUKUR;BRATU,1;4;5;3;55;22;24;7;19;10;15
Galatasaray vs. Trabzonspor - Sunday December 14 - 2003,Trabzonspor,easy,4-2-3-1,PETKOVIC;SOMERS;YAVUZ;CIMSIR;D'HAENE;UCUNCU;EGE;KARADENIZ;ROMASHCHENKO;YATTARA;TEKKE,1;8;38;5;24;19;25;61;22;11;9
Konyaspor vs. Malatyaspor - Sunday December 14 - 2003,Konyaspor,hard,4-4-2,ONGUN;YESILKAYA;GUNDOSTU;TEMIZKANOGLU;CELIK;KARACA;TURKMEN;AKSOY;DEMIR;ISLER;BIRYOL,78;20;4;9;2;16;33;14;25;10;8
Konyaspor vs. Malatyaspor - Sunday December 14 - 2003,Malatyaspor,hard,4-4-2,TUNCAY;YAVAS;SEYHAN;BENSOL;KORKMAZ;KOCAK;HUSEYINOGLU;ONCAN;MKHALELE;ULUSOY;AKAGUNDUZ,48;10;28;99;44;77;52;11;30;9;6
Rizespor vs. Samsunspor - Sunday December 14 - 2003,Rizespor,hard,4-4-2,YIGITER;AZER;DUYMUS;AVCI;BESERLER;VICTORIA;SONBAY;SEDLAK;ASKAROGLU;OZTURK;CHUKWU,1;81;49;5;2;14;8;13;43;9;87
Rizespor vs. Samsunspor - Sunday December 14 - 2003,Samsunspor,hard,3-5-2,SHORUNMU;YELEK;YAVAS;OZKOYLU;ADALTO;GUNGOR;AYDIN;TURHAN;CAN;AYKUT;SAGIR,1;28;27;5;19;13;22;7;17;10;8
Besiktas vs. Rizespor - Saturday December 20 - 2003,Besiktas,easy,3-5-2,CORDOBA;RONALDO GUIARO;ASIK;ZAGO;UZULMEZ;YALCIN;HAVUTCU;METIN;DABROWSKI;MANSIZ;PANCU,1;5;2;30;19;10;3;67;17;26;9
Besiktas vs. Rizespor - Saturday December 20 - 2003,Rizespor,hard,4-4-2,YIGITER;AZER;BESERLER;AVCI;CAGIRAN;VICTORIA;TATAN;SEDLAK;ASKAROGLU;CHUKWU;DEMIRAY,1;81;2;5;6;14;3;13;43;87;7
Elazigspor vs. Galatasaray - Saturday December 20 - 2003,Elazigspor,hard,4-4-2,KONIG;OZALP;DEBNAR;GUR;TURGUT;HATIPOGLU;CZINEGE;DELIORMAN;MARANGOZ;ALTUN;YANIK,1;6;99;45;71;23;33;7;27;53;11
Elazigspor vs. Galatasaray - Saturday December 20 - 2003,Galatasaray,easy,4-4-2,ERCETIN;PENBE;ERDOGAN;TAMAS;PRATES;SAS;PETRE;BATISTA;SARIOGLU;KARAN;BRATU,12;67;2;30;29;11;24;8;55;9;15
Trabzonspor vs. Genclerbirligi - Saturday December 20 - 2003,Genclerbirligi,hard,3-5-2,BOTONJIC;EL SAKA;BOZKURT;MERCIMEK;DAEMS;BALCI;BARIS;SKOKO;TANDOGAN;CIHAN;OZKAN,16;5;14;23;3;30;25;15;22;50;8
Trabzonspor vs. Genclerbirligi - Saturday December 20 - 2003,Trabzonspor,easy,4-4-2,PETKOVIC;SOMERS;D'HAENE;YAVUZ;UCUNCU;ROMASHCHENKO;CIMSIR;EGE;KARADENIZ;TEKKE;YATTARA,1;8;24;38;19;22;5;25;61;9;11
Ankaragucu vs. Akcaabat Sebatspor - Sunday December 21 - 2003,Akcaabat Sebatspor,hard,3-5-2,AKTAS;GEZMIS;KIP;YILMAZ;UZUN;ERGIN;ZAJAC;OZGUR;DERELI;PARLAYAN;KINALI,13;5;2;28;18;8;15;7;27;52;61
