game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Kocaelispor vs. Fenerbahce - Friday August 11 - 2000,Fenerbahce,easy,3-5-2,RECBER;DOGAN;OKECHUKWU;MIRKOVIC;ERCAN;TEMIZKANOGLU;REVIVO;GUNES;LAZETIC;ANDERSSON;BALJIC,1;4;5;6;18;3;10;2;17;19;11,0;0;0;0;0;1;1;0;1;1;0,0;0;0;0;0;0;0;0;0;1;2,0;0;1;0;0;1;0;1;0;0;1,0;0;1;0;0;1;0;1;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;0;0;1;0,951672
Kocaelispor vs. Fenerbahce - Friday August 11 - 2000,Kocaelispor,hard,4-4-2,MERT;COLAK;AK;MIRKOVIC;ARSLANER;SAHIN;ABDELAZIZ;AHMED HASSAN;OZTONGA;DABROWSKI;TOPRAKTEPE,1;5;8;2;13;26;15;17;3;7;41,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;1;0,951672
Besiktas vs. Yimpas Yozgatspor - Saturday August 12 - 2000,Besiktas,easy,4-4-2,SHORUNMU;MUNCH;ZAFER;HALILAGIC;KHLESTOV;KAHVECI;OZDILEK;HAVUTCU;KARHAN;NOUMA;DURSUN,1;11;6;5;16;8;10;3;2;21;7,0;0;0;0;0;1;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;1;0;0,951673
Besiktas vs. Yimpas Yozgatspor - Saturday August 12 - 2000,Yimpas Yozgatspor,hard,4-4-2,TOKGOZ;MVUEZOLO;ARSLAN;OZER;KAYA;KARACA;HINCAL;DASGUN;DUMAN;PREKO;KOCABEY,99;14;4;16;34;18;7;53;6;22;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;0;1,951673
Bursaspor vs. Gaziantepspor - Saturday August 12 - 2000,Bursaspor,hard,3-5-2,ZIEGLER;OZBEY;ER;SPANRING;DAMLA;LUPESCU;GONDEN;SEVEN;ALKAN;SOZKESEN;YILMAZ,1;6;2;4;3;5;7;8;20;9;11,0;0;0;0;0;1;1;0;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;1;0;0;1;0;1;0;0;0;0,0;1;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;1;0;0;0,951675
Bursaspor vs. Gaziantepspor - Saturday August 12 - 2000,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;KORKMAZ;TUNC;ALBAYRAK;BAYRAKTAR;SAHINTURK;BATISTA;YIGIT;OZER;TEKKE,1;4;3;77;11;44;99;8;27;9;61,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;1;0,951675
Erzurumspor vs. Trabzonspor - Saturday August 12 - 2000,Erzurumspor,hard,3-5-2,KORAC;ERDOGAN;BAKHTIARIZADEH;VURAL;NELIKER;DEMIR;RZAYEV;YUCETAS;BEYAZ;LOBE;KOVACEVIC,1;4;6;5;26;25;18;7;20;10;19,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;1;0;0;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;1;0;0,951676
Erzurumspor vs. Trabzonspor - Saturday August 12 - 2000,Trabzonspor,easy,3-5-2,MILOSEVSKI;OZKOYLU;NIKOLOVSKI;OZTURK;KARADENIZ;DEMIRAY;NAMLI;SERAFIMOVSKI;TUNA;LANGE;CIKIRIKCI,12;5;3;4;61;7;17;21;25;18;6,0;0;0;0;0;0;1;0;1;0;0,0;0;0;1;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;0;0;1;1,951676
Genclerbirligi vs. Rizespor - Saturday August 12 - 2000,Genclerbirligi,hard,4-4-2,NYS;GULDUREN;DOGANTEZ;TOPRAKTEPE;OZAT;SOUZA;ZDEBEL;BASTURK;PHIRI;KONA;KARAN,1;3;23;34;5;6;8;10;2;11;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;1;0;0;0;1;0,951674
Genclerbirligi vs. Rizespor - Saturday August 12 - 2000,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;DIENG;ASIL;BILGE;AVCI;SEZER;AYHAN;NAS;YILMAZ;TETTEH,1;5;14;6;33;77;20;8;17;10;35,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;2;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,951674
Denizlispor vs. Galatasaray - Sunday August 13 - 2000,Denizlispor,hard,3-5-2,KUCUK;EL SAKA;BADRA;SONMEZ;GORGEC;KARTOP;KAFKAS;BICICI;TANDOGAN;BIRDAL;BILAZER,1;4;5;34;8;6;19;10;22;11;25,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,951680
Denizlispor vs. Galatasaray - Sunday August 13 - 2000,Galatasaray,easy,4-4-2,TAFFAREL;PENBE;KORKMAZ;POPESCU;AKYEL;HAGI;KAYA;BELOZOGLU;BURUK;JARDEL;MARCIO MIXIRICA,1;67;3;4;14;10;8;5;7;9;36,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,951680
Istanbulspor vs. Adanaspor - Sunday August 13 - 2000,Adanaspor,hard,3-5-2,SCHEUER;KIRILOV;KOSE;YANYALI;TOPCU;OZTURK;ARSLAN;YORUK;SANCARBARLAS;BALKAYA;ISLER,1;99;53;4;11;7;8;20;12;9;55,0;0;0;0;0;0;0;0;0;0;5,0;0;0;0;1;1;0;0;0;1;1,0;1;0;0;0;0;1;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;1;0;0,951677
Istanbulspor vs. Adanaspor - Sunday August 13 - 2000,Istanbulspor,hard,3-5-2,GUNGOR;GUR;TICE;MOURA;PETKOV;BURUK;UCUNCU;OZDEMIR;CETIN;BUSHI;YAVAS,61;17;49;4;6;5;10;76;54;8;9,0;0;0;0;0;1;0;1;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;1;1;0;1,0;0;0;0;0;0;0;1;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,951677
Samsunspor vs. Ankaragucu - Sunday August 13 - 2000,Ankaragucu,hard,3-5-2,DA SILVA;SARMAN;KUTLU;OZLEM;OZALP;TASDEMIR;ROGERIO BELEM;NGOBE;KELES;TURKMEN;KENNEDY,30;41;4;5;22;7;6;8;10;9;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;0,951679
Samsunspor vs. Ankaragucu - Sunday August 13 - 2000,Samsunspor,hard,3-5-2,BOUKAR;YELEK;KOLOGLU;RONALDO;AKDENIZ;NAS;METIN;BAIDOO;CAN;SAGLAM;MANSIZ,12;34;55;33;9;29;11;8;99;6;21,0;1;0;0;0;0;0;0;0;2;0,0;0;0;1;1;0;0;0;0;0;1,0;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;1;0,951679
Siirt Jetpa Spor vs. Antalyaspor - Sunday August 13 - 2000,Antalyaspor,hard,3-5-2,KARAHAN;KAMBUROGLU;SAATCIOGLU;GINCHEV;MUSIC;YAVAS;BIRLIK;CIMSIR;CAKIR;KINALI;ANDJELKOVIC,1;74;5;23;20;9;8;11;6;61;16,0;0;0;0;0;0;0;0;0;2;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,951678
Siirt Jetpa Spor vs. Antalyaspor - Sunday August 13 - 2000,Siirt Jetpa Spor,hard,3-5-2,AKCEVRE;DASBULAK;AMCAOGLU;SAVUT;HAMZAOGLU;GUNES;IKIZER;AYDIN;AVSEREN;COULIBALY;OZTURK,1;3;33;2;20;23;7;25;12;27;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;1;0;0;0;1,951678
Antalyaspor vs. Besiktas - Friday August 18 - 2000,Antalyaspor,hard,3-5-2,KARAHAN;KAMBUROGLU;SAATCIOGLU;GINCHEV;MUSIC;CIMSIR;YAVAS;GAUDINO;CAKIR;KINALI;BIRLIK,1;74;5;23;20;11;9;10;6;61;8,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;1,1079606
Antalyaspor vs. Besiktas - Friday August 18 - 2000,Besiktas,easy,3-5-2,SHORUNMU;GURACAR;BOZKURT;HALILAGIC;MUNCH;HAVUTCU;OZDILEK;KARHAN;KAHVECI;NOUMA;DURSUN,1;17;14;5;11;3;10;2;8;21;7,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;1,0;0;0;0;0;1;0;0;0;1;0,0;0;0;0;0;1;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;1,1079606
Ankaragucu vs. Kocaelispor - Saturday August 19 - 2000,Ankaragucu,hard,3-5-2,DA SILVA;KUTLU;TASDEMIR;SARMAN;OZALP;OZLEM;NAMDAR;NGOBE;KELES;TURKMEN;KENNEDY,30;4;7;41;22;5;39;8;10;9;18,0;0;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;1;1,1079608
Ankaragucu vs. Kocaelispor - Saturday August 19 - 2000,Kocaelispor,hard,4-4-2,MERT;BILGEN;AK;MIRKOVIC;ARSLANER;OZTONGA;HASPOLATLI;ABDELAZIZ;AHMED HASSAN;KAYNAK;OZDEN,1;6;8;2;13;3;18;15;17;10;52,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;0;0;1;0,1079608
Galatasaray vs. Erzurumspor - Saturday August 19 - 2000,Erzurumspor,hard,3-5-2,KORAC;ERDOGAN;BAKHTIARIZADEH;VURAL;NELIKER;YILMAZ;RZAYEV;YUCETAS;BEYAZ;LOBE;KOVACEVIC,1;4;6;5;26;9;18;7;20;10;19,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;1;0;0;0;1,1079610
Galatasaray vs. Erzurumspor - Saturday August 19 - 2000,Galatasaray,easy,4-4-2,TAFFAREL;PENBE;ASIK;POPESCU;AKYEL;BELOZOGLU;KAYA;HAGI;BURUK;JARDEL;AYKUT,1;67;26;4;14;5;8;10;7;9;20,0;0;0;0;0;0;0;2;0;5;0,0;0;0;0;0;1;1;0;1;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;1;0;0,1079610
Siirt Jetpa Spor vs. Rizespor - Saturday August 19 - 2000,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;DIENG;ASIL;BILGE;AVCI;KAZMAZ;AYHAN;NAS;YILMAZ;TETTEH,1;5;14;6;33;77;53;8;17;10;35,0;1;0;0;0;0;1;0;0;1;0,0;0;0;0;0;0;1;0;0;1;0,0;1;0;0;0;0;1;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,1079607
Siirt Jetpa Spor vs. Rizespor - Saturday August 19 - 2000,Siirt Jetpa Spor,hard,4-4-2,AKCEVRE;GUNES;DASBULAK;HANKE;AVSEREN;HAMZAOGLU;IKIZER;AYDIN;SAVUT;COULIBALY;NASSAR,1;23;3;8;12;20;7;25;2;27;11,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;1,1079607
Yimpas Yozgatspor vs. Denizlispor - Saturday August 19 - 2000,Denizlispor,hard,3-5-2,KUCUK;SONMEZ;BADRA;EL SAKA;GORGEC;KAFKAS;BILAZER;KARTOP;TANDOGAN;CIHAN;BIRDAL,1;34;5;4;8;19;25;6;22;50;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;1,1079609
Yimpas Yozgatspor vs. Denizlispor - Saturday August 19 - 2000,Yimpas Yozgatspor,hard,3-5-2,TOKGOZ;BARIS;OZER;DUMAN;KARACA;MVUEZOLO;DASGUN;HINCAL;OZER;PREKO;KOCABEY,99;3;16;6;18;14;53;7;2;22;10,0;1;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;1;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;0;0;0;0,1079609
Fenerbahce vs. Istanbulspor - Sunday August 20 - 2000,Fenerbahce,easy,3-4-3,RECBER;TEMIZKANOGLU;OKECHUKWU;MIRKOVIC;ERCAN;GUNES;MOSHOEU;LAZETIC;BALJIC;ANDERSSON;REVIVO,1;3;5;6;18;2;27;17;11;19;10,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;1;0;0;0,0;1;0;0;1;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;0;1;0;0,1079614
Fenerbahce vs. Istanbulspor - Sunday August 20 - 2000,Istanbulspor,hard,4-4-2,GUNGOR;PETKOV;MOURA;GUR;CETIN;ERDOGAN;BURUK;KOCABAL;OZDEMIR;BUSHI;UCUNCU,61;6;4;17;54;33;5;66;76;8;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;2;0;0;0;0;0;0;1;1,0;1;1;0;0;0;0;0;0;1;1,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;0,1079614
Gaziantepspor vs. Samsunspor - Sunday August 20 - 2000,Gaziantepspor,hard,3-5-2,CATKIC;POLAT;KORKMAZ;TUNC;ALBAYRAK;BAYRAKTAR;BATISTA;ASLAN;YIGIT;OZER;TEKKE,1;4;3;77;11;44;8;7;27;9;61,0;0;1;0;1;0;0;0;0;1;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;1;1;0;1;0;0;0,1079612
Gaziantepspor vs. Samsunspor - Sunday August 20 - 2000,Samsunspor,hard,3-5-2,BOUKAR;YELEK;KOLOGLU;RONALDO;AKDENIZ;NAS;METIN;BAIDOO;CAN;SAGLAM;MANSIZ,12;34;55;33;9;29;11;8;99;6;21,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,1;0;2;0;0;0;0;1;0;0;0,1;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;1;0,1079612
Genclerbirligi vs. Adanaspor - Sunday August 20 - 2000,Adanaspor,hard,3-5-2,SCHEUER;KIRILOV;KOSE;YANYALI;TOPCU;YORUK;AKSOY;ARSLAN;OZTURK;BALKAYA;ISLER,1;99;53;4;11;20;10;8;7;9;55,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;2;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;0,0;1;0;0;1;0;1;0;0;0;0,1079613
Genclerbirligi vs. Adanaspor - Sunday August 20 - 2000,Genclerbirligi,hard,3-5-2,NYS;TOPRAKTEPE;OZAT;DOGANTEZ;GULDUREN;TATLI;ZDEBEL;BASTURK;CAKMAK;KARAN;KONA,1;34;5;23;3;28;8;10;21;9;11,0;0;0;0;0;0;1;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,1079613
