game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Trabzonspor vs. Bursaspor - Sunday August 20 - 2000,Bursaspor,hard,4-1-4-1,ZIEGLER;DAMLA;SPANRING;OZBEY;SEVEN;ER;YILMAZ;LUPESCU;GONDEN;ALKAN;SOZKESEN,1;3;4;6;8;2;11;5;7;20;9,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;1;0,1079611
Trabzonspor vs. Bursaspor - Sunday August 20 - 2000,Trabzonspor,easy,3-5-2,MILOSEVSKI;OZKOYLU;NIKOLOVSKI;OZTURK;KARADENIZ;DEMIRAY;SERAFIMOVSKI;NAMLI;TUNA;MANDIRALI;LANGE,12;5;3;4;61;7;21;17;25;10;18,0;0;0;0;0;0;1;0;0;0;1,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;1;0;0;0;0;0;1;1,1079611
Samsunspor vs. Trabzonspor - Friday August 25 - 2000,Samsunspor,hard,4-4-2,BOUKAR;AKDENIZ;KARABABA;YELEK;ARSLAN;DOKME;NAS;METIN;CAN;SAGLAM;MANSIZ,12;9;35;34;2;15;29;11;99;6;21,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;1;0;1,0;0;1;0;0;0;0;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,1079615
Samsunspor vs. Trabzonspor - Friday August 25 - 2000,Trabzonspor,easy,4-4-2,MILOSEVSKI;DEMIRCI;NIKOLOVSKI;OZKOYLU;TUNA;KARADENIZ;SERAFIMOVSKI;NAMLI;DEMIRAY;MANDIRALI;LANGE,12;8;3;5;25;61;21;17;7;10;18,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,1079615
Denizlispor vs. Erzurumspor - Saturday August 26 - 2000,Denizlispor,hard,3-5-2,KUCUK;EL SAKA;SONMEZ;SYLLA;BAYAZIT;KAFKAS;BILAZER;KARTOP;TANDOGAN;CIHAN;BIRDAL,1;4;34;13;30;19;25;6;22;50;11,0;0;0;0;0;0;0;0;0;1;2,0;0;0;0;2;0;0;0;1;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;1,1079617
Denizlispor vs. Erzurumspor - Saturday August 26 - 2000,Erzurumspor,hard,3-5-2,KORAC;VURAL;ERDOGAN;BAKHTIARIZADEH;NELIKER;DEMIR;YUCETAS;BEYAZ;KARAKAS;LOBE;KOVACEVIC,1;5;4;6;26;25;7;20;2;10;19,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;1,1079617
Genclerbirligi vs. Fenerbahce - Saturday August 26 - 2000,Fenerbahce,easy,3-5-2,RECBER;OZSOY;OKECHUKWU;MIRKOVIC;ERCAN;GUNES;REVIVO;LAZETIC;KARABACAK;ANDERSSON;BALJIC,1;22;5;6;18;2;10;17;14;19;11,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;1,1079618
Genclerbirligi vs. Fenerbahce - Saturday August 26 - 2000,Genclerbirligi,hard,3-5-2,NYS;SUMER;DOGAN;DOGANTEZ;GULDUREN;TATLI;ZDEBEL;BASTURK;CAKMAK;KARAN;KONA,1;14;38;23;3;28;8;10;21;9;11,0;0;0;0;0;0;0;0;1;2;0,0;0;0;0;1;0;0;0;0;1;1,0;0;0;0;1;0;0;0;0;1;1,0;0;0;0;1;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,1079618
Siirt Jetpa Spor vs. Adanaspor - Saturday August 26 - 2000,Adanaspor,hard,3-5-2,SCHEUER;KIRILOV;KOSE;UZEL;TOPCU;YORUK;AKSOY;ARSLAN;OZTURK;BALKAYA;ISLER,1;99;53;39;11;20;10;8;7;9;55,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;1;1;0;0;0;0;0,1079616
Siirt Jetpa Spor vs. Adanaspor - Saturday August 26 - 2000,Siirt Jetpa Spor,hard,4-4-2,AKCEVRE;SANCAK;DASBULAK;HANKE;AVSEREN;AYDIN;ERIS;HAMZAOGLU;SAVUT;OZTURK;COULIBALY,1;6;3;8;12;25;14;20;2;9;27,0;0;0;0;0;0;1;0;0;0;1,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,1;0;0;0;0;0;0;0;1;1;0,1079616
Besiktas vs. Rizespor - Sunday August 27 - 2000,Besiktas,easy,3-5-2,SHORUNMU;GURACAR;BOZKURT;HALILAGIC;MUNCH;HAVUTCU;KARHAN;UZULMEZ;KAHVECI;NOUMA;DURSUN,1;17;14;5;11;3;2;19;8;21;7,0;0;0;0;0;0;0;0;0;2;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;1;1;1;0;0,0;0;0;0;0;1;0;1;1;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,1079622
Besiktas vs. Rizespor - Sunday August 27 - 2000,Rizespor,hard,3-5-2,HAMIDOU;DUYMUS;DIENG;ASIL;BILGE;AVCI;KAZMAZ;AYHAN;NAS;TETTEH;YILMAZ,1;5;14;6;33;77;53;8;17;35;10,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;1;0;1;0;0;0;1;0,1079622
Istanbulspor vs. Ankaragucu - Sunday August 27 - 2000,Ankaragucu,hard,3-5-2,DA SILVA;KUTLU;TASDEMIR;SARMAN;OZALP;OZLEM;NAMDAR;NGOBE;KELES;TURKMEN;KENNEDY,30;4;7;41;22;5;39;8;10;9;18,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;0;1;0;0,0;0;0;0;0;1;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;1,1079619
Istanbulspor vs. Ankaragucu - Sunday August 27 - 2000,Istanbulspor,hard,4-4-2,GUNGOR;PETKOV;GUR;HUSEYINOGLU;CETIN;ERDOGAN;BURUK;OZDEMIR;EREN;BUSHI;UCUNCU,61;6;17;52;54;33;5;76;2;8;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;1;0;0;0,1079619
Kocaelispor vs. Gaziantepspor - Sunday August 27 - 2000,Gaziantepspor,hard,4-4-2,CATKIC;TUNC;KORKMAZ;POLAT;YIGIT;ALBAYRAK;BATISTA;ASLAN;BAYRAKTAR;OZER;TEKKE,1;77;3;4;27;11;8;7;44;9;61,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;1;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;1;0;1;0,1079621
Kocaelispor vs. Gaziantepspor - Sunday August 27 - 2000,Kocaelispor,hard,4-4-2,HOFFMANN;MATSIGURA;AK;MIRKOVIC;ARSLANER;TOPRAKTEPE;ABDELAZIZ;AHMED HASSAN;HASPOLATLI;OZDEN;BOZ,28;12;8;2;13;41;15;17;18;52;9,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;1;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;1,1079621
