game,team,difficulty,formation,lineup,lineup_numbers
Buyuksehir Belediyespor vs. Eskisehirspor - Saturday August 23 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;EKSIOGLU;DEPE;GULPINAR;ZENGIN;INANC;TEKDEMIR;TJIKUZU;KILIC;BURUK;ADRIANO,1;17;3;60;15;6;21;8;35;7;19
Buyuksehir Belediyespor vs. Eskisehirspor - Saturday August 23 - 2008,Eskisehirspor,hard,4-4-2,IVESA;ONUR;NADAREVIC;VUCKO;COSKUN;OZBAYRAKTAR;KAYA;POLJAK;ERTUGRUL;YOULA;ANDERSON,1;46;13;27;75;10;20;15;55;11;7
Galatasaray vs. Denizlispor - Saturday August 23 - 2008,Denizlispor,hard,4-5-1,GONEN;BIRINCI;IRINEU;KRATOCHVIL;OLGUN;KARAKOC;ABRAHAM;DANIEL BRAGA;YIGEN;BAYDIL;ROBERTS,16;61;77;7;8;19;4;72;45;6;11
Galatasaray vs. Denizlispor - Saturday August 23 - 2008,Galatasaray,easy,4-2-3-1,ERCETIN;BALTA;CETIN;MEIRA;SARIOGLU;TOPAL;AKMAN;KEWELL;LINCOLN;SAS;NONDA,1;22;76;5;55;14;18;19;10;11;20
Gaziantepspor vs. Fenerbahce - Saturday August 23 - 2008,Fenerbahce,easy,4-2-3-1,DEMIREL;ROBERTO CARLOS;LUGANO;EDU DRACENA;GONUL;MALDONADO;BELOZOGLU;BORAL;ALEX;KAZIM-RICHARDS;GUIZA,1;3;2;4;77;33;5;25;10;8;14
Gaziantepspor vs. Fenerbahce - Saturday August 23 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;DEUMI;POLAT;SEKMAN;CEYLAN;ZURITA;OZGUR;TABATA;YOZGATLI;BETO,1;37;12;27;6;5;8;19;10;7;25
Hacettepe Spor vs. Bursaspor - Saturday August 23 - 2008,Bursaspor,hard,4-2-3-1,IVANKOV;KECELI;ERDOGAN;LEANDRAO;OZTURK;KIRITA;HAS;SEN;SARP;ACAR;ADRIANO MAGRAO,27;23;4;19;38;8;6;10;15;20;90
Hacettepe Spor vs. Bursaspor - Saturday August 23 - 2008,Hacettepe Spor,hard,4-4-2,BILER;KALKAN;MEGAHED;TELI;SAM;MENDONCA;TOZO;BEKMEZCI;ATAK;SAHIN;ZOKO,14;69;90;4;67;10;19;20;22;61;99
Sivasspor vs. Kayserispor - Saturday August 23 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;TOSCALI;TURAN;GUNGOR;BOYRAZ;SAIDOU;DURAK;TOPUZ;AGHAHOWA;PUROVIC,16;12;25;5;35;67;7;87;66;17;9
Sivasspor vs. Kayserispor - Saturday August 23 - 2008,Sivasspor,hard,4-4-2,PETKOVIC;BAYAR;DIALLO;SOZGELMEZ;DERELI;DAGASAN;TUNCER;SYLLA;AYDIN;TUM;YILDIZ,1;99;25;5;61;24;77;8;7;54;9
Antalyaspor vs. Besiktas - Sunday August 24 - 2008,Antalyaspor,hard,4-2-3-1,CATKIC;CAN;BIENIUK;DZIEWICKI;CETIN;AGCAY;ARSLAN;ZITOUNI;NGWENYA;KAVUK;DJIEHOUA,1;3;7;5;21;15;57;11;13;67;29
Antalyaspor vs. Besiktas - Sunday August 24 - 2008,Besiktas,easy,4-2-3-1,RECBER;KARABULUT;SIVOK;ZAN;TANDOGAN;CISSE;INCEMAN;TELLO;DELGADO;HOLOSKO;BOBO,1;20;6;5;22;4;8;14;10;23;13
Genclerbirligi vs. Kocaelispor - Sunday August 24 - 2008,Genclerbirligi,hard,4-2-3-1,PERIC;TEBER;EKER;EL SAKA;BALAK;SERAS;NAS;PEKTEMEK;CUBUKCU;ESER;DJITE,22;63;20;4;55;61;7;11;17;21;19
Genclerbirligi vs. Kocaelispor - Sunday August 24 - 2008,Kocaelispor,hard,4-4-2,KULBILGE;ANDJELKOVIC;CAM;TUTORIC;BUYUK;JULIO CESAR;NZEKOU;ASLAN;AKIN;JESTROVIC;GULLERI,22;3;89;55;33;8;21;10;99;11;19
Konyaspor vs. Ankaragucu - Sunday August 24 - 2008,Ankaragucu,hard,4-4-2,KIRINTILI;OZSARAC;AYDIN;SUME;CAN;OZKAYNAK;EGE;ERDOGAN;EMRECIKSIN;YILMAZ;JABA,1;2;28;3;8;39;25;33;;10;9
Konyaspor vs. Ankaragucu - Sunday August 24 - 2008,Konyaspor,hard,4-4-2,JEFFERSON;KAUE;MIHAJLOV;COGUM;GULDUREN;KOCAK;TATAN;DEMIR;HASPOLATLI;CIHAN;KILICASLAN,33;11;32;8;3;77;5;42;20;50;17
Trabzonspor vs. Ankaraspor - Sunday August 24 - 2008,Ankaraspor,hard,4-3-3,SENECKY;AYDIN;BATAK;GUVEN;YOLDAS;WEEKS;GUCER;KISA;TITA;CAKIR;BARIS,1;34;13;44;4;27;50;19;8;11;41
Trabzonspor vs. Ankaraspor - Sunday August 24 - 2008,Trabzonspor,easy,4-3-3,ZENGIN;CALE;KORKMAZ;SONG;BALCI;COLMAN;CIMSIR;INAN;BULUT;UNAL;YATTARA,29;3;16;4;30;20;5;8;10;9;11
Ankaragucu vs. Trabzonspor - Friday August 29 - 2008,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;CHAABANI;DOGANTEZ;SUME;DURUER;CAN;EGE;EMRECIKSIN;YILMAZ;JABA,1;39;55;5;3;11;8;25;7;10;9
Ankaragucu vs. Trabzonspor - Friday August 29 - 2008,Trabzonspor,easy,4-2-3-1,ZENGIN;CALE;KORKMAZ;SONG;BALCI;CIMSIR;INAN;BULUT;COLMAN;YATTARA;UNAL,29;3;16;4;30;5;8;10;20;11;9
Ankaraspor vs. Gaziantepspor - Saturday August 30 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;AYDIN;BATAK;RISP;GUVEN;GUCER;KISA;TITA;HURMACI;CAKIR;DE NIGRIS,1;34;13;3;44;50;19;8;10;11;9
Ankaraspor vs. Gaziantepspor - Saturday August 30 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;DEUMI;POLAT;SEKMAN;CEYLAN;ZURITA;OZGUR;TABATA;YOZGATLI;BETO,1;37;12;27;6;5;8;19;10;7;25
Fenerbahce vs. Buyuksehir Belediyespor - Saturday August 30 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;EKSIOGLU;DEPE;MARCUS VINICIUS;ZENGIN;GULPINAR;INANC;TJIKUZU;KAHRAMAN;BURUK;BEBBE,1;17;3;22;15;60;6;8;10;7;20
Fenerbahce vs. Buyuksehir Belediyespor - Saturday August 30 - 2008,Fenerbahce,easy,4-4-2,DEMIREL;ROBERTO CARLOS;CAKMAK;LUGANO;GONUL;BORAL;MALDONADO;ALEX;KAZIM-RICHARDS;GUIZA;SENTURK,1;3;53;2;77;25;33;10;8;14;23
Kocaelispor vs. Sivasspor - Saturday August 30 - 2008,Kocaelispor,hard,4-4-2,KULBILGE;ANDJELKOVIC;CAM;TUTORIC;BUYUK;NZEKOU;MUTLU;ASLAN;AKIN;JESTROVIC;GULLERI,22;3;89;55;33;21;6;10;99;11;19
Kocaelispor vs. Sivasspor - Saturday August 30 - 2008,Sivasspor,hard,4-4-2,PETKOVIC;BAYAR;FABIO BILICA;SOZGELMEZ;DERELI;DAGASAN;SYLLA;PACHECO;AYDIN;YILDIZ;TUM,1;99;3;5;61;24;8;10;7;9;54
Bursaspor vs. Genclerbirligi - Sunday August 31 - 2008,Bursaspor,hard,3-5-2,IVANKOV;LEANDRAO;ERDOGAN;OZTURK;SEN;KIRITA;SARP;HAS;ACAR;YILDIRIM;ADRIANO MAGRAO,27;19;4;38;10;8;15;6;20;9;90
Bursaspor vs. Genclerbirligi - Sunday August 31 - 2008,Genclerbirligi,hard,4-5-1,PERIC;TEBER;EKER;EL SAKA;OZBEY;PEKTEMEK;SERAS;AVCI;NAS;ESER;DJITE,22;63;20;4;6;11;61;15;7;21;19
Denizlispor vs. Antalyaspor - Sunday August 31 - 2008,Antalyaspor,hard,4-2-3-1,CATKIC;CAN;BIENIUK;DZIEWICKI;KAVUK;AGCAY;ARSLAN;ZITOUNI;NGWENYA;CETIN;OZKAN,1;3;7;5;67;15;58;11;13;21;10
Denizlispor vs. Antalyaspor - Sunday August 31 - 2008,Denizlispor,hard,4-2-3-1,GONEN;BIRINCI;KRATOCHVIL;ABRAHAM;IRINEU;DANIEL BRAGA;YIGEN;ROBERTS;OLGUN;BAYDIL;KINALI,16;61;7;4;77;72;45;11;8;6;10
Eskisehirspor vs. Hacettepe Spor - Sunday August 31 - 2008,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;NADAREVIC;VUCKO;OCAL;ONUR;KAYA;POLJAK;ERTUGRUL;ANDERSON;YOULA,1;75;13;27;17;46;20;15;55;7;11
Eskisehirspor vs. Hacettepe Spor - Sunday August 31 - 2008,Hacettepe Spor,hard,4-4-2,BILER;KALKAN;MEGAHED;TELI;SAM;MENDONCA;BEKMEZCI;TOZO;YAKUBU;SAHIN;ZOKO,14;69;90;4;67;10;20;19;55;61;99
Kayserispor vs. Galatasaray - Sunday August 31 - 2008,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;CETIN;MEIRA;OZBEK;LINDEROTH;AKMAN;KEWELL;TURAN;YILMAZ;KARAN,26;22;76;5;8;6;18;19;66;7;99
Kayserispor vs. Galatasaray - Sunday August 31 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;GUNGOR;TURAN;BAYRAM;OLEMBE;DURAK;SAIDOU;TOPUZ;AGHAHOWA;BAHADIR,16;12;35;5;2;20;87;7;66;17;22
Besiktas vs. Konyaspor - Monday September 1 - 2008,Besiktas,easy,4-2-3-1,RECBER;OZKAN;TORAMAN;ZAPOTOCNY;KURTULUS;CISSE;INCEMAN;TELLO;DELGADO;HOLOSKO;BOBO,1;21;58;26;2;4;8;14;10;23;13
Besiktas vs. Konyaspor - Monday September 1 - 2008,Konyaspor,hard,4-5-1,JEFFERSON;KAUE;MIHAJLOV;GULDUREN;COGUM;KOCAK;DEMIR;TATAN;HASPOLATLI;KILICASLAN;CIHAN,33;11;32;3;8;77;42;5;20;17;50
Galatasaray vs. Antalyaspor - Saturday September 13 - 2008,Antalyaspor,hard,4-2-3-1,CATKIC;CAN;AYHAN;DZIEWICKI;KAVUK;ARSLAN;AGCAY;ZITOUNI;NGWENYA;OZTURK;DJIEHOUA,1;3;2;5;67;58;15;11;13;54;29
Galatasaray vs. Antalyaspor - Saturday September 13 - 2008,Galatasaray,easy,4-4-2,DE SANCTIS;YAMAN;CETIN;MEIRA;SAS;KEWELL;AKMAN;TURAN;YILMAZ;NONDA;KARAN,26;74;76;5;11;19;18;66;7;20;99
Hacettepe Spor vs. Fenerbahce - Saturday September 13 - 2008,Fenerbahce,easy,4-2-3-1,DEMIREL;ROBERTO CARLOS;ARAT;CAKMAK;GONUL;MALDONADO;JOSICO;BORAL;ALEX;KAZIM-RICHARDS;GUIZA,1;3;17;53;77;33;16;25;10;8;14
Hacettepe Spor vs. Fenerbahce - Saturday September 13 - 2008,Hacettepe Spor,hard,4-5-1,BILER;KALKAN;MEGAHED;TELI;SAM;MENDONCA;BEKMEZCI;TOZO;ATAK;LIKA;SAHIN,14;69;90;4;67;10;20;19;22;21;61
Kayserispor vs. Kocaelispor - Saturday September 13 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;TOSCALI;TURAN;GUNGOR;OZER;SAIDOU;DURAK;TOPUZ;KOSE;AGHAHOWA,16;12;25;5;35;15;7;87;66;18;17
Kayserispor vs. Kocaelispor - Saturday September 13 - 2008,Kocaelispor,hard,4-2-3-1,KULBILGE;ANDJELKOVIC;CAM;TUTORIC;YANIK;OZGUR;ASLAN;TOPRAKTEPE;BOLUKBASI;AKIN;GULLERI,22;3;89;55;77;5;10;41;15;99;19
Konyaspor vs. Denizlispor - Saturday September 13 - 2008,Denizlispor,hard,4-2-3-1,GONEN;BIRINCI;IRINEU;KRATOCHVIL;OLGUN;DANIEL BRAGA;YIGEN;ABRAHAM;KURTULUS;YILMAZER;ROBERTS,16;61;77;7;8;72;45;4;20;23;11
Konyaspor vs. Denizlispor - Saturday September 13 - 2008,Konyaspor,hard,4-4-2,JEFFERSON;KAUE;MIHAJLOV;GULDUREN;COGUM;KOCAK;DEMIR;TATAN;ASKAROGLU;CIHAN;KILICASLAN,33;11;32;3;8;77;42;5;43;50;17
Buyuksehir Belediyespor vs. Ankaraspor - Sunday September 14 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;DEMIRKOL;BAHTIYAROGLU;YOLDAS;BARIS;GUCER;WEEKS;HURMACI;NECA;TOSUN;CAKIR,1;37;5;4;41;50;27;10;23;7;11
Buyuksehir Belediyespor vs. Ankaraspor - Sunday September 14 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,HASAGIC;EKSIOGLU;MARCUS VINICIUS;MARQUINHOS;KUS;INANC;TJIKUZU;AKIN;KILIC;ZENGIN;BEBBE,1;17;22;82;2;6;8;11;35;15;20
Gaziantepspor vs. Ankaragucu - Sunday September 14 - 2008,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;CHAABANI;SUME;OZSARAC;DURUER;EGE;ERDOGAN;CAN;IGLESIAS;JABA,1;39;55;3;2;11;25;33;8;27;9
Gaziantepspor vs. Ankaragucu - Sunday September 14 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;DEUMI;POLAT;SEKMAN;CEYLAN;ZURITA;OZGUR;TABATA;YOZGATLI;BETO,1;37;12;27;6;5;8;19;10;7;25
Genclerbirligi vs. Eskisehirspor - Sunday September 14 - 2008,Eskisehirspor,hard,4-4-2,IVESA;ONUR;NADAREVIC;VUCKO;OCAL;COSKUN;KAYA;POLJAK;ERTUGRUL;ANDERSON;YOULA,1;46;13;27;17;75;20;15;55;7;11
Genclerbirligi vs. Eskisehirspor - Sunday September 14 - 2008,Genclerbirligi,hard,4-2-3-1,PERIC;TEBER;EL SAKA;TRAORE;OZBEY;SERAS;NAS;PEKTEMEK;BAYTAR;ESER;DJITE,22;63;4;5;6;61;7;11;10;21;19
Sivasspor vs. Bursaspor - Sunday September 14 - 2008,Bursaspor,hard,4-4-2,IVANKOV;KECELI;ERDOGAN;LEANDRAO;OZTURK;FABRICIO;KIRITA;SARP;ACAR;GULEC;ADRIANO MAGRAO,27;23;4;19;38;88;8;15;20;24;90
Sivasspor vs. Bursaspor - Sunday September 14 - 2008,Sivasspor,hard,4-4-2,PETKOVIC;BAYAR;FABIO BILICA;SOZGELMEZ;DERELI;DAGASAN;BADUR;PACHECO;AYDIN;YILDIZ;TUM,1;99;3;5;61;24;26;10;7;9;54
Trabzonspor vs. Besiktas - Sunday September 14 - 2008,Besiktas,easy,4-2-3-1,RECBER;KARABULUT;SIVOK;ZAPOTOCNY;KURTULUS;CISSE;INCEMAN;TELLO;DELGADO;OZKAN;BOBO,1;20;6;26;2;4;8;14;10;21;13
Trabzonspor vs. Besiktas - Sunday September 14 - 2008,Trabzonspor,easy,4-2-3-1,ZENGIN;CALE;KORKMAZ;SONG;CORA;CIMSIR;INAN;BULUT;COLMAN;BALCI;UNAL,29;3;16;4;18;5;8;10;20;30;9
Denizlispor vs. Trabzonspor - Friday September 19 - 2008,Denizlispor,hard,4-5-1,GONEN;BIRINCI;IRINEU;KRATOCHVIL;OLGUN;ROBERTS;YIGEN;DANIEL BRAGA;ABRAHAM;BAYDIL;LIETAVA,16;61;77;7;8;11;45;72;4;6;29
Denizlispor vs. Trabzonspor - Friday September 19 - 2008,Trabzonspor,easy,4-2-3-1,ZENGIN;CALE;KORKMAZ;SONG;CORA;CIMSIR;INAN;BULUT;COLMAN;BALCI;UNAL,29;3;16;4;18;5;8;10;20;30;9
Ankaragucu vs. Buyuksehir Belediyespor - Saturday September 20 - 2008,Ankaragucu,hard,4-4-2,KIRINTILI;OZSARAC;DOGANTEZ;SUME;CAN;OZKAYNAK;BARUT;ERDOGAN;EMRECIKSIN;YILMAZ;JABA,1;2;5;3;8;39;23;33;7;10;9
Ankaragucu vs. Buyuksehir Belediyespor - Saturday September 20 - 2008,Buyuksehir Belediyespor,hard,4-2-3-1,TUNC;SUZEN;MARCUS VINICIUS;MARQUINHOS;KUS;GULPINAR;INANC;AKIN;KORKMAZ;ZENGIN;BEBBE,99;81;22;82;2;60;6;11;88;15;20
Eskisehirspor vs. Sivasspor - Saturday September 20 - 2008,Eskisehirspor,hard,4-4-2,IVESA;ONUR;NADAREVIC;VUCKO;ARSLAN;COSKUN;ERTUGRUL;POLJAK;OCAL;YOULA;LOVREK,1;46;13;27;51;75;55;15;17;11;19
Eskisehirspor vs. Sivasspor - Saturday September 20 - 2008,Sivasspor,hard,4-4-2,PETKOVIC;BAYAR;DIALLO;FABIO BILICA;DERELI;DAGASAN;BADUR;SYLLA;AYDIN;YILDIZ;BALILI,1;99;25;3;61;24;26;8;7;9;17
Fenerbahce vs. Genclerbirligi - Saturday September 20 - 2008,Fenerbahce,easy,4-2-3-1,BABACAN;ROBERTO CARLOS;LUGANO;TURACI;GONUL;MALDONADO;BELOZOGLU;BORAL;ALEX;YILMAZ;GUIZA,88;3;2;19;77;33;5;25;10;7;14
Fenerbahce vs. Genclerbirligi - Saturday September 20 - 2008,Genclerbirligi,hard,4-5-1,PERIC;TEBER;EL SAKA;TRAORE;OZBEY;BAYTAR;SERAS;AVCI;NAS;ESER;PEKTEMEK,22;63;4;5;6;10;61;15;7;21;11
Ankaraspor vs. Hacettepe Spor - Sunday September 21 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;AYDIN;BATAK;YOLDAS;GUVEN;GUCER;WEEKS;NECA;HURMACI;TOSUN;CAKIR,1;34;13;4;44;50;27;23;10;7;11
Ankaraspor vs. Hacettepe Spor - Sunday September 21 - 2008,Hacettepe Spor,hard,4-2-3-1,BILER;KALKAN;MEGAHED;TELI;SAM;TOZO;BEKMEZCI;MENDONCA;ATAK;LIKA;SAHIN,14;69;90;4;67;19;20;10;22;21;61
Antalyaspor vs. Konyaspor - Sunday September 21 - 2008,Antalyaspor,hard,4-2-3-1,ELMAS;YILDIZ;AK;DZIEWICKI;KAVUK;ARSLAN;OZTURK;ZITOUNI;NGWENYA;AGCAY;DJIEHOUA,17;25;6;5;67;58;54;11;13;15;29
Antalyaspor vs. Konyaspor - Sunday September 21 - 2008,Konyaspor,hard,4-4-2,JEFFERSON;KAUE;MIHAJLOV;GUNDOSTU;HASPOLATLI;KOCAK;TATAN;DEMIR;ASKAROGLU;CIHAN;KILICASLAN,33;11;32;4;20;77;5;42;43;50;17
Besiktas vs. Gaziantepspor - Sunday September 21 - 2008,Besiktas,easy,4-4-2,ARIKAN;UZULMEZ;SIVOK;ZAPOTOCNY;KURTULUS;TELLO;CISSE;TORAMAN;OZKAN;BOBO;NOBRE,84;19;6;26;2;14;4;58;21;13;11
Besiktas vs. Gaziantepspor - Sunday September 21 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;IRTEGUN;POLAT;EREN;CEYLAN;ZURITA;TABATA;OZGUR;ARI;EDU,1;37;4;27;34;5;8;10;19;72;9
Bursaspor vs. Kayserispor - Sunday September 21 - 2008,Bursaspor,hard,4-4-2,IVANKOV;KECELI;ERDOGAN;HAS;OZTURK;SIMSEK;SARP;FABRICIO;ACAR;GULEC;YILDIRIM,27;23;4;6;38;5;15;88;20;24;9
Bursaspor vs. Kayserispor - Sunday September 21 - 2008,Kayserispor,hard,4-5-1,HAMIDOU;TOLEDO;GUNGOR;TURAN;BAYRAM;KOCIN;SAIDOU;TOPUZ;DURAK;BOYRAZ;AGHAHOWA,16;12;35;5;2;11;7;66;87;67;17
Kocaelispor vs. Galatasaray - Sunday September 21 - 2008,Galatasaray,easy,4-4-2,DE SANCTIS;YAMAN;CETIN;MEIRA;SAS;KEWELL;AKMAN;LINCOLN;YILMAZ;NONDA;BAROS,26;74;76;5;11;19;18;10;7;20;15
Kocaelispor vs. Galatasaray - Sunday September 21 - 2008,Kocaelispor,hard,4-5-1,KULBILGE;ANDJELKOVIC;CAM;TUTORIC;YANIK;TOPRAKTEPE;ASLAN;OZGUR;BOLUKBASI;BUYUK;GULLERI,22;3;89;55;77;41;10;5;15;33;19
Sivasspor vs. Fenerbahce - Friday September 26 - 2008,Fenerbahce,easy,4-2-3-1,BABACAN;ROBERTO CARLOS;LUGANO;TURACI;GONUL;MALDONADO;SAHIN;ALEX;BELOZOGLU;KAZIM-RICHARDS;GUIZA,88;3;2;19;77;33;21;10;5;8;14
Sivasspor vs. Fenerbahce - Friday September 26 - 2008,Sivasspor,hard,4-2-3-1,PETKOVIC;YERLIKAYA;DIALLO;FABIO BILICA;SOZGELMEZ;BADUR;SYLLA;BAYAR;PACHECO;AYDIN;YILDIZ,1;58;25;3;5;26;8;99;10;7;9
Buyuksehir Belediyespor vs. Besiktas - Saturday September 27 - 2008,Besiktas,easy,4-4-2,RECBER;UZULMEZ;SIVOK;ZAPOTOCNY;KURTULUS;TELLO;CISSE;DELGADO;DAG;NOBRE;HOLOSKO,1;19;6;26;2;14;4;10;17;11;23
Buyuksehir Belediyespor vs. Besiktas - Saturday September 27 - 2008,Buyuksehir Belediyespor,hard,4-3-3,TUNC;EKSIOGLU;TEKDEMIR;MARQUINHOS;KUS;KORKMAZ;TJIKUZU;INANC;AKIN;ADRIANO;ZENGIN,99;17;21;82;2;88;8;6;11;19;15
Genclerbirligi vs. Ankaraspor - Saturday September 27 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;AYDIN;BAHTIYAROGLU;YOLDAS;GUVEN;GUCER;WEEKS;NECA;HURMACI;TOSUN;CAKIR,1;34;5;4;44;50;27;23;10;7;11
Genclerbirligi vs. Ankaraspor - Saturday September 27 - 2008,Genclerbirligi,hard,4-2-3-1,PERIC;TEBER;EL SAKA;TRAORE;OZBEY;AVCI;NAS;PEKTEMEK;BAYTAR;ESER;KAHE,22;63;4;5;6;15;7;11;10;21;9
Kocaelispor vs. Bursaspor - Saturday September 27 - 2008,Bursaspor,hard,4-4-2,IVANKOV;KECELI;ERDOGAN;HAS;OZTURK;SIMSEK;SARP;FABRICIO;ACAR;GULEC;YILDIRIM,27;23;4;6;38;5;15;88;20;24;9
Kocaelispor vs. Bursaspor - Saturday September 27 - 2008,Kocaelispor,hard,4-2-3-1,KULBILGE;ANDJELKOVIC;CAM;TUTORIC;YANIK;MUTLU;ASLAN;TOPRAKTEPE;OZGUR;BOLUKBASI;GULLERI,22;3;89;55;77;6;10;41;5;15;19
Trabzonspor vs. Antalyaspor - Saturday September 27 - 2008,Antalyaspor,hard,4-2-3-1,CATKIC;AK;AYHAN;DZIEWICKI;YILDIZ;AGCAY;ARSLAN;ZITOUNI;ARSLAN;KAVUK;DJIEHOUA,1;6;2;5;25;15;58;11;57;67;29
Trabzonspor vs. Antalyaspor - Saturday September 27 - 2008,Trabzonspor,easy,4-2-3-1,ZENGIN;CALE;KORKMAZ;SONG;CORA;CIMSIR;INAN;BULUT;COLMAN;PROMISE;UNAL,29;3;16;4;18;5;8;10;20;14;9
Galatasaray vs. Konyaspor - Sunday September 28 - 2008,Galatasaray,easy,4-2-3-1,DE SANCTIS;BALTA;CETIN;MEIRA;SAS;AKMAN;GUVEN;KEWELL;LINCOLN;TURAN;BAROS,26;22;76;5;11;18;87;19;10;66;15
Galatasaray vs. Konyaspor - Sunday September 28 - 2008,Konyaspor,hard,4-2-3-1,JEFFERSON;KAUE;MIHAJLOV;GUNDOSTU;COGUM;DEMIR;HASPOLATLI;ALBAYRAK;TATAN;ASKAROGLU;CIHAN,33;11;32;4;8;42;20;6;5;43;50
Gaziantepspor vs. Denizlispor - Sunday September 28 - 2008,Denizlispor,hard,4-5-1,GONEN;BIRINCI;IRINEU;KRATOCHVIL;SUNGUR;KARAKOC;DANIEL BRAGA;ABRAHAM;KURTULUS;ROBERTS;LIETAVA,16;61;77;7;2;19;72;4;20;11;29
Gaziantepspor vs. Denizlispor - Sunday September 28 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;DEUMI;POLAT;EREN;CEYLAN;ZURITA;TABATA;OZGUR;YOZGATLI;EDU,1;37;12;27;34;5;8;10;19;7;9
Hacettepe Spor vs. Ankaragucu - Sunday September 28 - 2008,Ankaragucu,hard,4-2-3-1,KIRINTILI;OZSARAC;CHAABANI;SUME;CAN;BARUT;DURUER;OZKAYNAK;ERDOGAN;EMRECIKSIN;YILMAZ,1;2;55;3;8;23;11;39;33;7;10
Hacettepe Spor vs. Ankaragucu - Sunday September 28 - 2008,Hacettepe Spor,hard,4-4-2,BILER;KALKAN;TELI;SAM;ARSLAN;MENDONCA;COSKUN;BEKMEZCI;LIKA;SAHIN;ZOKO,14;69;4;67;77;10;7;20;21;61;99
Kayserispor vs. Eskisehirspor - Sunday September 28 - 2008,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;NADAREVIC;VUCKO;ARSLAN;ONUR;ERTUGRUL;POLJAK;OZDEMIR;YOULA;LOVREK,1;75;13;27;51;46;55;15;39;11;19
Kayserispor vs. Eskisehirspor - Sunday September 28 - 2008,Kayserispor,hard,4-4-2,HAMIDOU;OZER;GUNGOR;TURAN;BAYRAM;BOYRAZ;SAIDOU;DURAK;TOPUZ;AGHAHOWA;BAHADIR,16;15;35;5;2;67;7;87;66;17;22
Ankaraspor vs. Sivasspor - Saturday October 4 - 2008,Ankaraspor,hard,4-2-3-1,SENECKY;YOLDAS;MERCIMEK;BAHTIYAROGLU;GUVEN;GUCER;WEEKS;HURMACI;NECA;TOSUN;CAKIR,1;4;6;5;44;50;27;10;23;7;11
Ankaraspor vs. Sivasspor - Saturday October 4 - 2008,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;DIALLO;FABIO BILICA;SOZGELMEZ;BAYAR;BADUR;SYLLA;AYDIN;YILDIZ;TUM,1;58;25;3;5;99;26;8;7;9;54
Antalyaspor vs. Gaziantepspor - Saturday October 4 - 2008,Antalyaspor,hard,4-4-2,CATKIC;YILDIZ;AK;AYHAN;ISIK;CAN;ARSLAN;NGWENYA;KAVUK;DJIEHOUA;ZITOUNI,1;25;6;2;19;3;58;13;67;29;11
Antalyaspor vs. Gaziantepspor - Saturday October 4 - 2008,Gaziantepspor,hard,4-2-3-1,SAHIN;IVAN;DEUMI;POLAT;EREN;CEYLAN;ZURITA;TABATA;OZGUR;YOZGATLI;EDU,1;37;12;27;34;5;8;10;19;7;9
Konyaspor vs. Trabzonspor - Saturday October 4 - 2008,Konyaspor,hard,4-5-1,JEFFERSON;KAUE;MIHAJLOV;GUNDOSTU;GULDUREN;ALBAYRAK;DEMIR;TATAN;HASPOLATLI;KILICASLAN;CIHAN,33;11;32;4;3;6;42;5;20;17;50
Konyaspor vs. Trabzonspor - Saturday October 4 - 2008,Trabzonspor,easy,4-2-3-1,ZENGIN;CALE;KORKMAZ;SONG;BALCI;CIMSIR;INAN;BULUT;COLMAN;PROMISE;UNAL,29;3;16;4;30;5;8;10;20;14;9
Ankaragucu vs. Genclerbirligi - Sunday October 5 - 2008,Ankaragucu,hard,4-2-3-1,KIRINTILI;OZSARAC;CHAABANI;SUME;CAN;BARUT;DURUER;OZKAYNAK;ERDOGAN;EMRECIKSIN;YILMAZ,1;2;55;3;8;23;11;39;33;7;10
Ankaragucu vs. Genclerbirligi - Sunday October 5 - 2008,Genclerbirligi,hard,4-4-2,PERIC;TEBER;EL SAKA;TRAORE;OZBEY;ESER;NAS;BAYTAR;ASLANTAS;PEKTEMEK;KAHE,22;63;4;5;6;21;7;10;25;11;9
