game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Manisaspor vs. Eskisehirspor - Sunday August 9 - 2009,Eskisehirspor,hard,4-4-2,IVESA;COSKUN;EL SAKA;VUCKO;ERTUGRUL;KOCABEY;BASDAG;KAYA;YILMAZ;KARAN;YOULA,1;75;5;27;55;21;8;20;17;99;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;0;0;0;1,956534
Manisaspor vs. Eskisehirspor - Sunday August 9 - 2009,Manisaspor,hard,4-3-3,AVCIBAY;AYDIN;DIXON;KALABANE;COKMUS;VAROL;NAS;CALISKAN;SIMPSON;KELES;PROMISE,1;34;55;15;85;13;7;5;9;61;20,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;0;0,0;1;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,956534
Ankaragucu vs. Manisaspor - Saturday August 15 - 2009,Ankaragucu,hard,4-2-3-1,KIRINTILI;KANAK;DIEGO PADILHA;SUME;HASPOLATLI;OZGUR;BARUT;SOSIBO;ERIS;VASSELL;IGLESIAS,1;27;29;3;46;5;23;24;14;13;7,0;0;0;0;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;1;0;0;0;1;1;0,0;0;0;1;1;0;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;1;0;0;0,963435
Ankaragucu vs. Manisaspor - Saturday August 15 - 2009,Manisaspor,hard,4-5-1,AVCIBAY;AYDIN;DIXON;OZSARAC;COKMUS;SIMPSON;INCEDEMIR;CALISKAN;NAS;VAROL;PROMISE,1;34;55;3;85;9;4;5;7;13;20,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;1;0;0,1;0;0;0;0;1;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,963435
Galatasaray vs. Denizlispor - Saturday August 15 - 2009,Denizlispor,hard,4-4-2,ONGUN;CELEP;AKYILDIZ;CHRYSOSTOME;SOLAKEL;VURAL;YIGEN;DANIEL BRAGA;BANGOURA;ANGELOV;HACIOGLU,41;10;5;25;6;22;45;17;15;71;7,0;0;1;0;0;0;0;0;0;1;0,0;1;0;0;0;0;0;0;1;0;0,0;0;1;1;1;0;0;0;0;0;0,0;0;1;1;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;1,963437
Galatasaray vs. Denizlispor - Saturday August 15 - 2009,Galatasaray,easy,4-2-3-1,FRANCO;YAMAN;ASIK;GUNGOR;UCAR;SARP;OZBEK;KEWELL;TURAN;KEITA;BAROS,25;74;21;2;3;16;8;19;10;11;15,0;0;0;0;0;0;0;2;1;0;0,0;0;0;0;0;0;0;1;0;2;0,0;0;0;0;0;0;1;0;0;1;1,0;0;0;0;0;0;1;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;1;0;0;0,963437
Trabzonspor vs. Diyarbakirspor - Saturday August 15 - 2009,Diyarbakirspor,hard,4-4-2,ARAGON;ABBAS;DIALLO;DOGANTEZ;GUNGOR;ASKAROGLU;ATAS;ABDELAZIZ;CETIN;THIERRY FIDJEU TAZEMETA;MENDOZA,1;3;17;4;55;43;21;12;6;9;18,0;0;0;0;0;0;0;0;0;2;0,0;0;1;0;1;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;1;0,0;0;1;0;1;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,963434
Trabzonspor vs. Diyarbakirspor - Saturday August 15 - 2009,Trabzonspor,easy,4-5-1,SYLVA;CALE;KORKMAZ;KACAR;BALCI;ALANZINHO;GULSELAM;COLMAN;TJIKUZU;BAYTAR;BULUT,1;3;16;23;30;25;6;20;28;5;10,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;1;0;1;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;1;0;0,963434
Ankaraspor vs. Genclerbirligi - Sunday August 16 - 2009,Ankaraspor,hard,4-2-3-1,SENECKY;KARABULUT;BAHTIYAROGLU;BRABEC;BARIS;GUCER;KOCAK;TITA;CAKIR;TOSUN;PARLAK,1;20;5;3;41;50;66;10;11;7;17,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,963439
Ankaraspor vs. Genclerbirligi - Sunday August 16 - 2009,Genclerbirligi,hard,4-5-1,KULBILGE;MOMHA;EKER;DEMIR;SAM;PEKTEMEK;TOZO;HARBUZI;CAN;ESER;KAHE,1;18;5;88;67;11;12;8;40;21;9,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;1;0;1;0,963439
Eskisehirspor vs. Bursaspor - Sunday August 16 - 2009,Bursaspor,hard,4-2-3-1,IVANKOV;KECELI;ERDOGAN;ZAPOTOCNY;TANDOGAN;CIMSIR;HAS;SEN;IPEK;YILDIRIM;SHIN,27;23;4;26;21;5;6;10;33;9;18,0;0;1;0;0;0;0;0;0;1;0,0;0;0;0;1;0;0;0;1;0;0,0;0;1;0;1;0;0;1;1;0;0,0;0;1;0;1;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;1,963440
Eskisehirspor vs. Bursaspor - Sunday August 16 - 2009,Eskisehirspor,hard,4-3-3,IVESA;ONUR;EL SAKA;VUCKO;ARSLAN;KAYA;BASDAG;KOCABEY;KARAN;YILMAZ;YOULA,1;3;5;27;51;20;8;21;99;10;11,0;0;0;0;0;0;0;0;0;1;2,0;0;0;0;0;1;0;0;1;0;1,0;0;0;0;0;1;1;0;0;0;1,0;0;0;0;0;1;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,963440
Fenerbahce vs. Sivasspor - Sunday August 16 - 2009,Fenerbahce,easy,4-5-1,DEMIREL;ROBERTO CARLOS;FABIO BILICA;TURACI;GONUL;SANTOS;CRISTIAN;ALEX;BELOZOGLU;KAZIM-RICHARDS;GUIZA,1;3;58;19;77;27;16;10;5;8;9,0;0;0;0;0;1;0;0;1;1;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;1;0,963438
Fenerbahce vs. Sivasspor - Sunday August 16 - 2009,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;BAYRAK;CAKMAK;SOZGELMEZ;DAGASAN;BEKMEZCI;TUNCER;YILMAZ;MARTIN;KAMANAN,1;58;4;23;5;8;20;77;18;28;14,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,963438
Kasimpasa vs. Buyuksehir Belediyespor - Sunday August 16 - 2009,Buyuksehir Belediyespor,hard,4-5-1,BAHADIR;SUZEN;TEKDEMIR;DEPE;SAHIN;AKIN;INANC;KORKMAZ;SYLLA;ALIN;TUM,61;81;21;3;53;11;6;8;27;12;18,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;1;0;1;1;0;1;0;0,0;0;0;1;0;1;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,963442
Kasimpasa vs. Buyuksehir Belediyespor - Sunday August 16 - 2009,Kasimpasa,hard,4-4-2,OZGEN;KARTAL;PAVLIK;ANDRE GALIASSI;BARAN;ANDRE MORITZ;KELLER;KURTULUS;GUNES;KARTAL;KUCUK,68;54;14;3;44;10;80;35;30;9;61,0;0;1;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;1;0;1;0,963442
Kayserispor vs. Gaziantepspor - Sunday August 16 - 2009,Gaziantepspor,hard,4-4-2,BEZGIN;ADIN;DEUMI;JULIO CESAR;KURTULUS;OZGUR;BAYRAKTAR;ZURITA;TABATA;CESAR;BETO,22;29;12;55;16;19;17;8;10;99;25,0;0;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;0;0,0;1;1;1;0;0;0;1;0;0;1,0;1;1;1;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;1;0;0;0;0,963441
Kayserispor vs. Gaziantepspor - Sunday August 16 - 2009,Kayserispor,hard,4-2-3-1,HAMIDOU;TOLEDO;TOSCALI;TURAN;BAYRAM;SAIDOU;DURAK;BOYRAZ;TROISI;CANGELE;MAKUKULA,16;12;25;5;2;7;87;67;21;10;19,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;0,1;0;0;1;1;1;0;0;0;0;0,1;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;1;0;0,963441
Besiktas vs. Antalyaspor - Monday August 17 - 2009,Antalyaspor,hard,4-4-2,CATKIC;CAN;AK;AYHAN;ZENGIN;CEYLAN;ARSLAN;AGCAY;ZITOUNI;CIHAN;BALILI,1;3;5;2;17;81;58;15;11;50;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;1;1;0;0;1,963436
Besiktas vs. Antalyaspor - Monday August 17 - 2009,Besiktas,easy,4-4-2,ARIKAN;UZULMEZ;FERRARI;SIVOK;GUVEN;TELLO;ERNST;FINK;KAHVECI;NOBRE;BOBO,84;19;27;6;44;14;28;5;8;11;13,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,963436
Bursaspor vs. Ankaragucu - Saturday August 22 - 2009,Ankaragucu,hard,4-5-1,KIRINTILI;OZKAYNAK;SUME;LUIZ HENRIQUE;HASPOLATLI;SOSIBO;OZGUR;ERIS;BARUT;VASSELL;HENDERSON,1;39;3;2;46;24;5;14;23;13;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;0;0;0,0;1;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;1;0;0;0,963445
Bursaspor vs. Ankaragucu - Saturday August 22 - 2009,Bursaspor,hard,4-2-3-1,IVANKOV;KECELI;ERDOGAN;ZAPOTOCNY;TANDOGAN;CIMSIR;ERGIC;SEN;IPEK;YILDIRIM;BAHADIR,27;23;4;26;21;5;25;10;33;9;22,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;1;0;1;1;0;0;0,963445
Buyuksehir Belediyespor vs. Eskisehirspor - Saturday August 22 - 2009,Buyuksehir Belediyespor,hard,4-3-3,BAHADIR;SUZEN;TEKDEMIR;DEPE;KUS;KORKMAZ;SYLLA;INANC;AKIN;TUM;ALIN,61;81;21;3;28;8;27;6;11;18;12,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;1;0;0;1;0;0;0,0;0;1;1;1;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,963448
Buyuksehir Belediyespor vs. Eskisehirspor - Saturday August 22 - 2009,Eskisehirspor,hard,4-3-3,IVESA;ONUR;EL SAKA;VUCKO;ARSLAN;BASDAG;KOCABEY;ERTUGRUL;KARAN;YILMAZ;YOULA,1;3;5;27;51;8;21;55;99;10;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;1;0;0;0,0;1;0;0;0;1;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;1,963448
Genclerbirligi vs. Besiktas - Saturday August 22 - 2009,Besiktas,easy,4-5-1,ARIKAN;UZULMEZ;FERRARI;SIVOK;GUVEN;TELLO;ERNST;INCEMAN;FINK;HOLOSKO;KAHVECI,84;19;27;6;44;14;28;25;5;23;8,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;1;0;0,963444
Genclerbirligi vs. Besiktas - Saturday August 22 - 2009,Genclerbirligi,hard,4-2-3-1,KULBILGE;EKER;DEMIR;RADELJIC;SAM;TOZO;CAN;ESER;HARBUZI;PEKTEMEK;KAHE,1;5;88;28;67;12;40;21;8;11;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;0;1;0;0,963444
Antalyaspor vs. Kasimpasa - Sunday August 23 - 2009,Antalyaspor,hard,4-4-2,CATKIC;AK;BATAK;AYHAN;ZENGIN;CEYLAN;JEDINAK;OZTURK;ZITOUNI;CIHAN;BALILI,1;5;77;2;17;81;21;87;11;50;7,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;1;0;0;1,963447
Antalyaspor vs. Kasimpasa - Sunday August 23 - 2009,Kasimpasa,hard,4-5-1,OZGEN;KARTAL;ANDRE GALIASSI;PAVLIK;OCAL;KUCUK;KELLER;ANDRE MORITZ;BARAN;GUNES;RUIZ,68;54;3;14;2;61;80;10;44;30;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;1;0,1;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,963447
Galatasaray vs. Kayserispor - Sunday August 23 - 2009,Galatasaray,easy,4-2-3-1,FRANCO;BALTA;CETIN;ZAN;SARIOGLU;SARP;AKMAN;YILMAZ;TURAN;KEITA;BAROS,25;22;76;5;55;16;18;7;10;11;15,0;0;0;0;0;0;0;0;0;0;2,0;0;0;0;0;0;0;0;3;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;0;0;1;0,963450
Galatasaray vs. Kayserispor - Sunday August 23 - 2009,Kayserispor,hard,4-4-2,HAMIDOU;TOLEDO;TOSCALI;TURAN;EMRECIKSIN;TROISI;SAIDOU;OZER;BOYRAZ;MAKUKULA;CANGELE,16;12;25;5;8;21;7;15;67;19;10,0;0;0;0;0;0;0;0;0;2;0,0;0;0;0;0;0;0;0;0;0;1,1;0;0;0;0;0;1;1;0;0;1,1;0;0;0;0;0;1;1;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;1;0;0;0;0;0,963450
Gaziantepspor vs. Ankaraspor - Sunday August 23 - 2009,Ankaraspor,hard,4-3-3,SENECKY;CEK;MERCIMEK;BRABEC;GUCER;NECA;KOCAK;KISA;TITA;PARLAK;KARABULUT,1;60;6;3;50;99;66;19;10;17;20,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;1;0;0;0;0;0;0,0;0;1;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;1;0;0,963446
Gaziantepspor vs. Ankaraspor - Sunday August 23 - 2009,Gaziantepspor,hard,4-4-2,BEZGIN;ADIN;DEUMI;JULIO CESAR;KURTULUS;OZGUR;CEYLAN;ZURITA;TABATA;CESAR;BETO,22;29;12;55;16;19;5;8;10;99;25,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;1;0;0;0;0;0,963446
Manisaspor vs. Trabzonspor - Sunday August 23 - 2009,Manisaspor,hard,4-5-1,AVCIBAY;AYDIN;DIXON;OZSARAC;COKMUS;OKYAY;INCEDEMIR;CALISKAN;NAS;VAROL;PROMISE,1;34;55;3;85;27;4;5;7;13;20,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;1;0;1;1;1;0;0,0;0;0;0;1;0;1;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;1;1,963451
Manisaspor vs. Trabzonspor - Sunday August 23 - 2009,Trabzonspor,easy,4-5-1,SYLVA;CALE;KORKMAZ;SONG;BALCI;GABRIC;TJIKUZU;INAN;COLMAN;BAYTAR;BULUT,1;3;16;4;30;33;28;8;20;5;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;0;1;0;0,963451
