game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Mersin Idmanyurdu vs. Besiktas - Saturday August 30 - 2014,Besiktas,easy,4-4-2,GONEN;RAMON;GULUM;SIVOK;KOYBASI;SAHAN;HUTCHINSON;KAVLAK;TORE;TOSUN;PEKTEMEK,1;31;22;6;3;10;13;8;7;23;11,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,2469939
Mersin Idmanyurdu vs. Besiktas - Saturday August 30 - 2014,Mersin Idmanyurdu,hard,4-2-3-1,SAHIN;WEDERSON;SIGIRCI;CETIN;BALCI;SADIKU;CEYLAN;NAKOULMA;DELIBALTA;PEDRIEL;FUTACS,1;6;44;76;30;3;5;22;13;58;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;1;0;0;0;0;0;0;0;0,1;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,2469939
Fenerbahce vs. Kardemir Karabukspor - Sunday August 31 - 2014,Fenerbahce,easy,4-2-3-1,GUNOK;ERKIN;KADLEC;IRTEGUN;GONUL;TOPAL;MEIRELES;SOW;BELOZOGLU;KUYT;EMENIKE,23;88;24;4;77;5;14;7;20;11;29,0;0;1;0;0;0;0;1;0;0;1,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;1;0;0;0;1;0;0,0;0;0;0;1;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;1;0;0;1,2469934
Fenerbahce vs. Kardemir Karabukspor - Sunday August 31 - 2014,Kardemir Karabukspor,hard,5-3-2,WATERMAN;KAS;INCEDEMIR;MABIALA;GUNGOR;OZGENC;SOW;OZMERT;AKGUN;KUMBELA;VIOLA,99;39;4;6;2;22;17;8;18;12;10,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;1;0;0;0;0;0,0;1;0;0;1;0;1;0;0;0;0,0;1;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;1;0;0;1,2469934
Kayseri Erciyesspor vs. Trabzonspor - Sunday August 31 - 2014,Kayseri Erciyesspor,hard,4-4-2,DEGIRMENCI;KARAER;BOYE;MANGANE;ALKILIC;PARLAK;SYLLA;MANDJECK;YILDIRIM;ZOUA;ATES,35;3;21;5;99;38;91;14;19;9;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;0;1,2469932
Kayseri Erciyesspor vs. Trabzonspor - Sunday August 31 - 2014,Trabzonspor,easy,4-2-3-1,KIVRAK;DOGAN;BELKALEM;YUMLU;YAVRU;MEDJANI;CONSTANT;ERDOGAN;EKICI;ATIK;YILMAZ,1;68;21;22;61;6;11;32;8;66;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2469932
Sivasspor vs. Gaziantepspor - Sunday August 31 - 2014,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;CAN;AROKOYO;SUME;YARDIMCI;SEN;CHICO;DURAK;TURK;ARSLAN;DEMIR,1;5;15;3;26;6;25;21;8;51;10,0;0;0;0;0;0;0;0;0;0;2,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;0;1;0;0;0;0,0;0;0;1;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,2469933
Sivasspor vs. Gaziantepspor - Sunday August 31 - 2014,Sivasspor,hard,4-2-3-1,CELIKAY;ERDAL;KURT;DA COSTA;CICINHO;BEKMEZCI;KOCAK;CHAHECHOUHE;ARSLAN;ESER;UTAKA,1;58;80;22;12;8;66;92;37;21;7,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;1;0;1;0;0,2469933
Galatasaray vs. Eskisehirspor - Saturday September 13 - 2014,Eskisehirspor,hard,4-4-2,BOFFIN;KANAK;DABANLI;PARLAK;COREKCI;ZENGIN;GUCER;LAWAL;SISSOKO;FUNES MORI;AYDIN,25;17;6;53;65;10;50;4;32;18;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,2469942
Galatasaray vs. Eskisehirspor - Saturday September 13 - 2014,Galatasaray,easy,4-4-2,MUSLERA;CAMDAL;CHEDJOU;KAYA;SARI;INAN;KURTULUS;SNEIJDER;DZEMAILI;YILMAZ;BRUMA,1;38;21;26;88;8;35;10;6;17;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;0;1;0;0;0;0,0;0;0;1;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,2469942
Genclerbirligi vs. Bursaspor - Saturday September 13 - 2014,Bursaspor,hard,4-2-3-1,TEKIN;BEHICH;AZIZ;CIVELLI;OZBAYRAKLI;TUFAN;BELLUSCHI;JOSUE;HOLMEN;SEN;FERNANDAO,12;23;4;2;22;7;5;30;20;16;9,0;0;0;0;0;0;0;0;0;1;1,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;1;1,0;0;0;0;0;1;1;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;0,2469941
Genclerbirligi vs. Bursaspor - Saturday September 13 - 2014,Genclerbirligi,hard,4-3-3,DAHLIN;TOSIC;BALIOGLU;CALIK;ASLANTAS;KAYA;GOSSO;CALISKAN;CELIK;STANCU;KOCER,27;3;45;4;42;20;19;5;11;10;25,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2469941
Kardemir Karabukspor vs. Basaksehir - Saturday September 13 - 2014,Basaksehir,hard,4-2-3-1,BABACAN;OZTORUN;EPUREANU;AYHAN;UCAR;AGCAY;TEKDEMIR;DOKA MADUREIRA;AKIN;VISCA;PERBET,1;87;6;22;33;3;5;10;17;7;24,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2469945
Kardemir Karabukspor vs. Basaksehir - Saturday September 13 - 2014,Kardemir Karabukspor,hard,4-3-3,DEMIRCAN;KAYHAN;GUNGOR;MABIALA;OZGENC;SOW;OZMERT;AKGUN;TRAORE;KUMBELA;OZEK,21;23;2;6;22;17;8;18;7;12;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;1,0;0;1;0;0;0;0;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2469945
Konyaspor vs. Balikesirspor - Saturday September 13 - 2014,Balikesirspor,hard,4-2-3-1,SALK;AKYUZ;COELHO;KULUSIC;YILDIZ;SANTOS;CEVIKER;DEPE;ALANZINHO;GURBUZEROL;UNAL,15;39;4;20;23;13;6;11;25;7;9,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;1;0,2469943
Konyaspor vs. Balikesirspor - Saturday September 13 - 2014,Konyaspor,hard,4-2-3-1,BELEC;USLU;VUKOVIC;AY;TURAN;CAMDALI;GUVEN;TORJE;HLEB;SAHINER;RANGELOV,27;54;26;5;4;8;6;11;10;7;9,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;1;0,2469943
Gaziantepspor vs. Kayseri Erciyesspor - Sunday September 14 - 2014,Gaziantepspor,hard,4-2-3-1,KARCEMARSKAS;CAN;AROKOYO;SUME;ARSLAN;TURK;CHICO;SUZEN;DURAK;AKIN;DEMIR,1;5;15;3;51;8;25;22;21;11;10,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;2;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;1;1;0;0,2469944
Gaziantepspor vs. Kayseri Erciyesspor - Sunday September 14 - 2014,Kayseri Erciyesspor,hard,4-2-3-1,DEGIRMENCI;KARAER;MANGANE;OSMANPASA;ALKILIC;SYLLA;YILDIRIM;ZOUA;IBRICIC;PARLAK;ATES,1;3;5;88;99;91;19;9;8;38;10,0;0;0;0;0;0;0;2;0;0;0,0;1;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;1,2469944
Kasimpasa vs. Mersin Idmanyurdu - Sunday September 14 - 2014,Kasimpasa,hard,4-3-3,ISAKSSON;KAPLAN;BASDAS;DONK;SAM;SCARIONE;OZTURK;CASTRO;VIUDEZ;BUYUK;TORUN,15;5;22;6;67;11;23;88;19;10;55,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;1;0,0;0;1;1;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;1;0;0;0;0,2469946
Kasimpasa vs. Mersin Idmanyurdu - Sunday September 14 - 2014,Mersin Idmanyurdu,hard,4-3-3,SAHIN;WEDERSON;CETIN;OZARSLAN;BALCI;CEYLAN;SADIKU;KHALILI;TITA;FUTACS;NAKOULMA,29;6;76;33;30;5;18;55;10;9;14,0;0;0;0;0;0;0;0;2;0;0,0;1;0;0;0;1;0;0;0;0;0,1;0;0;0;1;0;1;0;0;0;0,1;0;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2469946
Trabzonspor vs. Fenerbahce - Sunday September 14 - 2014,Fenerbahce,easy,4-2-3-1,GUNOK;ERKIN;ALVES;IRTEGUN;GONUL;TOPAL;BELOZOGLU;SOW;DIEGO;KUYT;EMENIKE,23;88;22;4;77;5;20;7;10;11;29,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2469940
Trabzonspor vs. Fenerbahce - Sunday September 14 - 2014,Trabzonspor,easy,4-2-3-1,KIVRAK;NIZAM;BELKALEM;AKBAS;YAVRU;MEDJANI;DURSUN;WARIS;CONSTANT;ATIK;YATABARE,1;77;21;14;61;6;38;28;11;66;86,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;1,0;1;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;0,2469940
Akhisar Belediyespor vs. Sivasspor - Monday September 15 - 2014,Akhisar Belediyespor,hard,4-2-3-1,DAGLAROGLU;VURAL;DEMIROK;DOUGLAO;CEBE;YUCE;ZOKORA;NTIBAZONKIZA;KISA;OZER;GEKAS,18;22;15;40;20;6;45;26;5;10;11,0;0;0;0;0;0;0;0;0;0;2,0;0;0;0;0;0;0;0;1;1;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,2469947
Akhisar Belediyespor vs. Sivasspor - Monday September 15 - 2014,Sivasspor,hard,4-2-3-1,TASKIRAN;ERDAL;KURT;TORAMAN;CICINHO;BEKMEZCI;KOCAK;CHAHECHOUHE;TAOUIL;ESER;KARADENIZ,16;58;80;4;12;8;66;92;91;21;35,0;0;0;0;0;0;0;2;0;0;0,0;0;0;0;2;0;0;0;0;0;0,0;1;0;0;1;0;0;0;1;0;1,0;1;0;0;1;0;0;0;1;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;1,2469947
Besiktas vs. Rizespor - Monday September 15 - 2014,Besiktas,easy,4-4-2,ZENGIN;RAMON;GULUM;FRANCO;KOYBASI;SAHAN;HUTCHINSON;KAVLAK;TORE;TOSUN;PEKTEMEK,29;31;22;19;3;10;13;8;17;23;11,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0;1,2469948
Besiktas vs. Rizespor - Monday September 15 - 2014,Rizespor,hard,4-4-2,KIRINTILI;ADNAN;KACAR;VIERA;OVACIKLI;KORKMAZ;KARAKAS;KAGAN SOYLEMEZGILLER;HOLOSKO;KWEUKE;LUALUA,1;53;23;3;17;55;8;6;13;9;32,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,1;0;0;0;1;0;1;1;0;1;0,1;0;0;0;1;0;1;1;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;1,2469948
Eskisehirspor vs. Genclerbirligi - Friday September 19 - 2014,Eskisehirspor,hard,4-4-2,BOFFIN;KANAK;DABANLI;PARLAK;COREKCI;ZENGIN;GUCER;LAWAL;SISSOKO;FUNES MORI;SISMANOGLU,25;17;6;53;65;10;50;4;32;18;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;0;0;0;1,2469957
Eskisehirspor vs. Genclerbirligi - Friday September 19 - 2014,Genclerbirligi,hard,4-2-3-1,DAHLIN;CIFTCI;TOSIC;CALIK;ASLANTAS;GOSSO;KAYA;STANCU;KAHVECI;ANTAL;TOSUN,27;58;3;4;42;19;20;10;17;18;99,0;1;0;0;0;0;0;1;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;1;0;1;0;0;0;0;0,0;0;0;1;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,2469957
Balikesirspor vs. Galatasaray - Saturday September 20 - 2014,Balikesirspor,hard,4-2-3-1,SALK;CEVAHIR;COELHO;KULUSIC;ALKAN;SANTOS;CEVIKER;ALANZINHO;JABBIE;YILDIRIM;UNAL,15;61;4;20;17;13;6;25;14;19;9,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;1;0;0;1;0;0;0,1;0;0;0;0;0;0;1;0;0;1,1;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,2469951
Balikesirspor vs. Galatasaray - Saturday September 20 - 2014,Galatasaray,easy,4-3-3,MUSLERA;CAMDAL;CHEDJOU;KAYA;OZTEKIN;DZEMAILI;KURTULUS;INAN;SNEIJDER;YILMAZ;BRUMA,1;77;21;26;23;6;35;8;10;17;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;1;0,0;0;0;0;1;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;1,2469951
Kayseri Erciyesspor vs. Akhisar Belediyespor - Saturday September 20 - 2014,Akhisar Belediyespor,hard,4-2-3-1,DAGLAROGLU;VURAL;DEMIROK;DOUGLAO;CEBE;ZOKORA;YUCE;BRUNO MEZENGA;KISA;OZER;GEKAS,18;22;15;40;20;45;6;80;5;10;11,0;0;0;0;0;0;0;0;0;0;2,0;0;0;0;0;0;0;0;1;0;0,0;1;1;0;0;1;0;0;1;1;0,0;1;1;0;0;1;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;1;0,2469953
Kayseri Erciyesspor vs. Akhisar Belediyespor - Saturday September 20 - 2014,Kayseri Erciyesspor,hard,4-4-2,DEGIRMENCI;KARAER;MANGANE;OSMANPASA;OZEN;YILDIRIM;SYLLA;IBRICIC;ALKILIC;EDINHO;ATES,35;3;5;88;2;19;91;8;99;36;10,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,2469953
Mersin Idmanyurdu vs. Rizespor - Saturday September 20 - 2014,Mersin Idmanyurdu,hard,4-3-3,SAHIN;WEDERSON;CETIN;OZARSLAN;BALCI;CEYLAN;SADIKU;KHALILI;TITA;FUTACS;NAKOULMA,29;6;76;33;30;5;3;55;10;9;22,0;0;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;1;1;0,2469949
Mersin Idmanyurdu vs. Rizespor - Saturday September 20 - 2014,Rizespor,hard,4-4-2,KIRINTILI;ALBAYRAK;KACAR;VIERA;OVACIKLI;KORKMAZ;KAGAN SOYLEMEZGILLER;DURUER;HOLOSKO;KWEUKE;LUALUA,1;11;23;3;17;55;6;20;13;9;32,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,2469949
Fenerbahce vs. Gaziantepspor - Sunday September 21 - 2014,Fenerbahce,easy,4-2-3-1,GUNOK;ERKIN;ALVES;IRTEGUN;GONUL;TOPAL;BELOZOGLU;SOW;DIEGO;KUYT;EMENIKE,23;88;22;4;77;5;20;7;10;11;29,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;1;1;0;1;0;0;0;0,0;0;0;1;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,2469950
Fenerbahce vs. Gaziantepspor - Sunday September 21 - 2014,Gaziantepspor,hard,4-4-2,BIRNICAN;CAN;AROKOYO;SUME;ARSLAN;AKIN;BINYA;CHICO;DURAK;DEMIR;CAGLAYAN,34;5;15;3;51;11;28;25;21;10;19,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;1;0;1;0;0;0;0;1;0;0,1;1;0;1;0;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;1;1,2469950
Kasimpasa vs. Kardemir Karabukspor - Sunday September 21 - 2014,Kardemir Karabukspor,hard,4-4-2,DEMIRCAN;KAYHAN;GUNGOR;MABIALA;OZGENC;KAS;SOW;OZMERT;OZEK;KUMBELA;TRAORE,21;23;2;6;22;39;17;8;9;12;7,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;1;0;0;1;0;0;0;1,0;0;0;1;0;0;1;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;1;1;0;0,2469956
Kasimpasa vs. Kardemir Karabukspor - Sunday September 21 - 2014,Kasimpasa,hard,4-4-2,ISAKSSON;KAPLAN;BASDAS;DONK;SAM;BABEL;OZTURK;CASTRO;VIUDEZ;MALKI;TORUN,15;5;22;6;67;8;23;88;19;16;55,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;0;1;0;0;1;0;0,0;0;0;1;0;0;1;0;0;1;0,0;0;0;1;0;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;1,2469956
Sivasspor vs. Konyaspor - Sunday September 21 - 2014,Konyaspor,hard,4-2-3-1,BELEC;USLU;VUKOVIC;AY;TURAN;CAMDALI;GUVEN;TORJE;HLEB;SAHINER;MARICA,27;54;26;5;4;8;6;11;10;7;19,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;1;0,0;0;0;0;1;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;1;0,2469954
