game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_substitutions,source_match_id
Gaziantepspor vs. Kasimpasa - Sunday August 12 - 2007,Gaziantepspor,hard,4-5-1,CATKIC;TUGLU;BAYER;DEUMI;DAG;BAYRAKTAR;POLAT;ARSLAN;YILDIRIM;YILDIRIM;DE NIGRIS,1;11;30;12;23;17;27;57;36;7;9,0;0;0;0;0;1;0;0;0;0;0,0;0;0;1;0;0;0;0;0;1;0,0;0;0;0;1;0;1;1;0;0;0,0;0;0;0;1;1;0;0;0;0;1,77638
Gaziantepspor vs. Kasimpasa - Sunday August 12 - 2007,Kasimpasa,hard,4-5-1,SINOUH;KARTAL;CABA;BERTHEL ASKOU;HACISALIHOGLU;TEHOUE;SULUN;ANDRE MORITZ;ACIL;OCAL;KUCUK,22;54;5;33;7;18;6;10;28;2;61,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;1;0;0;0,77638
Genclerbirligi vs. Genclerbirligi Oftasspor - Sunday August 12 - 2007,Genclerbirligi,hard,4-4-2,TOKGOZ;OZBEY;TRAORE;ZORIC;GUVEN;BAYTAR;NAS;YESILKAYA;CAKIR;OZTURK;CARLE,99;6;5;2;44;38;7;20;10;9;19,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;1,0;0;0;0;1;1;1;0;0;0;0,77639
Genclerbirligi vs. Genclerbirligi Oftasspor - Sunday August 12 - 2007,Genclerbirligi Oftasspor,hard,4-4-2,ODABASI;KALKAN;EKER;KACAR;SAM;BEKMEZCI;TOZO;COSKUN;YILDIRIM;ESEN;ATAK,1;69;5;4;67;20;19;23;11;8;22,0;0;0;0;0;0;0;0;1;0;1,0;1;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,77639
Kayserispor vs. Manisaspor - Sunday August 12 - 2007,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;AVENDANO;TOSCALI;COLGECEN;BOYRAZ;BASDAG;ARSLAN;TOPUZ;UNAL;CANGELE,27;12;4;25;51;67;8;38;66;9;19,0;0;0;0;1;0;0;0;1;1;0,0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;1;0;0;1;0;0;0,0;0;0;0;0;1;0;0;1;0;1,77640
Kayserispor vs. Manisaspor - Sunday August 12 - 2007,Manisaspor,hard,4-5-1,CEYLAN;BALTA;BOZKURT;BORBICONI;DVORNIK;KOC;INCEMAN;ZELENKA;INAN;KALABANE;HOLOSKO,14;22;4;5;2;20;10;7;18;15;13,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,77640
Trabzonspor vs. Sivasspor - Sunday August 12 - 2007,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;DIALLO;BAYRAK;SOZGELMEZ;UMMAK;ELMACI;MOHAMED ALI;AYDIN;YILDIZ;QURBANOV,1;58;25;3;5;33;42;20;7;9;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;1;1;0;1,0;0;0;0;0;1;0;0;0;0;1,77641
Trabzonspor vs. Sivasspor - Sunday August 12 - 2007,Trabzonspor,easy,4-5-1,ZENGIN;KOCAK;CORA;YAVUZ;JABI;KARADENIZ;CIMSIR;ERIS;BALCI;YATTARA;BULUT,29;99;18;38;15;61;5;20;30;11;10,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;1;1;0;1;0,0;0;0;0;0;0;0;0;1;1;1,77641
Genclerbirligi Oftasspor vs. Trabzonspor - Friday August 17 - 2007,Genclerbirligi Oftasspor,hard,4-5-1,ODABASI;KALKAN;EKER;KACAR;SAM;YILDIRIM;COSKUN;BEKMEZCI;TOZO;ATAK;ESEN,1;69;5;4;67;11;23;20;19;22;8,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;1;0;1;0;1;0,77647
Genclerbirligi Oftasspor vs. Trabzonspor - Friday August 17 - 2007,Trabzonspor,easy,4-2-3-1,ZENGIN;KOCAK;CORA;YAVUZ;JABI;CIMSIR;BALCI;KARADENIZ;ERIS;YATTARA;BULUT,29;99;18;38;15;5;30;61;20;11;10,0;0;0;0;0;0;0;1;0;0;1,0;0;0;0;0;0;0;0;1;0;0,0;0;0;1;0;1;0;1;0;0;0,0;0;0;0;0;0;0;0;0;1;1,77647
Fenerbahce vs. Gaziantepspor - Saturday August 18 - 2007,Fenerbahce,easy,4-2-3-1,DEMIREL;WEDERSON;ARAT;CAKMAK;GONUL;SAHIN;ASLAN;BORAL;BILGIN;KAZIM-RICHARDS;SENTURK,1;6;17;5;77;21;7;25;18;8;23,0;0;0;0;0;0;1;0;0;0;1,0;0;1;0;0;0;0;0;0;0;1,0;0;1;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;1,77644
Fenerbahce vs. Gaziantepspor - Saturday August 18 - 2007,Gaziantepspor,hard,4-4-2,CATKIC;TUGLU;BAYER;DEUMI;COGUM;DAG;ARSLAN;YILDIRIM;YILDIRIM;DE NIGRIS;BAYRAKTAR,1;11;30;12;3;23;57;36;7;9;17,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;1;0;0;0;0;0,1;0;0;0;0;1;1;1;1;1;0,0;1;0;0;0;0;0;0;0;1;1,77644
Ankaragucu vs. Denizlispor - Sunday August 19 - 2007,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;GUNGOR;SUME;CELIK;DURUER;ANDRE SILVA;KIRITA;CAN;BEBBE;AHINFUL,1;39;2;3;42;18;8;11;40;9;15,0;0;0;0;0;1;0;1;0;1;0,0;0;0;0;0;1;0;0;0;1;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;0;0;0;1;1,77642
Ankaragucu vs. Denizlispor - Sunday August 19 - 2007,Denizlispor,hard,4-5-1,HAMIDOU;CELEP;ALLYSON;KRATOCHVIL;ERTUGRUL;ABRAHAM;EGEDIK;SIMSEK;DEMIR;KARAKOC;KINALI,16;14;3;7;20;4;11;5;42;19;10,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;0;0;0;0;0;0,0;1;0;1;1;0;0;1;0;0;0,0;1;0;0;0;0;1;0;1;0;0,77642
Bursaspor vs. Galatasaray - Sunday August 19 - 2007,Bursaspor,hard,4-4-2,VEGA;BEKIROGLU;KORKMAZ;ERDOGAN;HASPOLATLI;KALOGLU;SUMULIKOSKI;SARP;ACAR;TUM;PANCU,23;47;16;4;22;11;18;15;8;34;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;1;0;1;0;1,77643
Bursaspor vs. Galatasaray - Sunday August 19 - 2007,Galatasaray,easy,4-4-2,USAK;YAMAN;CETIN;SONG;UCAR;TURAN;AKMAN;GUVEN;SARIOGLU;KARAN;SUKUR,54;74;76;4;33;66;18;87;55;99;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;1,0;0;0;0;0;1;0;1;0;1;0,77643
Kasimpasa vs. Besiktas - Sunday August 19 - 2007,Besiktas,easy,4-4-2,RECBER;TELLO;TORAMAN;ZAN;KURTULUS;OZKAN;CISSE;RICARDINHO;KARABULUT;NOBRE;YILMAZ,1;14;58;5;2;21;18;17;20;11;7,0;0;1;0;0;0;0;1;0;0;0,0;1;0;0;1;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;1,77645
Kasimpasa vs. Besiktas - Sunday August 19 - 2007,Kasimpasa,hard,4-5-1,SINOUH;KARTAL;BERTHEL ASKOU;ARSLAN;HACISALIHOGLU;TEHOUE;SULUN;ACIL;MARANGOZ;OCAL;KUCUK,22;54;33;4;7;18;6;28;27;2;61,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;1;1;0;1;0;0,77645
Konyaspor vs. Kayserispor - Sunday August 19 - 2007,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;AVENDANO;TOSCALI;COLGECEN;BOYRAZ;BASDAG;ARSLAN;TOPUZ;UNAL;CANGELE,27;12;4;25;51;67;8;38;66;9;19,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,77646
Konyaspor vs. Kayserispor - Sunday August 19 - 2007,Konyaspor,hard,4-4-2,ONGUN;KAUE;EL SAKA;OZSARAC;SEKMAN;NECA;BATISTA;ER;ABDALLAH;CIHAN;SEN,1;11;5;3;6;99;7;13;14;50;18,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;1;0;1,77646
Manisaspor vs. Ankaraspor - Sunday August 19 - 2007,Ankaraspor,hard,4-5-1,KURSUNLU;YOLDAS;BATAK;BAHTIYAROGLU;AKYUZ;ALBAYRAK;GUCER;KISA;KOCAK;HURMACI;TITA,1;4;30;16;11;3;50;19;66;20;8,0;0;0;1;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;1;0;0;0;1;0;1;0,0;0;0;0;1;1;0;1;0;0;0,77650
Manisaspor vs. Ankaraspor - Sunday August 19 - 2007,Manisaspor,hard,4-5-1,CEYLAN;BALTA;BOZKURT;KALABANE;DVORNIK;KOC;INCEMAN;CALISKAN;INAN;AKAN;HOLOSKO,14;22;4;15;2;20;10;16;18;19;13,0;0;0;1;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;1;0;0,0;0;0;0;0;1;0;1;0;0;0,0;0;0;0;0;1;0;1;0;1;0,77650
Rizespor vs. Genclerbirligi - Sunday August 19 - 2007,Genclerbirligi,hard,4-5-1,TOKGOZ;PETKOVIC;TRAORE;ZORIC;OZBEY;MENDONCA;SERAS;CARLE;NAS;CAKIR;OZTURK,99;22;5;2;6;83;61;19;7;10;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;1;1,0;1;0;1;0;0;0;0;0;0;1,0;0;0;0;0;1;0;1;1;0;0,77648
Rizespor vs. Genclerbirligi - Sunday August 19 - 2007,Rizespor,hard,4-4-2,GONZALEZ;TEBER;GAL;GORK;KOK;ELMAS;BOZACI;LEANDRO CHAVES;EREN;BOMBINHA;BIRYOL,1;63;24;13;19;14;53;83;34;11;8,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;0;0;1;0;0,0;0;0;0;0;1;0;0;1;0;1,77648
Sivasspor vs. Buyuksehir Belediyespor - Sunday August 19 - 2007,Buyuksehir Belediyespor,hard,4-4-2,HASAGIC;EKSIOGLU;DEPE;TJIKUZU;ZENGIN;OCAK;INANC;KAHRAMAN;SAHIN;ADRIANO;ESER,1;17;3;8;33;4;6;10;53;19;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;1;0;1;1;0;0,0;0;0;0;1;0;1;0;0;0;1,77649
Sivasspor vs. Buyuksehir Belediyespor - Sunday August 19 - 2007,Sivasspor,hard,4-4-2,PETKOVIC;YERLIKAYA;DIALLO;BAYRAK;DERELI;BALILI;ELMACI;AYHAN;AYDIN;YILDIZ;TSVETKOV,1;58;25;3;61;17;42;72;7;9;19,0;0;1;0;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;0;0;0,1;1;1;0;0;0;1;0;0;1;0,0;0;0;0;0;1;1;0;0;0;1,77649
Buyuksehir Belediyespor vs. Genclerbirligi Oftasspor - Saturday August 25 - 2007,Buyuksehir Belediyespor,hard,4-4-2,HASAGIC;EKSIOGLU;DEPE;TJIKUZU;SAHIN;OCAK;INANC;KAHRAMAN;KILIC;ADRIANO;ESER,1;17;3;8;53;4;6;10;20;19;11,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;1;0;0,0;0;0;0;1;0;1;1;0;0;0,0;0;0;0;0;0;0;1;1;1;0,77652
Buyuksehir Belediyespor vs. Genclerbirligi Oftasspor - Saturday August 25 - 2007,Genclerbirligi Oftasspor,hard,4-5-1,ODABASI;KALKAN;EKER;KACAR;SAM;KOCABEY;TOZO;TEKIN;COSKUN;YILDIRIM;TUTUNCI,1;69;5;4;67;34;19;7;23;11;61,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;1;0;1;0;0;0;0;0;1,0;0;0;0;0;1;0;1;1;0;0,77652
Fenerbahce vs. Sivasspor - Saturday August 25 - 2007,Fenerbahce,easy,4-2-3-1,KULBILGE;ROBERTO CARLOS;LUGANO;EDU DRACENA;TURACI;BARIS;SAHIN;METIN;ALEX;DEIVID;KEZMAN,22;3;2;36;19;24;21;11;20;99;9,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;1;1;0;1;1;0;0;0;0,1;0;0;0;0;0;0;0;0;1;0,77654
Fenerbahce vs. Sivasspor - Saturday August 25 - 2007,Sivasspor,hard,4-5-1,PETKOVIC;YERLIKAYA;BAYRAK;SOZGELMEZ;DERELI;BALILI;ELMACI;MOHAMED ALI;AYHAN;AYDIN;YILDIZ,1;58;3;5;61;17;42;20;72;7;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;1;0;0;0;0;0,0;1;0;0;0;1;1;0;0;0;0,77654
Gaziantepspor vs. Besiktas - Saturday August 25 - 2007,Besiktas,easy,4-2-3-1,ARIKAN;MERCIMEK;TORAMAN;ZAN;KURTULUS;AVCI;DELGADO;TELLO;RICARDINHO;OZKAN;NOBRE,84;8;58;5;2;41;10;14;17;21;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;1;0;0;0;1;1;0;0;0;0,77656
Gaziantepspor vs. Besiktas - Saturday August 25 - 2007,Gaziantepspor,hard,4-5-1,CATKIC;COGUM;BAYER;DEUMI;DAG;TUGLU;ZURITA;ARSLAN;YILDIRIM;YILDIRIM;DE NIGRIS,1;3;30;12;23;11;8;57;36;7;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;1;1,77656
Genclerbirligi vs. Bursaspor - Saturday August 25 - 2007,Bursaspor,hard,4-4-2,VEGA;BEKIROGLU;KORKMAZ;ERDOGAN;HASPOLATLI;TUNCER;SUMULIKOSKI;SARP;ACAR;TUM;KALOGLU,23;47;16;4;22;28;18;15;8;34;11,0;0;0;0;0;0;0;0;0;0;3,0;0;0;0;0;0;2;0;1;0;0,0;0;0;0;2;0;0;1;0;0;1,0;1;0;0;0;1;0;0;1;0;0,77657
Genclerbirligi vs. Bursaspor - Saturday August 25 - 2007,Genclerbirligi,hard,4-5-1,TOKGOZ;PETKOVIC;TRAORE;UZUMCU;OZBEY;CAKIR;SERAS;CARLE;NAS;BAYTAR;OZTURK,99;22;5;35;6;10;61;19;7;38;9,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;1;0,0;1;0;0;0;0;1;0;0;1;0,77657
Ankaraspor vs. Konyaspor - Sunday August 26 - 2007,Ankaraspor,hard,4-5-1,KURSUNLU;ALBAYRAK;BATAK;BAHTIYAROGLU;AKKOYUN;KISA;GUCER;TASDEMIR;KOCAK;TOSUN;TURKMEN,1;3;30;16;38;19;50;7;66;9;33,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;1;0;0;0;0,0;0;0;0;1;0;0;1;0;1;0,77651
Ankaraspor vs. Konyaspor - Sunday August 26 - 2007,Konyaspor,hard,4-5-1,ONGUN;KAUE;EL SAKA;OZSARAC;SEKMAN;OZGUR;BATISTA;NECA;ER;ABDALLAH;CIHAN,1;11;5;3;6;19;7;99;13;14;50,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;1;1;0;0;0;0;1,0;0;1;0;0;1;0;0;0;1;0,77651
Denizlispor vs. Manisaspor - Sunday August 26 - 2007,Denizlispor,hard,4-5-1,HAMIDOU;JULIO CESAR;ALLYSON;KRATOCHVIL;KARAKOC;ABRAHAM;YIGEN;SIMSEK;DEMIR;KUS;KINALI,16;6;3;7;19;4;45;5;42;58;10,0;1;0;1;0;0;0;1;0;0;0,0;2;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;1;0;0,0;0;0;0;1;0;0;0;0;1;1,77653
Denizlispor vs. Manisaspor - Sunday August 26 - 2007,Manisaspor,hard,4-5-1,CEYLAN;BALTA;BORBICONI;KALABANE;DVORNIK;KOC;BOZKURT;INAN;INCEMAN;AKAN;HOLOSKO,14;22;5;15;2;20;4;18;10;19;13,0;1;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;1;0;0;1;0;1;0;1,0;0;1;0;0;1;0;0;0;0;1,77653
Galatasaray vs. Ankaragucu - Sunday August 26 - 2007,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;GUNGOR;CAN;CELIK;DURUER;ANDRE SILVA;KIRITA;OZKAN;DURSUN;BEBBE,1;39;2;40;42;18;8;11;10;7;9,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;1;0;0;0,0;0;0;0;1;1;0;0;1;0;0,77655
Galatasaray vs. Ankaragucu - Sunday August 26 - 2007,Galatasaray,easy,4-4-2,USAK;YAMAN;CETIN;SONG;UCAR;TURAN;AKMAN;LINCOLN;SARIOGLU;KARAN;SUKUR,54;74;76;4;33;66;18;10;55;99;9,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;1;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,77655
Kayserispor vs. Kasimpasa - Sunday August 26 - 2007,Kasimpasa,hard,4-4-2,SINOUH;KARTAL;BERTHEL ASKOU;ARSLAN;COULIBALY;SARI;ACIL;FRANSERGIO;ALKAN;TEHOUE;KUCUK,22;54;33;4;3;8;28;30;16;18;61,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;0,77658
Kayserispor vs. Kasimpasa - Sunday August 26 - 2007,Kayserispor,hard,4-4-2,IVANKOV;TOLEDO;TOSCALI;TURAN;COLGECEN;BOYRAZ;BASDAG;ARSLAN;TOPUZ;UNAL;CANGELE,27;12;25;5;51;67;8;38;66;9;19,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;0;1;0;0;0;1;0;1;0;1,0;0;0;0;0;1;0;1;0;0;1,77658
Trabzonspor vs. Rizespor - Sunday August 26 - 2007,Rizespor,hard,4-5-1,GONZALEZ;TEBER;BOZACI;GAL;AKYUZ;ANDERSON;TATAN;AKSOY;TORAMAN;EREN;BOMBINHA,1;63;53;24;61;7;3;10;5;34;11,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;0;1,77659
Trabzonspor vs. Rizespor - Sunday August 26 - 2007,Trabzonspor,easy,4-1-4-1,ZENGIN;KOCAK;SEYHAN;YAVUZ;CORA;ABDELAZIZ;KECELI;KARADENIZ;ERIS;BALCI;BULUT,29;99;44;38;18;12;32;61;20;30;10,0;0;0;0;0;0;0;1;2;0;2,0;0;0;0;0;1;0;2;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;1;0;0;0;1;1;0,77659
Bursaspor vs. Trabzonspor - Friday August 31 - 2007,Bursaspor,hard,4-5-1,VEGA;TUNCER;KORKMAZ;ERDOGAN;GULDUREN;KALOGLU;SARP;SUMULIKOSKI;HAS;ACAR;TUM,23;28;16;4;3;11;15;18;6;8;34,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;0;0;0;0;1;0,0;1;0;0;0;0;0;0;0;1;0,77662
Bursaspor vs. Trabzonspor - Friday August 31 - 2007,Trabzonspor,easy,4-5-1,ZENGIN;KOCAK;SEYHAN;YAVUZ;CORA;KECELI;CIMSIR;ERIS;ABDELAZIZ;KARADENIZ;BULUT,29;99;44;38;18;32;5;20;12;61;10,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;1;0;0,0;0;0;0;1;0;0;1;1;0;0,77662
Ankaragucu vs. Genclerbirligi - Saturday September 1 - 2007,Ankaragucu,hard,4-4-2,KIRINTILI;OZKAYNAK;GUNGOR;SUME;CELIK;DURUER;ANDRE SILVA;KIRITA;CAN;DURSUN;BEBBE,1;39;2;3;42;18;8;11;40;7;9,0;0;0;0;0;1;0;1;0;0;0,0;1;0;0;0;0;0;0;0;1;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;0;0;1;0;0;0;1;1,77660
Ankaragucu vs. Genclerbirligi - Saturday September 1 - 2007,Genclerbirligi,hard,4-5-1,TOKGOZ;AYDIN;TRAORE;UZUMCU;OZBEY;CAKIR;YESILKAYA;CARLE;NAS;BAYTAR;OZTURK,99;34;5;35;6;10;20;19;7;38;9,0;0;0;0;0;1;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,1;1;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;1;0;1;1;0,77660
Besiktas vs. Kayserispor - Saturday September 1 - 2007,Besiktas,easy,4-1-4-1,ARIKAN;UZULMEZ;TORAMAN;ZAN;KURTULUS;AVCI;TELLO;DELGADO;RICARDINHO;OZKAN;BOBO,84;19;58;5;2;41;14;10;17;21;13,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,77661
