game,team,difficulty,formation,lineup,lineup_numbers,lineup_goals,lineup_assists,lineup_cards,lineup_yellow_cards,lineup_red_cards,lineup_substitutions,source_match_id
Sivasspor vs. Antalyaspor - Saturday October 26 - 2019,Antalyaspor,hard,4-3-3,KAPLAN;ALBAYRAK;DIEGO ANGELO;CELUSTKA;SANGARE;OZMERT;CHICO;AKYOL;CHAHECHOUHE;MUKAIRU;SINIK,35;6;3;28;30;88;20;19;92;12;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,3223088
Sivasspor vs. Antalyaspor - Saturday October 26 - 2019,Sivasspor,hard,4-4-2,SAMASSA;CIFTCI;APPINDANGOYE;OSMANPASA;MARCELO GOIANO;ANDRADE;ARSLAN;YANDAS;KILINC;YATABARE;TRAORE,30;3;4;88;87;7;37;8;54;9;12,0;0;0;0;0;0;0;0;1;1;0,0;0;0;0;0;1;0;0;1;0;0,0;0;0;0;0;0;1;1;0;1;0,0;0;0;0;0;0;1;1;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;0;1,3223088
Besiktas vs. Galatasaray - Sunday October 27 - 2019,Besiktas,easy,4-2-3-1,KARIUS;REBOCHO;ROCO;VIDA;GONUL;ELNENY;HUTCHINSON;ERKIN;DIABY;LENS;NAYIR,1;23;3;24;77;15;13;88;92;27;8,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;1;1,3223087
Besiktas vs. Galatasaray - Sunday October 27 - 2019,Galatasaray,easy,4-3-3,MUSLERA;NAGATOMO;MARCAO;LUYINDAMA;MARIANO;BELHANDA;NZONZI;LEMINA;BABEL;ANDONE;FEGHOULI,1;55;45;27;22;10;92;99;11;23;89,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;1;0;0;0;1;0;0,0;0;1;0;1;0;0;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,3223087
Genclerbirligi vs. Denizlispor - Sunday October 27 - 2019,Denizlispor,hard,4-2-3-1,STACHOWIAK;BERGDICH;SAPUNARU;YUMLU;LOPES;MURAWSKI;YAVRU;BARROW;AISSATI;SAHAN;ESTUPINAN,33;21;22;5;2;8;61;77;10;70;19,0;0;0;0;0;1;0;0;0;1;0,0;1;0;0;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;1;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;0;1,3223089
Genclerbirligi vs. Denizlispor - Sunday October 27 - 2019,Genclerbirligi,hard,4-3-3,OZBIR;POLOMAT;RAMOS;TOURE;OZGENC;CANDEIAS;OZDEMIR;SESSEGNON;AYITE;STANCU;SIO,25;39;32;15;22;21;5;10;11;9;13,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;0;0;1;0;0,3223089
Goztepe vs. Kasimpasa - Sunday October 27 - 2019,Goztepe,hard,4-1-4-1,BETO;EMIR;TITI;OZTURK;GASSAMA;POKO;GURLER;MARCIO MOSSORO;AYDOGDU;AKBUNAR;JEROME,13;41;4;5;20;17;11;10;88;7;32,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;1;0;1;0;0;0;0;0;1;0,1;1;0;1;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;1;1;0,3223093
Goztepe vs. Kasimpasa - Sunday October 27 - 2019,Kasimpasa,hard,4-2-3-1,OZTURK;KARIM HAFEZ;BEN YOUSSEF;SARI;POPOV;SADIKU;KARA;QUARESMA;HAJRADINOVIC;PEKTEMEK;KOITA,99;23;5;88;90;6;35;17;10;19;9,0;0;0;0;0;0;0;1;1;1;0,0;0;0;0;0;0;1;0;1;0;1,0;0;0;0;0;1;0;1;1;0;0,0;0;0;0;0;1;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;1,3223093
Yeni Malatyaspor vs. Kayserispor - Sunday October 27 - 2019,Kayserispor,hard,4-2-3-1,SILVIU LUNG JR;SUBASI;POULAIN;RIENSTRA;LOPES;CINAZ;ACAR;BASACIKOGLU;MENSAH;PEDRO HENRIQUE;BULUT,33;32;6;38;13;66;8;7;43;10;9,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;1;0;0;1;0;0;1;0,0;0;0;1;0;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;0;0;0,3223090
Yeni Malatyaspor vs. Kayserispor - Sunday October 27 - 2019,Yeni Malatyaspor,hard,4-2-3-1,FARNOLLE;AYTAC;AKBAS;HADEBE;CHEBAKE;YALCIN;ACQUAH;FOFANA;DONALD;GUILHERME;JAHOVIC,30;91;15;16;29;6;19;21;20;66;18,0;0;0;0;0;0;0;0;1;0;1,0;0;0;0;0;0;2;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,3223090
Basaksehir vs. Trabzonspor - Monday October 28 - 2019,Basaksehir,hard,4-1-4-1,GUNOK;CLICHY;EPUREANU;SKRTEL;JUNIOR CAICARA;AZUBUIKE;GULBRANDSEN;TEKDEMIR;KAHVECI;VISCA;CRIVELLI,34;3;6;37;80;44;9;21;17;7;27,0;0;0;1;0;0;0;0;0;1;0,0;0;0;1;0;0;0;0;0;0;1,0;0;0;1;0;0;0;1;0;0;0,0;0;0;1;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,3223086
Basaksehir vs. Trabzonspor - Monday October 28 - 2019,Trabzonspor,easy,4-4-1-1,CAKIR;NOVAK;TURKMEN;HOSSEINI;PEREIRA;NWAKAEME;SOSA;ERDOGAN;COREKCI;STURRIDGE;SØRLOTH,1;77;4;5;47;9;8;21;2;19;11,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;1;0;0;0;0;0,1;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,3223086
Galatasaray vs. Rizespor - Friday November 1 - 2019,Galatasaray,easy,4-1-4-1,MUSLERA;NAGATOMO;CALIK;LUYINDAMA;OZBAYRAKLI;SERI;BABEL;LEMINA;BAYRAM;MOR;ANDONE,1;55;5;27;2;6;11;99;19;97;23,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;0;1;0,3223095
Galatasaray vs. Rizespor - Friday November 1 - 2019,Rizespor,hard,4-2-3-1,AKKAN;MELNJAK;TALBI;ABARHOUN;MOROZYUK;DIOMANDE;ATTAMAH;UMAR;VETRIH;FERNANDO BOLDRIN;CAGLAYAN,23;53;4;3;55;27;6;19;44;10;17,0;0;1;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;0;0;0;1,0;0;1;0;0;1;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;0;1;0;0;0;0;1,3223095
Alanyaspor vs. Basaksehir - Saturday November 2 - 2019,Alanyaspor,hard,4-4-2,MARAFONA;N'SAKALA;TZAVELLAS;WELINTON;BULUT;FERNANDES;GULSELAM;SIOPIS;KARACA;CISSE;BAKASETAS,28;21;31;23;25;10;6;26;7;9;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;1;1;0;0;0;0,3223098
Alanyaspor vs. Basaksehir - Saturday November 2 - 2019,Basaksehir,hard,4-1-4-1,GUNOK;CLICHY;EPUREANU;SKRTEL;JUNIOR CAICARA;TOPAL;ELIA;AZUBUIKE;KAHVECI;VISCA;CRIVELLI,34;3;6;37;80;5;11;44;17;7;27,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,3223098
Antalyaspor vs. Besiktas - Saturday November 2 - 2019,Antalyaspor,hard,4-1-4-1,KAPLAN;ALBAYRAK;DIEGO ANGELO;OZTURK;SANGARE;CHICO;CHAHECHOUHE;AKYOL;CHARLES;MUKAIRU;GUSTAVO BLANCO LESCHUK,35;6;3;5;30;20;92;19;8;12;9,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;1,0;0;0;1;0;0;0;0;0;1;1,0;0;0;1;0;0;0;0;0;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,3223096
Antalyaspor vs. Besiktas - Saturday November 2 - 2019,Besiktas,easy,4-2-3-1,KARIUS;REBOCHO;RUIZ;VIDA;GONUL;HUTCHINSON;ELNENY;LJAJIC;DIABY;LENS;NAYIR,1;23;4;24;77;13;15;22;92;27;8,0;0;0;1;0;0;0;0;1;0;0,0;0;0;0;0;0;0;1;0;0;0,0;1;0;0;0;0;0;0;0;0;1,0;1;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,3223096
Konyaspor vs. Genclerbirligi - Saturday November 2 - 2019,Genclerbirligi,hard,4-3-3,OZBIR;POLOMAT;RAMOS;TOURE;OZGENC;CANDEIAS;OZDEMIR;SESSEGNON;AYITE;STANCU;SIO,25;39;32;15;22;21;5;10;11;9;13,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;0;0,3223094
Konyaspor vs. Genclerbirligi - Saturday November 2 - 2019,Konyaspor,hard,4-4-2,KIRINTILI;ULUDAG;ANICIC;TURAN;SKUBIC;MILOSEVIC;JONSSON;JEVTOVIC;SHENGELIA;MIYA;SAHINER,1;25;14;4;89;11;6;8;19;21;7,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;0;1;1;0;1,3223094
Trabzonspor vs. Goztepe - Saturday November 2 - 2019,Goztepe,hard,4-1-4-1,BETO;EMIR;TITI;OZTURK;GASSAMA;BORGES;AKBUNAR;CASTRO;AYDOGDU;MARCIO MOSSORO;JEROME,13;41;4;5;20;6;7;8;88;10;32,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;1;1;1,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;1;0;1;0;0,3223099
Trabzonspor vs. Goztepe - Saturday November 2 - 2019,Trabzonspor,easy,4-2-3-1,CAKIR;NOVAK;FERNANDES;TURKMEN;PEREIRA;ERDOGAN;SOSA;NWAKAEME;CANBAZ;SARI;SØRLOTH,1;77;14;4;47;21;8;9;38;20;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;1;0;0;1;0;0,3223099
Denizlispor vs. Sivasspor - Sunday November 3 - 2019,Denizlispor,hard,4-2-3-1,STACHOWIAK;BERGDICH;YILMAZ;YUMLU;LOPES;MURAWSKI;YAVRU;BARROW;AISSATI;SAHAN;AKYUZ,33;21;15;5;2;8;61;77;10;70;17,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;0,0;0;0;1;1;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,3223102
Denizlispor vs. Sivasspor - Sunday November 3 - 2019,Sivasspor,hard,4-2-3-1,SAMASSA;CIFTCI;OSMANPASA;APPINDANGOYE;MARCELO GOIANO;AKSOY;ARSLAN;KILINC;YANDAS;YESILYURT;YATABARE,30;3;88;4;87;20;37;54;8;11;9,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;1;0;0;1;0;1;0;0;0;0,0;1;0;0;1;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;1;1,3223102
Kasimpasa vs. Yeni Malatyaspor - Sunday November 3 - 2019,Kasimpasa,hard,4-2-3-1,KOSE;KARIM HAFEZ;BEN YOUSSEF;SARI;POPOV;KARA;SADIKU;QUARESMA;HAJRADINOVIC;PEKTEMEK;KOITA,1;23;5;88;90;35;6;17;10;19;9,0;0;0;1;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;1;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,3223100
Kasimpasa vs. Yeni Malatyaspor - Sunday November 3 - 2019,Yeni Malatyaspor,hard,4-2-3-1,FARNOLLE;AYTAC;AKBAS;HADEBE;CHEBAKE;YALCIN;ACQUAH;BIFOUMA;DONALD;GUILHERME;JAHOVIC,30;91;15;16;29;6;19;10;20;66;18,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;1;0,0;1;0;0;0;2;0;0;0;0;0,0;1;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,3223100
Kayserispor vs. Fenerbahce - Sunday November 3 - 2019,Fenerbahce,easy,4-1-4-1,BAYINDIR;KALDIRIM;AZIZ;ZANKA;ISLA;LUIZ GUSTAVO;RODRIGUES;TUFAN;BELOZOGLU;MOSES;MURIQI,98;3;15;32;4;20;24;7;5;11;94,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;1;0;0;0;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;0;0;1;1;0,3223101
Kayserispor vs. Fenerbahce - Sunday November 3 - 2019,Kayserispor,hard,4-2-3-1,SILVIU LUNG JR;SUBASI;ABDENNOUR;POULAIN;LOPES;CINAZ;DJA DJEDJE;BASACIKOGLU;MENSAH;BULUT;ADEBAYOR,33;32;5;6;13;66;27;7;43;9;4,0;0;0;0;0;0;0;0;0;1;0,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;0;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;1;0;0;1;1;0;0;0,3223101
Ankaragucu vs. Gaziantep FK - Monday November 4 - 2019,Ankaragucu,hard,4-2-3-1,CELIKAY;PINTO;PAZDAN;KULUSIC;KITSIOU;FATY;MOKE;PARLAK;CANTEROS;KARABULUT;ORGILL,1;8;22;13;70;14;21;23;10;20;12,0;0;0;0;0;0;0;1;0;0;0,0;0;1;0;0;0;0;0;0;1;0,0;1;0;0;0;0;0;1;0;0;0,0;1;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;1;0,3223097
Ankaragucu vs. Gaziantep FK - Monday November 4 - 2019,Gaziantep FK,hard,4-1-4-1,GUVENC;JUNIOR MORAIS;TOSCA;KANA-BIYIK;OLKOWSKI;DJILOBODJI;JEFFERSON;DIARRA;CHIBSAH;VURAL;TWUMASI,1;13;6;76;16;3;8;18;15;11;27,0;0;0;0;0;1;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;1;0;1;0;0;0,0;0;0;0;0;1;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;0;1;0,3223097
Fenerbahce vs. Kasimpasa - Friday November 8 - 2019,Fenerbahce,easy,4-1-4-1,BAYINDIR;KALDIRIM;ZANKA;AZIZ;ISLA;LUIZ GUSTAVO;RODRIGUES;TUFAN;CIGERCI;MOSES;MURIQI,98;3;32;15;4;20;24;7;14;11;94,0;0;0;1;0;0;0;0;0;0;2,0;0;0;0;0;0;0;1;1;0;0,0;0;0;1;1;0;0;0;0;1;1,0;0;0;1;0;0;0;0;0;1;1,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;1;0;1;1;0,3223108
Fenerbahce vs. Kasimpasa - Friday November 8 - 2019,Kasimpasa,hard,4-2-3-1,OZTURK;KARIM HAFEZ;FERNANDES;BEN YOUSSEF;POPOV;SADIKU;KARA;ERDOGAN;KHALILI;HAJRADINOVIC;KOITA,99;23;44;5;90;6;35;7;21;10;9,0;0;0;1;0;0;0;0;1;0;0,0;0;0;0;0;1;0;1;0;0;1,0;2;1;0;0;1;1;0;0;0;0,0;1;1;0;0;1;1;0;0;0;0,0;1;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,3223108
Gaziantep FK vs. Galatasaray - Saturday November 9 - 2019,Galatasaray,easy,3-5-2,MUSLERA;LUYINDAMA;MARCAO;CALIK;TASDEMIR;LEMINA;FEGHOULI;BAYRAM;MARIANO;BUYUK;ANDONE,1;27;45;5;3;99;89;19;22;7;23,0;0;0;0;0;0;1;1;0;0;0,0;0;0;0;1;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;1;1,3223104
Gaziantep FK vs. Galatasaray - Saturday November 9 - 2019,Gaziantep FK,hard,4-4-2,GUVENC;JUNIOR MORAIS;TOSCA;KANA-BIYIK;OLKOWSKI;VURAL;CHIBSAH;DJILOBODJI;CEYLAN;KAYODE;TWUMASI,1;13;6;76;16;11;15;3;17;10;27,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;1;0;0,0;0;0;0;1;0;0;1;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;1;1,3223104
Genclerbirligi vs. Kayserispor - Saturday November 9 - 2019,Genclerbirligi,hard,4-2-3-1,OZBIR;PEHLIVAN;TOURE;RAMOS;OZGENC;OZDEMIR;SESSEGNON;CANDEIAS;CIFTCI;SIO;STANCU,25;3;15;32;22;5;10;21;7;13;9,0;0;0;0;0;0;0;0;0;1;1,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;0;1;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;0;1;0;0,3223107
Genclerbirligi vs. Kayserispor - Saturday November 9 - 2019,Kayserispor,hard,4-2-3-1,SILVIU LUNG JR;SUBASI;ABDENNOUR;LOPES;DJA DJEDJE;CINAZ;ACAR;PEDRO HENRIQUE;MENSAH;BULUT;ADEBAYOR,33;32;5;13;27;66;8;10;43;9;4,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;1;0;0;0;1;1;0,3223107
Rizespor vs. Antalyaspor - Saturday November 9 - 2019,Antalyaspor,hard,4-4-2,KAPLAN;ALBAYRAK;CELUSTKA;OZTURK;SANGARE;OZKAN;CHARLES;AKYOL;AMILTON;GUSTAVO BLANCO LESCHUK;MUKAIRU,35;6;28;5;30;21;8;19;23;9;12,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;0;1;1;0,0;1;0;0;0;1;0;0;1;1;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;0;1;0;1;0;0;0,3223110
Rizespor vs. Antalyaspor - Saturday November 9 - 2019,Rizespor,hard,4-2-3-1,CETIN;MELNJAK;TALBI;ABARHOUN;MOROZYUK;DIOMANDE;VETRIH;UMAR;FERNANDO BOLDRIN;SAMUDIO;CAGLAYAN,13;53;4;3;55;27;44;19;10;18;17,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;1;0;0;0;0;0;0,1;0;0;0;1;0;1;0;0;0;0,0;0;0;0;1;0;1;0;0;0;0,1;0;0;0;0;0;0;0;0;0;0,0;0;0;0;1;0;0;1;0;0;1,3223110
Sivasspor vs. Konyaspor - Saturday November 9 - 2019,Konyaspor,hard,4-4-2,KIRINTILI;OZTORUN;ANICIC;DIAGNE;SKUBIC;HADZIAHMETOVIC;JONSSON;JEVTOVIC;SHENGELIA;MIYA;SAHINER,1;87;14;3;89;18;6;8;19;21;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;1;0;0;1;0;0;2;0;0,0;0;1;0;0;1;0;0;1;0;0,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;1;0;0;1;0,3223106
Sivasspor vs. Konyaspor - Saturday November 9 - 2019,Sivasspor,hard,4-2-3-1,SAMASSA;ERDAL;APPINDANGOYE;OSMANPASA;MARCELO GOIANO;AKSOY;ARSLAN;ANDRADE;YANDAS;KILINC;YATABARE,30;58;4;88;87;20;37;7;8;54;9,0;0;0;0;0;0;1;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,3223106
Basaksehir vs. Ankaragucu - Sunday November 10 - 2019,Ankaragucu,hard,4-3-3,CELIKAY;SAK;PAZDAN;KULUSIC;KITSIOU;FATY;MOKE;AGCAY;PARLAK;ORGILL;KARABULUT,1;4;22;13;70;14;21;3;23;12;20,0;0;0;0;0;0;0;0;0;0;1,0;0;0;0;0;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;0;0,0;1;0;0;1;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;0;1;0;0;0;1;0;0;0,3223103
Basaksehir vs. Ankaragucu - Sunday November 10 - 2019,Basaksehir,hard,4-1-4-1,GUNOK;CLICHY;EPUREANU;PONCK;JUNIOR CAICARA;TOPAL;GULBRANDSEN;OZCAN;AZUBUIKE;VISCA;CRIVELLI,34;3;6;26;80;5;9;41;44;7;27,0;0;0;0;0;0;0;0;0;0;2,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,,,0;0;0;0;0;0;1;1;0;0;1,3223103
Besiktas vs. Denizlispor - Sunday November 10 - 2019,Besiktas,easy,4-2-3-1,KARIUS;REBOCHO;RUIZ;VIDA;GONUL;ELNENY;HUTCHINSON;LJAJIC;DIABY;ERKIN;YILMAZ,1;23;4;24;77;15;13;22;92;88;17,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;1;0;0;0;0;1;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;1;0,3223111
Besiktas vs. Denizlispor - Sunday November 10 - 2019,Denizlispor,hard,4-1-4-1,STACHOWIAK;BERGDICH;YUMLU;SAPUNARU;LOPES;SACKEY;BARROW;AISSATI;MURAWSKI;SAHAN;RODALLEGA,33;21;5;22;2;90;77;10;8;70;7,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;1;1;0;0;0,3223111
Goztepe vs. Yeni Malatyaspor - Sunday November 10 - 2019,Goztepe,hard,4-3-3,BETO;EMIR;TITI;OZTURK;GASSAMA;CASTRO;BORGES;AYDOGDU;GURLER;JEROME;NAPOLEONI,13;41;4;5;20;8;6;88;11;32;99,0;0;0;0;0;0;0;0;1;0;0,0;1;0;0;0;0;0;1;0;0;0,0;1;0;2;0;0;1;1;0;1;0,0;1;0;1;0;0;1;1;0;1;0,0;0;0;1;0;0;0;0;0;0;0,0;0;0;0;0;0;0;1;1;0;1,3223105
Goztepe vs. Yeni Malatyaspor - Sunday November 10 - 2019,Yeni Malatyaspor,hard,4-2-3-1,FARNOLLE;KAS;HADEBE;AKBAS;CHEBAKE;YILDIRIM;ACQUAH;TORE;DONALD;GUILHERME;JAHOVIC,30;3;16;15;29;8;19;7;20;66;18,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;1;1;0;0;0;0,0;1;1;0;0;1;1;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;1;1;0;0,3223105
Trabzonspor vs. Alanyaspor - Sunday November 10 - 2019,Alanyaspor,hard,4-4-2,MARAFONA;N'SAKALA;TZAVELLAS;WELINTON;BULUT;FERNANDES;GULSELAM;SIOPIS;KARACA;CISSE;BAKASETAS,28;21;31;23;25;10;6;26;7;9;11,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,0;1;1;0;0;1;0;0;0;0;0,0;1;1;0;0;0;0;0;0;0;0,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;1;0;1;1;0;0;0,3223109
Trabzonspor vs. Alanyaspor - Sunday November 10 - 2019,Trabzonspor,easy,4-1-4-1,CAKIR;NOVAK;CAMPI;TURKMEN;PEREIRA;HOSSEINI;NWAKAEME;PARMAK;COREKCI;SARI;SØRLOTH,1;77;22;4;47;5;9;61;2;20;11,0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0,1;0;0;0;1;1;1;1;0;0;0,1;0;0;0;1;1;1;0;0;0;0,0;0;0;0;0;0;0;1;0;0;0,0;0;0;0;0;0;0;0;1;1;1,3223109
Galatasaray vs. Basaksehir - Friday November 22 - 2019,Basaksehir,hard,4-1-4-1,GUNOK;CLICHY;EPUREANU;PONCK;JUNIOR CAICARA;TOPAL;KAHVECI;AZUBUIKE;TEKDEMIR;VISCA;CRIVELLI,34;3;6;26;80;5;17;44;21;7;27,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;0;0;0;0,0;0;0;0;1;0;1;0;1;0;0,0;0;0;0;1;0;1;0;1;0;0,0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;1;1;1;0;0,3223114
